k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.27074235807860264
6,6,0,0.0,0.0,0.2574894017899199
7,7,2,0.2857142857142857,0.15881326352530542,0.2857142857142857
8,8,2,0.25,0.16404886561954624,0.29679802955665024
9,9,3,0.3333333333333333,0.2547993019197208,0.3150684931506849
10,10,3,0.3,0.225130890052356,0.3796875
11,11,4,0.36363636363636365,0.2338568935427574,0.3524590163934426
12,12,5,0.4166666666666667,0.2600349040139616,0.3503205128205128
13,13,5,0.38461538461538464,0.28679464805119254,0.4945054945054945
14,14,7,0.5,0.41826643397324026,0.48476582604220275
15,15,8,0.5333333333333333,0.43920884235020363,0.5277777777777778
16,16,9,0.5625,0.4508435136707388,0.5359268707482994
17,17,8,0.47058823529411764,0.3944153577661431,0.4
18,18,12,0.6666666666666666,0.566608493310064,0.5814705882352942
19,19,10,0.5263157894736842,0.41535776614310643,0.5172413793103449
20,20,13,0.65,0.5549738219895288,0.6988095238095238
21,21,13,0.6190476190476191,0.5136707388016288,0.6578947368421053
22,22,12,0.5454545454545454,0.47062245491564864,0.5643879173290938
23,23,14,0.6086956521739131,0.5322862129144852,0.5714285714285714
24,24,16,0.6666666666666666,0.595695171611402,0.6398373983739838
25,25,14,0.56,0.4688772542175684,0.6792452830188679
26,26,16,0.6153846153846154,0.5596276905177429,0.65625
27,27,17,0.6296296296296297,0.5735892961023851,0.696969696969697
28,28,19,0.6785714285714286,0.6044211751018034,0.7656983568075117
29,29,19,0.6551724137931034,0.6015125072716696,0.7288135593220338
30,30,22,0.7333333333333333,0.6759744037230948,0.7573529411764706
