cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,272,19,56,0.20588235294117646,26,26.45,0.10204963235294119
1,499,25,75,0.15030060120240482,25,26.85,0.09794589178356715
2,86,13,29,0.3372093023255814,1,23.45,0.11921511627906976
3,507,26,51,0.10059171597633136,25,26.8475,0.0978353057199211
4,110,16,40,0.36363636363636365,18,24.4275,0.11384090909090908
5,3,1,3,1.0,2,2.81,0.39666666666666667
6,14,4,6,0.42857142857142855,15,10.28,0.1951785714285714
7,202,21,49,0.24257425742574257,8,26.06,0.10647277227722775
