k,method_1,feature_1,method_2,feature_2,same_algorithm,same_feature,diagonal_share,null_mean,null_p95,p_value,chance_corrected,n_electrodes,n_perm,run_1,run_2
9,kmeans,concat_hg,kmeans,concat_rawds,True,False,0.3773809523809524,0.1449255952380952,0.1523809523809524,0.000999000999000999,0.27185395311602656,1680,1000,20260915_004134,20260915_004207
9,kmeans,concat_hg,kmeans,concat_bands5z,True,False,0.4494047619047619,0.14965773809523808,0.15833333333333333,0.000999000999000999,0.35250161874595315,1680,1000,20260915_004134,20260915_004310
9,kmeans,concat_hg,hierarchical,concat_hg,False,True,0.6196428571428572,0.14945654761904759,0.15714285714285714,0.000999000999000999,0.552806923864504,1680,1000,20260915_004134,20260915_003616
9,kmeans,concat_hg,hierarchical,concat_rawds,False,False,0.3761904761904762,0.15072916666666664,0.15833333333333333,0.000999000999000999,0.2654763364931401,1680,1000,20260915_004134,20260915_003626
9,kmeans,concat_hg,hierarchical,concat_bands5z,False,False,0.4166666666666667,0.15109166666666665,0.15892857142857142,0.000999000999000999,0.3128429649844408,1680,1000,20260915_004134,20260915_003657
9,kmeans,concat_hg,cnmf,concat_hg,False,True,0.6053571428571428,0.1469845238095238,0.15476190476190477,0.000999000999000999,0.5373555718996892,1680,1000,20260915_004134,20260914_225554
9,kmeans,concat_hg,cnmf,concat_rawds,False,False,0.3821428571428571,0.14512619047619046,0.1529761904761905,0.000999000999000999,0.2772533957949795,1680,1000,20260915_004134,20260914_230430
9,kmeans,concat_hg,cnmf,concat_bands5z,False,False,0.4720238095238095,0.1464958333333333,0.15357142857142858,0.000999000999000999,0.3814017422572351,1680,1000,20260915_004134,20260914_231813
9,kmeans,concat_rawds,kmeans,concat_bands5z,True,False,0.6238095238095238,0.14551785714285712,0.1529761904761905,0.000999000999000999,0.5597444846154382,1680,1000,20260915_004207,20260915_004310
9,kmeans,concat_rawds,hierarchical,concat_hg,False,False,0.35833333333333334,0.14523809523809522,0.1523809523809524,0.000999000999000999,0.24930362116991645,1680,1000,20260915_004207,20260915_003616
9,kmeans,concat_rawds,hierarchical,concat_rawds,False,True,0.6125,0.1460970238095238,0.15416666666666667,0.000999000999000999,0.546201370876166,1680,1000,20260915_004207,20260915_003626
9,kmeans,concat_rawds,hierarchical,concat_bands5z,False,False,0.5410714285714285,0.14582083333333332,0.1529761904761905,0.000999000999000999,0.46272563258656146,1680,1000,20260915_004207,20260915_003657
9,kmeans,concat_rawds,cnmf,concat_hg,False,False,0.35535714285714287,0.14462083333333334,0.1523809523809524,0.000999000999000999,0.24636595995788557,1680,1000,20260915_004207,20260914_225554
9,kmeans,concat_rawds,cnmf,concat_rawds,False,True,0.7517857142857143,0.14398452380952378,0.15062499999999995,0.000999000999000999,0.7100352825174222,1680,1000,20260915_004207,20260914_230430
9,kmeans,concat_rawds,cnmf,concat_bands5z,False,False,0.544047619047619,0.1446113095238095,0.15178571428571427,0.000999000999000999,0.4669646839747733,1680,1000,20260915_004207,20260914_231813
9,kmeans,concat_bands5z,hierarchical,concat_hg,False,False,0.40654761904761905,0.15053988095238094,0.15773809523809523,0.000999000999000999,0.3013769950521795,1680,1000,20260915_004310,20260915_003616
9,kmeans,concat_bands5z,hierarchical,concat_rawds,False,False,0.5803571428571429,0.15188749999999998,0.1601190476190476,0.000999000999000999,0.5052037823486187,1680,1000,20260915_004310,20260915_003626
9,kmeans,concat_bands5z,hierarchical,concat_bands5z,False,True,0.6392857142857142,0.1521625,0.1601190476190476,0.000999000999000999,0.5745478517825813,1680,1000,20260915_004310,20260915_003657
9,kmeans,concat_bands5z,cnmf,concat_hg,False,False,0.4,0.14746845238095235,0.15535714285714286,0.000999000999000999,0.2962137276025954,1680,1000,20260915_004310,20260914_225554
9,kmeans,concat_bands5z,cnmf,concat_rawds,False,False,0.5767857142857142,0.14549999999999996,0.1529761904761905,0.000999000999000999,0.5047228955947505,1680,1000,20260915_004310,20260914_230430
9,kmeans,concat_bands5z,cnmf,concat_bands5z,False,True,0.6678571428571428,0.14730714285714283,0.15476190476190477,0.000999000999000999,0.6104777302160382,1680,1000,20260915_004310,20260914_231813
9,hierarchical,concat_hg,hierarchical,concat_rawds,True,False,0.37023809523809526,0.15220297619047618,0.16014880952380947,0.000999000999000999,0.2571784435711884,1680,1000,20260915_003616,20260915_003626
9,hierarchical,concat_hg,hierarchical,concat_bands5z,True,False,0.40773809523809523,0.15273035714285715,0.16071428571428573,0.000999000999000999,0.3009758938551214,1680,1000,20260915_003616,20260915_003657
9,hierarchical,concat_hg,cnmf,concat_hg,False,True,0.5696428571428571,0.1468910714285714,0.15476190476190477,0.000999000999000999,0.4955425638578225,1680,1000,20260915_003616,20260914_225554
9,hierarchical,concat_hg,cnmf,concat_rawds,False,False,0.35,0.14528690476190473,0.1529761904761905,0.000999000999000999,0.23951089129044975,1680,1000,20260915_003616,20260914_230430
9,hierarchical,concat_hg,cnmf,concat_bands5z,False,False,0.40595238095238095,0.14713392857142857,0.15476190476190477,0.000999000999000999,0.30346904520122975,1680,1000,20260915_003616,20260914_231813
9,hierarchical,concat_rawds,hierarchical,concat_bands5z,True,False,0.5446428571428571,0.15465654761904762,0.1625,0.000999000999000999,0.46133474911929984,1680,1000,20260915_003626,20260915_003657
9,hierarchical,concat_rawds,cnmf,concat_hg,False,False,0.3547619047619048,0.1484470238095238,0.15654761904761905,0.000999000999000999,0.2422807349876871,1680,1000,20260915_003626,20260914_225554
9,hierarchical,concat_rawds,cnmf,concat_rawds,False,True,0.5541666666666667,0.14604523809523806,0.15416666666666667,0.000999000999000999,0.4779192608061652,1680,1000,20260915_003626,20260914_230430
9,hierarchical,concat_rawds,cnmf,concat_bands5z,False,False,0.5261904761904762,0.1482672619047619,0.15595238095238095,0.000999000999000999,0.4437110344388994,1680,1000,20260915_003626,20260914_231813
9,hierarchical,concat_bands5z,cnmf,concat_hg,False,False,0.39107142857142857,0.14807619047619044,0.15654761904761905,0.000999000999000999,0.2852311854402361,1680,1000,20260915_003657,20260914_225554
9,hierarchical,concat_bands5z,cnmf,concat_rawds,False,False,0.5166666666666667,0.14641488095238095,0.15357142857142858,0.000999000999000999,0.4337608253145173,1680,1000,20260915_003657,20260914_230430
9,hierarchical,concat_bands5z,cnmf,concat_bands5z,False,True,0.5452380952380952,0.14848809523809522,0.15598214285714282,0.000999000999000999,0.46593594027430196,1680,1000,20260915_003657,20260914_231813
9,cnmf,concat_hg,cnmf,concat_rawds,True,False,0.3601190476190476,0.1451083333333333,0.1529761904761905,0.000999000999000999,0.2515063869134073,1680,1000,20260914_225554,20260914_230430
9,cnmf,concat_hg,cnmf,concat_bands5z,True,False,0.45357142857142857,0.1457017857142857,0.1529761904761905,0.000999000999000999,0.36037725200509196,1680,1000,20260914_225554,20260914_231813
9,cnmf,concat_rawds,cnmf,concat_bands5z,True,False,0.5101190476190476,0.1444208333333333,0.15178571428571427,0.000999000999000999,0.42742767534940473,1680,1000,20260914_230430,20260914_231813
