k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.25
6,6,0,0.0,0.0,0.2400948933672471
7,7,1,0.14285714285714285,0.041469194312796206,0.3333333333333333
8,8,2,0.25,0.08056872037914692,0.31983228149044696
9,9,3,0.3333333333333333,0.23281990521327015,0.4632768361581921
10,10,5,0.5,0.33293838862559244,0.46657276995305164
11,11,5,0.45454545454545453,0.26066350710900477,0.47398843930635837
12,12,7,0.5833333333333334,0.4140995260663507,0.6328125
13,13,7,0.5384615384615384,0.4087677725118483,0.5038167938931297
14,14,7,0.5,0.351303317535545,0.5445327399872855
15,15,8,0.5333333333333333,0.4188388625592417,0.5140845070422535
16,16,9,0.5625,0.45201421800947866,0.5518543956043955
17,17,11,0.6470588235294118,0.5503554502369669,0.6302521008403361
18,18,11,0.6111111111111112,0.49881516587677727,0.5401540154015402
19,19,9,0.47368421052631576,0.398696682464455,0.49624060150375937
20,20,12,0.6,0.5248815165876777,0.6782679738562092
21,21,14,0.6666666666666666,0.6421800947867299,0.6382978723404256
22,22,14,0.6363636363636364,0.5728672985781991,0.6784605146406388
23,23,16,0.6956521739130435,0.6783175355450237,0.6966292134831461
24,24,17,0.7083333333333334,0.6765402843601895,0.7062053115423902
25,25,17,0.68,0.6291469194312796,0.7640449438202247
26,26,17,0.6538461538461539,0.6528436018957346,0.7025252525252526
27,27,16,0.5925925925925926,0.5616113744075829,0.7659574468085106
28,28,21,0.75,0.7109004739336493,0.8279761904761904
29,29,22,0.7586206896551724,0.7482227488151659,0.7959183673469388
30,30,21,0.7,0.7002369668246445,0.7669683257918551
