cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,171,14,127,0.7426900584795322,22,25.645,0.10431286549707602
1,235,18,78,0.33191489361702126,25,26.1325,0.10227659574468084
2,245,13,62,0.2530612244897959,18,26.275,0.1029795918367347
3,264,15,62,0.23484848484848486,26,26.28,0.10334280303030302
4,165,19,47,0.28484848484848485,17,25.6675,0.10753030303030303
5,262,21,75,0.2862595419847328,26,26.3625,0.10293893129770992
6,280,24,32,0.11428571428571428,0,26.4225,0.102625
7,66,1,66,1.0,23,22.0525,0.1246590909090909
