comparison,axis,rank,weighting,cluster_1,cluster_2,r_centred,r_plain,overlap,n_1,n_2,null_plain_mean,null_plain_sd,z_plain,p_plain,null_within_mean,null_within_sd,z_within,p_within
cnmf_vs_kmeans_concat_hg,A algorithms,1,hard,6,2,0.9535797874740894,0.8804701721395993,0.6095890410958904,223.0,247.0,0.07802455360745808,0.01719488113706914,30.914112360013515,0.000999000999000999,0.2588838635302558,0.016163351999896464,21.697552436393213,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,2,hard,1,1,0.9451646558484295,0.9803044044842865,0.569937369519833,428.0,324.0,0.09873965816454215,0.024312161471504525,19.381152593428023,0.000999000999000999,0.26575150839835887,0.01289406769774684,23.591148135093842,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,3,hard,4,0,0.9286449257833886,0.9323349321951501,0.6394052044609665,202.0,239.0,0.07260142261415176,0.016946421168200245,33.44681311889116,0.000999000999000999,0.20819374310320363,0.01434604854171794,30.0578560084898,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,4,hard,3,5,0.906894510980583,0.7947434768075321,0.4765625,175.0,203.0,0.06546451008204701,0.015418632545021,26.66241566608351,0.000999000999000999,0.11434473018404663,0.013977895369614723,25.913612903652556,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,5,hard,7,3,0.9000873175840751,0.8131800815981705,0.3979933110367893,196.0,222.0,0.06994209325715374,0.016180322139165017,20.274702503331284,0.000999000999000999,0.13301002809633275,0.013108861445923973,20.21405779850161,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,6,hard,5,4,0.8930813517646525,0.7121901285593178,0.5253456221198156,168.0,163.0,0.06608127530811012,0.014635699177353871,31.37973398102736,0.000999000999000999,0.22598824183568347,0.014705194086998464,20.35725462126391,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,7,hard,2,7,0.7883913549898162,0.824709982962825,0.5524475524475524,136.0,86.0,0.057424987022686426,0.014179385550713536,34.91142572112057,0.000999000999000999,0.3966811705799198,0.0178105612480508,8.745731237676733,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,8,hard,0,6,-0.1393193029591419,0.8052063210232122,0.03571428571428571,152.0,196.0,0.05971522650620111,0.015175196977126345,-1.5815900662174036,0.9300699300699301,0.04028382026397372,0.008622414522321875,-0.5299599709406583,0.7482517482517482
cnmf_vs_kmeans_concat_hg,A algorithms,1,weighted,6,2,0.9535797874740894,0.8804701721395993,0.23203648710068397,203.12799306354034,247.0,0.0690531537261314,0.012158388098992818,13.40501158932851,0.000999000999000999,0.14232988443602865,0.004421192531482126,20.2901371125276,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,2,weighted,1,1,0.9451646558484295,0.9803044044842865,0.23885480561765132,268.59127946994204,324.0,0.07794739698813202,0.016003797978802473,10.054326406934539,0.000999000999000999,0.15851741520693452,0.0037956730640418437,21.165519014740717,0.000999000999000999
