cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,273,25,29,0.10622710622710622,8,26.2775,0.09961538461538462
1,282,18,80,0.28368794326241137,25,26.48,0.10075354609929077
2,165,19,47,0.28484848484848485,17,25.4975,0.10621212121212122
3,226,20,90,0.39823008849557523,26,26.1325,0.10367256637168143
4,93,9,65,0.6989247311827957,8,23.71,0.11747311827956988
5,238,14,62,0.2605042016806723,18,26.1825,0.10323529411764706
6,186,14,125,0.6720430107526881,22,25.735,0.10377688172043008
7,256,16,59,0.23046875,10,26.2675,0.101201171875
