,s2_c0,s2_c1,s2_c2,s2_c3,s2_c4,s2_c5,s2_c6,s2_c7
s1_c0,3.0,14.0,6.0,100.0,46.0,25.0,0.0,45.0
s1_c1,0.0,229.0,22.0,7.0,47.0,5.0,11.0,3.0
s1_c2,172.0,1.0,23.0,0.0,0.0,13.0,4.0,34.0
s1_c3,0.0,11.0,4.0,1.0,156.0,14.0,34.0,2.0
s1_c4,3.0,0.0,4.0,0.0,20.0,97.0,36.0,3.0
s1_c5,0.0,2.0,1.0,0.0,23.0,10.0,112.0,55.0
s1_c6,2.0,11.0,138.0,6.0,0.0,7.0,24.0,8.0
s1_c7,0.0,0.0,20.0,0.0,1.0,0.0,1.0,64.0
