cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,301,20,87,0.28903654485049834,25,26.485,0.10088039867109636
1,143,10,116,0.8111888111888111,22,25.1225,0.10756993006993008
2,202,23,36,0.1782178217821782,8,25.85,0.10396039603960397
3,117,20,22,0.18803418803418803,3,24.5025,0.10965811965811965
4,156,17,36,0.23076923076923078,8,25.375,0.10647435897435897
5,276,14,72,0.2608695652173913,18,26.425,0.10108695652173914
6,372,19,90,0.24193548387096775,26,26.7075,0.09829973118279568
7,152,18,47,0.3092105263157895,17,25.355,0.10692434210526315
