comparison,axis,method_1,feature_set_1,run_1,k_1,graded_1,method_2,feature_set_2,run_2,k_2,graded_2,n_matched,r_matched_mean,r_matched_min,r_unmatched_mean,r_gap,n_electrodes,diag_share,diag_null_mean,diag_null_sd,diag_z,diag_p,diag_n_draw,diag_share_adj,overlap_hard_mean,n_sig_plain_hard,n_sig_within_hard,overlap_weighted_mean,n_sig_plain_weighted,n_sig_within_weighted
cnmf_vs_kmeans_concat_hg,A algorithms,cnmf,concat_hg,20260924_021756,8,True,kmeans,concat_hg,20260924_014902,8,False,8,0.9294952964922822,0.7821886317856375,-0.12210958730706854,1.0516048837993508,1624,0.7118226600985221,0.12911945812807882,0.08968952763652177,6.4968923053304755,0.009900990099009901,100,0.6690965912706549,0.568199783761864,8,8,0.21833065634831253,8,8
cnmf_vs_hierarchical_concat_hg,A algorithms,cnmf,concat_hg,20260924_021756,8,True,hierarchical,concat_hg,20260924_014907,8,False,8,0.7874225593585796,0.4877762844846389,-0.10386661935001432,0.8912891787085939,1624,0.5535714285714286,0.12798645320197044,0.08850658900694129,4.808511774598848,0.009900990099009901,100,0.48804858242417826,0.41968191422943457,7,7,0.18370153238097892,6,8
kmeans_vs_hierarchical_concat_hg,A algorithms,kmeans,concat_hg,20260924_014902,8,False,hierarchical,concat_hg,20260924_014907,8,False,8,0.7385253180293148,-0.1590294303104413,-0.09576627799626466,0.8342915960255795,1624,0.5689655172413793,0.12507389162561577,0.07957150521169634,5.57852493093866,0.009900990099009901,100,0.5073475592590507,0.44143965145519626,7,7,0.44143965145519626,7,7
cnmf_concat_hg_vs_concat_bands5,B feature sets,cnmf,concat_hg,20260924_021756,8,True,cnmf,concat_bands5,20260924_023340,8,True,8,0.6784397339180002,0.12759835608120182,-0.09312255318095897,0.7715622870989591,1624,0.4088669950738916,0.12464285714285717,0.05804426543227553,4.896679039941671,0.009900990099009901,100,0.3246950576119529,0.28035290249174283,7,6,0.4173597703259723,7,6
cnmf_concat_hg_vs_concat_bands5z,B feature sets,cnmf,concat_hg,20260924_021756,8,True,cnmf,concat_bands5z,20260924_024006,8,True,8,0.7147444942046367,0.39185478002480645,-0.09842154980280125,0.813166044007438,1624,0.4396551724137931,0.13385467980295565,0.06352864822874078,4.813584125224488,0.009900990099009901,100,0.35305910622627285,0.3022949340646982,7,7,0.43942797231346575,7,7
cnmf_concat_hg_vs_concat_rawds,B feature sets,cnmf,concat_hg,20260924_021756,8,True,cnmf,concat_rawds,20260924_022631,8,True,8,0.5623245848671593,0.14693570262589883,-0.07607294834949165,0.6383975332166509,1624,0.3171182266009852,0.12561576354679804,0.04658081334058939,4.111187618257334,0.009900990099009901,100,0.21901408450704224,0.20741775784987193,6,4,0.3665045840668262,5,5
