cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,176,19,53,0.30113636363636365,26,25.7625,0.10376420454545453
1,181,20,40,0.22099447513812154,17,25.8025,0.10412983425414364
2,215,13,58,0.26976744186046514,18,26.0025,0.10311627906976745
3,160,16,118,0.7375,22,25.405,0.10485937499999999
4,328,19,72,0.21951219512195122,26,26.5875,0.09939786585365853
5,254,20,78,0.30708661417322836,25,26.295,0.10164370078740159
6,275,27,36,0.13090909090909092,25,26.39,0.10129999999999999
7,130,13,73,0.5615384615384615,8,24.8775,0.11021153846153849
