cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,177,18,54,0.3050847457627119,26,25.7625,0.10539548022598869
1,162,20,40,0.24691358024691357,17,25.5625,0.10797839506172839
2,278,27,38,0.1366906474820144,25,26.4525,0.10247302158273382
3,219,13,58,0.2648401826484018,18,26.1575,0.1037214611872146
4,154,16,121,0.7857142857142857,22,25.435,0.10944805194805196
5,174,16,68,0.39080459770114945,8,25.7175,0.10818965517241379
6,341,19,72,0.21114369501466276,26,26.625,0.10057184750733135
7,188,19,79,0.42021276595744683,25,25.8625,0.10486702127659572
