cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,217,13,58,0.2672811059907834,18,26.1575,0.10351382488479263
1,153,16,119,0.7777777777777778,22,25.37,0.10883986928104576
2,188,19,79,0.42021276595744683,25,25.83,0.10574468085106382
3,155,20,40,0.25806451612903225,17,25.4875,0.10788709677419356
4,327,19,71,0.21712538226299694,26,26.55,0.10124617737003058
5,181,16,70,0.3867403314917127,8,25.7375,0.10736187845303867
6,182,19,54,0.2967032967032967,26,25.7875,0.10729395604395606
7,285,27,39,0.1368421052631579,25,26.4325,0.10355263157894737
