comparison,axis,rank,weighting,cluster_1,cluster_2,r_centred,r_plain,overlap,n_1,n_2,null_plain_mean,null_plain_sd,z_plain,p_plain,null_within_mean,null_within_sd,z_within,p_within
cnmf_vs_kmeans_concat_hg,A algorithms,1,hard,6,4,0.964297909417777,0.7891947176108833,0.6,167.0,129.0,0.06553789445695866,0.014076807947832275,37.967563919584805,0.000999000999000999,0.24866287913504748,0.015497834726466458,22.670077921592224,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,2,hard,4,3,0.9566153043330043,0.9489519168499951,0.6916666666666667,198.0,208.0,0.07246549890625952,0.015262733856086673,40.569479465402196,0.000999000999000999,0.18596642896022503,0.014515766717594901,34.837997023847905,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,3,hard,1,2,0.9441277280984262,0.9849516493802472,0.5518763796909493,342.0,361.0,0.09188169113143779,0.021308630608151233,21.587247769152693,0.000999000999000999,0.2604514237776792,0.013118320087212197,22.215112451582314,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,4,hard,2,7,0.9361879653319004,0.8777960536359986,0.5324232081911263,224.0,225.0,0.07579797714458118,0.016270564490789306,28.06449839555589,0.000999000999000999,0.2381444058464155,0.01477271718941251,19.92042483258382,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,5,hard,0,0,0.899845942714173,0.7495216247098477,0.5518518518518518,232.0,187.0,0.07636695196751958,0.016943643871642565,28.06272980513473,0.000999000999000999,0.14966201091242606,0.014588432355971622,27.569092492298775,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,6,hard,5,1,0.6861902537517478,0.9328593409561241,0.27607361963190186,193.0,223.0,0.07032556815481192,0.015119582834667245,13.608050812442809,0.000999000999000999,0.15844418006410613,0.011718410603068682,10.038002895801611,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,7,hard,3,5,0.5634228445658348,0.6363733772103258,0.37662337662337664,195.0,229.0,0.06906355389985444,0.01576085731386065,19.51415564514015,0.000999000999000999,0.07711914120287355,0.013077301954146258,22.902601505316085,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,8,hard,7,6,-0.41202380033785385,0.3267584110025575,0.01937984496124031,137.0,126.0,0.05795995300331938,0.013879491416870521,-2.7796485392242074,0.997002997002997,0.034550089334760795,0.007020555673081645,-2.1608324297870807,0.995004995004995
cnmf_vs_kmeans_concat_hg,A algorithms,1,weighted,6,4,0.964297909417777,0.7891947176108833,0.19997006912724377,210.88577857392272,129.0,0.07014107253840515,0.011782580859100144,11.018723159329447,0.000999000999000999,0.13165277450917418,0.00363678602035842,18.785074028451266,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,2,weighted,4,3,0.9566153043330043,0.9489519168499951,0.25018125532685936,189.88543843032676,208.0,0.06632963958537633,0.010585680204184397,17.3679548404276,0.000999000999000999,0.11516647200949685,0.004942294613229953,27.318238567960616,0.000999000999000999
