k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.24803149606299213
6,6,1,0.16666666666666666,0.10691080921441229,0.25695138195138195
7,7,1,0.14285714285714285,0.09450679267572357,0.37554585152838427
8,8,1,0.125,0.09096278795038393,0.2849624642055568
9,9,3,0.3333333333333333,0.21559362079149438,0.3058823529411765
10,10,3,0.3,0.21441228588304784,0.3904671717171717
11,11,4,0.36363636363636365,0.2728883638511518,0.32919254658385094
12,12,4,0.3333333333333333,0.22563496751329,0.40190802348336596
13,13,5,0.38461538461538464,0.28883638511518017,0.4365079365079365
14,14,6,0.42857142857142855,0.338452451269935,0.4523507585364708
15,15,7,0.4666666666666667,0.4111045481393975,0.4485294117647059
16,16,9,0.5625,0.5369167158889545,0.5260184359203093
17,17,10,0.5882352941176471,0.5516834022445364,0.5930232558139535
18,18,11,0.6111111111111112,0.544595392793857,0.5381603922809237
19,19,9,0.47368421052631576,0.45894861193148256,0.4918032786885246
20,20,11,0.55,0.5522740696987596,0.5757408226448474
21,21,16,0.7619047619047619,0.7643236857649144,0.6634615384615384
22,22,15,0.6818181818181818,0.7028942705256941,0.6484196496572734
23,23,16,0.6956521739130435,0.7064382752510336,0.6122448979591837
24,24,18,0.75,0.7666863555818074,0.6734321305841924
25,25,15,0.6,0.5989367985823981,0.6833333333333333
26,26,19,0.7307692307692307,0.7212049616066155,0.6826388888888889
27,27,18,0.6666666666666666,0.6621382161842883,0.6835443037974683
28,28,18,0.6428571428571429,0.707028942705257,0.8010503552672228
29,29,21,0.7241379310344828,0.7619610159480212,0.7741935483870968
30,30,21,0.7,0.7170702894270525,0.7785714285714286
