cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,266,24,35,0.13157894736842105,9,26.3375,0.10218984962406015
1,70,4,67,0.9571428571428572,23,22.3175,0.12267857142857143
2,66,8,47,0.7121212121212122,17,21.905,0.123030303030303
3,215,20,60,0.27906976744186046,8,26.0525,0.10584883720930233
4,251,12,69,0.2749003984063745,18,26.2675,0.10292828685258963
5,269,16,97,0.36059479553903345,25,26.4,0.10361524163568772
6,370,17,87,0.23513513513513515,26,26.7075,0.09975000000000002
7,181,17,81,0.44751381215469616,22,25.785,0.10727900552486186
