k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.2383073496659243
6,6,0,0.0,0.0,0.24415367483296213
7,7,1,0.14285714285714285,0.027843601895734597,0.25
8,8,1,0.125,0.027843601895734597,0.2661136974624615
9,9,1,0.1111111111111111,0.027843601895734597,0.26732673267326734
10,10,2,0.2,0.05390995260663507,0.31256244890544105
11,11,2,0.18181818181818182,0.05390995260663507,0.3824884792626728
12,12,3,0.25,0.09123222748815166,0.3942145366610394
13,13,3,0.23076923076923078,0.09123222748815166,0.3824884792626728
14,14,5,0.35714285714285715,0.15106635071090047,0.4134664618535586
15,15,6,0.4,0.16883886255924171,0.4444444444444444
16,16,7,0.4375,0.21386255924170616,0.46974697469746973
17,17,8,0.47058823529411764,0.235781990521327,0.49504950495049505
18,18,8,0.4444444444444444,0.235781990521327,0.46974697469746973
19,19,8,0.42105263157894735,0.235781990521327,0.4444444444444444
20,20,8,0.4,0.235781990521327,0.4618055555555556
21,21,9,0.42857142857142855,0.27606635071090047,0.4791666666666667
22,22,10,0.45454545454545453,0.3104265402843602,0.4871080858085809
23,23,11,0.4782608695652174,0.32760663507109006,0.49504950495049505
24,24,11,0.4583333333333333,0.32760663507109006,0.491969196919692
25,25,12,0.48,0.32760663507109006,0.49504950495049505
26,26,13,0.5,0.3453791469194313,0.5173660223165173
27,27,14,0.5185185185185185,0.37381516587677727,0.5396825396825397
28,28,15,0.5357142857142857,0.38566350710900477,0.5419000933706816
29,29,15,0.5172413793103449,0.36670616113744076,0.5396825396825397
30,30,16,0.5333333333333333,0.3773696682464455,0.5419000933706816
