comparison,axis,rank,weighting,cluster_1,cluster_2,r_centred,r_plain,overlap,n_1,n_2,null_plain_mean,null_plain_sd,z_plain,p_plain,null_within_mean,null_within_sd,z_within,p_within
cnmf_vs_kmeans_concat_hg,A algorithms,1,hard,3,3,0.9752628115281226,0.9872310750791746,0.6549019607843137,461.0,383.0,0.12482403341784898,0.01858325479208874,28.524493329991337,0.000999000999000999,0.2948231133824504,0.012791475312576846,28.149907544114658,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,2,hard,0,5,0.9642563427604312,0.8489484697095995,0.6634304207119741,262.0,252.0,0.09504288897171588,0.015265221752462355,37.234148377082995,0.000999000999000999,0.24336951814006028,0.015391721177497635,27.291353431352036,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,3,hard,4,0,0.9588642858389749,0.7930043600527765,0.6,247.0,209.0,0.09246995123024504,0.013453471827182033,37.72483826400239,0.000999000999000999,0.23208602300571732,0.015019750495340963,24.49534545253647,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,4,hard,5,2,0.9506526084156293,0.8122381039621026,0.5989304812834224,278.0,320.0,0.0977393559261362,0.014408734810099627,34.78383993895026,0.000999000999000999,0.1478110845328859,0.013338877646935662,33.819891649892455,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,5,hard,1,1,0.9438527188687444,0.9213543236840549,0.7091503267973857,266.0,257.0,0.09596975642765394,0.014811068226055449,41.40015838229899,0.000999000999000999,0.2101044318412361,0.013903395143695946,35.89381512920793,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,6,hard,2,4,0.7346378162101561,0.9539761791501873,0.26112759643916916,166.0,259.0,0.07171995188902758,0.012917675110905311,14.662672882230996,0.000999000999000999,0.168921355188794,0.010262307084032397,8.984942712720335,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,1,weighted,3,3,0.9752628115281226,0.9872310750791746,0.27883693117304437,328.6112696344565,383.0,0.10299318549453446,0.011598530884093025,15.160863684871796,0.000999000999000999,0.18678482095044685,0.004002156475014045,23.000627486029135,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,2,weighted,0,5,0.9642563427604312,0.8489484697095995,0.25109246062867246,284.2959701911666,252.0,0.09432656833463465,0.010736234970388229,14.601570543716319,0.000999000999000999,0.15318158187850947,0.004397282330188931,22.266225226879218,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,3,weighted,4,0,0.9588642858389749,0.7930043600527765,0.21930419657192185,266.62536557214816,209.0,0.0921910194810635,0.009694136470266193,13.112377516113915,0.000999000999000999,0.13810580873940018,0.003992658658130989,20.336922032431296,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,4,weighted,5,2,0.9506526084156293,0.8122381039621026,0.24024119667488536,286.9136583327057,320.0,0.09546813251189806,0.01061360810959999,13.640325011815756,0.000999000999000999,0.1221470701424983,0.004126219076492497,28.620420860632848,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,5,weighted,1,1,0.9438527188687444,0.9213543236840549,0.23892336790191895,250.8970947029723,257.0,0.08895595978216317,0.009364772095779628,16.01399442356326,0.000999000999000999,0.1287656594998324,0.004382726188416683,25.13451757338335,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,6,weighted,2,4,0.7346378162101561,0.9539761791501873,0.15247498987278876,262.65664156655066,259.0,0.09031842849706721,0.009824297100029229,6.326820203303565,0.000999000999000999,0.11998213885880725,0.003091571945722877,10.510139043969094,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,1,hard,0,0,0.9541088090896672,0.8304034549763961,0.5136986301369864,262.0,180.0,0.09107198534999272,0.026114077654718022,16.183862603726226,0.000999000999000999,0.2240176900960463,0.014855017525388649,19.5005451555912,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,2,hard,3,1,0.9096262976821847,0.9784849035960745,0.6215753424657534,461.0,486.0,0.11705563385084011,0.04101884376936444,12.299705751133866,0.000999000999000999,0.31982259287198167,0.012414402820265763,24.306666535838406,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,3,hard,4,4,0.8531073034507605,0.6389895583667582,0.36156351791530944,247.0,171.0,0.0864573836674209,0.023622266970719855,11.64605135438045,0.000999000999000999,0.2404069743684638,0.012445650916883317,9.734849897042274,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,4,hard,1,2,0.778295683179964,0.8279748383269296,0.35714285714285715,266.0,114.0,0.09170569302387388,0.025922582753242593,10.239611023549742,0.000999000999000999,0.11948139524571812,0.012476894495223496,19.04812627758634,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,5,hard,5,3,0.6471941756449334,0.7739213155938673,0.22008547008547008,278.0,293.0,0.0942820495794079,0.026709735594302817,4.710021185417352,0.000999000999000999,0.12495375175596128,0.02108982545377493,4.510787371759916,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,6,hard,2,5,0.19605259973293124,0.8189235959468973,0.17348927875243664,166.0,436.0,0.0678321615267669,0.01719647594209595,6.144114502380538,0.000999000999000999,0.13495852453926788,0.04780607264599296,0.8059803301244064,0.017982017982017984
cnmf_vs_hierarchical_concat_hg,A algorithms,1,weighted,0,0,0.9541088090896672,0.8304034549763961,0.2162552622468316,284.2959701911666,180.0,0.09037245586766915,0.025283493722120017,4.978853308909208,0.000999000999000999,0.13636635382038303,0.004435826102307602,18.00992793312813,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,2,weighted,3,1,0.9096262976821847,0.9784849035960745,0.2795401809848631,328.6112696344565,486.0,0.09616589286490493,0.029372619485106277,6.243034885361185,0.000999000999000999,0.1986216787831843,0.0036950637568461497,21.899081457459136,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,3,weighted,4,4,0.8531073034507605,0.6389895583667582,0.17403780817067926,266.62536557214816,171.0,0.08631997640043038,0.023603213040268092,3.716351312874163,0.000999000999000999,0.13523330000961187,0.003330933463629441,11.64973980560553,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,4,weighted,1,2,0.778295683179964,0.8279748383269296,0.14186263222488354,250.8970947029723,114.0,0.0849135463047247,0.02235215909279997,2.547811407556739,0.000999000999000999,0.07202597860874524,0.00390604645883765,17.87911494450583,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,5,weighted,5,3,0.6471941756449334,0.7739213155938673,0.16805642668533116,286.9136583327057,293.0,0.09172932366410935,0.025612942104094163,2.9800209093910035,0.000999000999000999,0.11614572721099337,0.009890263583910914,5.248666937328551,0.000999000999000999
cnmf_vs_hierarchical_concat_hg,A algorithms,6,weighted,2,5,0.19605259973293124,0.8189235959468973,0.14367184205102165,262.65664156655066,436.0,0.08545106881000689,0.02338643499511015,2.4895104043514156,0.000999000999000999,0.127833666565213,0.0250048935572125,0.6334030356726008,0.052947052947052944
kmeans_vs_hierarchical_concat_hg,A algorithms,1,hard,5,0,0.9866703459752156,0.9911034441559448,0.648854961832061,252.0,180.0,0.0899483293069708,0.024656046562902337,22.668136641420247,0.000999000999000999,0.2719699533143954,0.015643933813615143,24.091447394750364,0.000999000999000999
kmeans_vs_hierarchical_concat_hg,A algorithms,2,hard,0,4,0.9013648324377267,0.8386045944631287,0.38181818181818183,209.0,171.0,0.07943357886108209,0.020672242770252404,14.627566361219145,0.000999000999000999,0.2548411123472089,0.01267299890313245,10.019496603884923,0.000999000999000999
kmeans_vs_hierarchical_concat_hg,A algorithms,3,hard,3,1,0.8856829159693655,0.9704272359861668,0.49056603773584906,383.0,486.0,0.10869773639159691,0.035299561746642866,10.817933210759179,0.000999000999000999,0.2786242908274728,0.012348998245615125,17.162667181010605,0.000999000999000999
kmeans_vs_hierarchical_concat_hg,A algorithms,4,hard,1,2,0.8793996664225394,0.9314563291855544,0.358974358974359,257.0,114.0,0.08956833448176951,0.02441704660494673,11.033522147515153,0.000999000999000999,0.11458227249785002,0.013105423036231774,18.648164641526858,0.000999000999000999
kmeans_vs_hierarchical_concat_hg,A algorithms,5,hard,2,3,0.7693344957320187,0.8114511861757168,0.3502202643171806,320.0,293.0,0.10126953775334135,0.03125665417634367,7.964727291645165,0.000999000999000999,0.1385597953226679,0.012505233956351409,16.92575042844443,0.000999000999000999
kmeans_vs_hierarchical_concat_hg,A algorithms,6,hard,4,5,0.12796985951708226,0.7902086449295682,0.19006849315068494,259.0,436.0,0.08695493383153936,0.025938147137591044,3.975363343116653,0.000999000999000999,0.1661395150466352,0.01767460412150483,1.3538621821201162,0.011988011988011988
kmeans_vs_hierarchical_concat_hg,A algorithms,1,weighted,5,0,0.9866703459752156,0.9911034441559448,0.648854961832061,252.0,180.0,0.0899483293069708,0.024656046562902337,22.668136641420247,0.000999000999000999,0.2719699533143954,0.015643933813615143,24.091447394750364,0.000999000999000999
kmeans_vs_hierarchical_concat_hg,A algorithms,2,weighted,0,4,0.9013648324377267,0.8386045944631287,0.38181818181818183,209.0,171.0,0.07943357886108209,0.020672242770252404,14.627566361219145,0.000999000999000999,0.2548411123472089,0.01267299890313245,10.019496603884923,0.000999000999000999
kmeans_vs_hierarchical_concat_hg,A algorithms,3,weighted,3,1,0.8856829159693655,0.9704272359861668,0.49056603773584906,383.0,486.0,0.10869773639159691,0.035299561746642866,10.817933210759179,0.000999000999000999,0.2786242908274728,0.012348998245615125,17.162667181010605,0.000999000999000999
kmeans_vs_hierarchical_concat_hg,A algorithms,4,weighted,1,2,0.8793996664225394,0.9314563291855544,0.358974358974359,257.0,114.0,0.08956833448176951,0.02441704660494673,11.033522147515153,0.000999000999000999,0.11458227249785002,0.013105423036231774,18.648164641526858,0.000999000999000999
kmeans_vs_hierarchical_concat_hg,A algorithms,5,weighted,2,3,0.7693344957320187,0.8114511861757168,0.3502202643171806,320.0,293.0,0.10126953775334135,0.03125665417634367,7.964727291645165,0.000999000999000999,0.1385597953226679,0.012505233956351409,16.92575042844443,0.000999000999000999
kmeans_vs_hierarchical_concat_hg,A algorithms,6,weighted,4,5,0.12796985951708226,0.7902086449295682,0.19006849315068494,259.0,436.0,0.08695493383153936,0.025938147137591044,3.975363343116653,0.000999000999000999,0.1661395150466352,0.01767460412150483,1.3538621821201162,0.011988011988011988
cnmf_concat_hg_vs_concat_bands5,B feature sets,1,hard,0,3,0.9387880001124556,0.9633437855669484,0.45403899721448465,262.0,260.0,0.09334668268533734,0.015558790115730227,23.182542591437148,0.000999000999000999,0.29303956679314636,0.014703110227747519,10.950025397857813,0.000999000999000999
cnmf_concat_hg_vs_concat_bands5,B feature sets,2,hard,3,0,0.8243829649627302,0.963725876279976,0.4810810810810811,461.0,361.0,0.12226348987316607,0.021185803782356138,16.936699447143177,0.000999000999000999,0.29460120458618555,0.011779095793624813,15.83142541347052,0.000999000999000999
cnmf_concat_hg_vs_concat_bands5,B feature sets,3,hard,4,4,0.8096855084122853,0.9200254998113818,0.2579710144927536,247.0,187.0,0.08966106905177895,0.015777340094076595,10.667827684348678,0.000999000999000999,0.19143821694938473,0.012235945165751458,5.437487389988875,0.000999000999000999
cnmf_concat_hg_vs_concat_bands5,B feature sets,4,hard,5,1,0.5448267959132997,0.8395797049213487,0.15879828326180256,278.0,262.0,0.09574697064663235,0.015476180944575374,4.074087324319545,0.000999000999000999,0.09643547351198205,0.01930718827481286,3.2300306425858887,0.015984015984015984
cnmf_concat_hg_vs_concat_bands5,B feature sets,5,hard,1,2,0.19814284041849,0.7710456423636388,0.1555977229601518,266.0,343.0,0.09381907066288457,0.016083104154449433,3.8412144635758025,0.000999000999000999,0.12295856070322014,0.015095875239144548,2.162124536661265,0.003996003996003996
cnmf_concat_hg_vs_concat_bands5,B feature sets,6,hard,2,5,-0.044355414353123936,0.790259217466347,0.04589371980676329,166.0,267.0,0.07051718768744689,0.012976095703105183,-1.8976022097919019,0.9690309690309691,0.11672311550949749,0.021823242914356566,-3.2455944325368162,0.972027972027972
cnmf_concat_hg_vs_concat_bands5,B feature sets,1,weighted,0,3,0.9387880001124556,0.9633437855669484,0.5948928481150092,284.2959701911666,275.83673107880577,0.34501552174304456,0.013983488085815792,17.869456092677527,0.000999000999000999,0.44477976862346047,0.005140555811732901,29.20172156266212,0.000999000999000999
cnmf_concat_hg_vs_concat_bands5,B feature sets,2,weighted,3,0,0.8243829649627302,0.963725876279976,0.5503059693570185,328.6112696344565,282.2714692862326,0.3456575362843934,0.013923319470402195,14.698250191533782,0.000999000999000999,0.4283278480272342,0.005029470284555851,24.252677603911135,0.000999000999000999
cnmf_concat_hg_vs_concat_bands5,B feature sets,3,weighted,4,4,0.8096855084122853,0.9200254998113818,0.4848775713428182,266.62536557214816,239.70798211045496,0.3386207565496169,0.013663086564118732,10.704522298591973,0.000999000999000999,0.4230273388427672,0.0052302627013555555,11.825454290091574,0.000999000999000999
cnmf_concat_hg_vs_concat_bands5,B feature sets,4,weighted,5,1,0.5448267959132997,0.8395797049213487,0.4379072315044701,286.9136583327057,298.41353360456026,0.36030702145487353,0.01531670758955516,5.066376673699382,0.000999000999000999,0.3919711801023185,0.0048001591294201205,9.56969345466279,0.000999000999000999
cnmf_concat_hg_vs_concat_bands5,B feature sets,5,weighted,1,2,0.19814284041849,0.7710456423636388,0.3504759808812724,250.8970947029723,293.71032233291106,0.3270480293832203,0.013319706971483547,1.758893911721145,0.01898101898101898,0.3499308923061335,0.006205452046705434,0.08784026869215812,0.4275724275724276
cnmf_concat_hg_vs_concat_bands5,B feature sets,6,weighted,2,5,-0.044355414353123936,0.790259217466347,0.3495241365807335,262.65664156655066,290.05996158703533,0.34225118943868305,0.014308786200113556,0.5082854017339876,0.34665334665334663,0.34315938685984815,0.0062357086693423805,1.0206938871563065,0.11288711288711288
cnmf_concat_hg_vs_concat_bands5z,B feature sets,1,hard,0,2,0.8921658066973013,0.9446568256616561,0.41361256544502617,262.0,278.0,0.09304980444613256,0.016913145003247008,18.953468496684177,0.000999000999000999,0.29107421218097285,0.014227806497255968,8.612596276712546,0.000999000999000999
cnmf_concat_hg_vs_concat_bands5z,B feature sets,2,hard,4,5,0.8829385919557148,0.9385087379177462,0.2899728997289973,247.0,229.0,0.08963797216135896,0.016131968697938134,12.41850460528377,0.000999000999000999,0.1921834394782878,0.012469151336211312,7.842511299603998,0.000999000999000999
