cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,165,19,45,0.2727272727272727,17,25.6325,0.10636363636363637
1,168,14,64,0.38095238095238093,8,25.645,0.10662202380952382
2,325,20,62,0.19076923076923077,26,26.595,0.10114615384615386
3,240,22,37,0.15416666666666667,8,26.275,0.10377083333333333
4,199,18,69,0.34673366834170855,25,26.07,0.10639447236180903
5,182,21,40,0.21978021978021978,26,25.8325,0.10714285714285715
6,250,13,64,0.256,18,26.345,0.10295000000000001
7,164,16,116,0.7073170731707317,22,25.5425,0.1077439024390244
