cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,232,22,51,0.21982758620689655,22,26.285,0.10432112068965518
1,342,19,88,0.2573099415204678,26,26.555,0.10029239766081871
2,224,18,57,0.2544642857142857,18,26.1375,0.10504464285714285
3,195,21,32,0.1641025641025641,26,25.9,0.10701282051282053
4,198,19,73,0.3686868686868687,8,25.99,0.10606060606060605
5,193,18,56,0.29015544041450775,10,25.84,0.10542746113989637
6,167,20,47,0.281437125748503,17,25.515,0.10988023952095809
7,137,14,61,0.44525547445255476,23,25.08,0.11038321167883211
