cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,126,18,74,0.5873015873015873,23,24.935,0.10956349206349206
1,172,13,73,0.42441860465116277,8,25.7325,0.1065406976744186
2,251,24,28,0.11155378486055777,8,26.2325,0.10312749003984063
3,253,13,69,0.2727272727272727,18,26.2625,0.10295454545454545
4,200,18,65,0.325,25,25.9475,0.10617499999999999
5,174,15,117,0.6724137931034483,22,25.7425,0.10662356321839078
6,185,21,42,0.22702702702702704,17,25.82,0.10666216216216216
7,327,20,84,0.25688073394495414,26,26.51,0.10121559633027523
