comparison,axis,rank,weighting,cluster_1,cluster_2,r_centred,r_plain,overlap,n_1,n_2,null_plain_mean,null_plain_sd,z_plain,p_plain,null_within_mean,null_within_sd,z_within,p_within
cnmf_vs_kmeans_concat_hg,A algorithms,1,hard,2,3,0.9840522343568001,0.8965268714165264,0.7682539682539683,297.0,260.0,0.1034675009102363,0.018282571260482446,36.36175994460144,0.000999000999000999,0.3260016109394777,0.015471651740374183,28.58468925851059,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,2,hard,0,2,0.9581091898907085,0.9815134596526762,0.6027397260273972,421.0,398.0,0.11908194277635167,0.022482270442233967,21.512853183300937,0.000999000999000999,0.312540562414931,0.013019782346724353,22.289094846925565,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,3,hard,3,1,0.9580032745467437,0.6993050324642563,0.6622807017543859,209.0,170.0,0.08506264652741827,0.015043788634845404,38.369194704715376,0.000999000999000999,0.25838280890637716,0.0157041787688119,25.7191349381567,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,4,hard,5,0,0.9156929105253209,0.9747334723941821,0.41245136186770426,146.0,217.0,0.06945420334011766,0.012774661461731044,26.849804165464626,0.000999000999000999,0.32537677832885414,0.012585625667506642,6.918574081196283,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,5,hard,4,4,0.8778549868947685,0.7487932654193922,0.561038961038961,273.0,328.0,0.09836205423062694,0.01840652352210971,25.136572164350955,0.000999000999000999,0.15634852563630142,0.013284145272828913,30.464168156185718,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,6,hard,1,5,0.8775559160988722,0.9369568998926936,0.44141689373297005,278.0,251.0,0.09924565647551327,0.018054675377279988,18.951946247011744,0.000999000999000999,0.15092427371617556,0.013947378631916833,20.827757507926144,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,1,weighted,2,3,0.9840522343568001,0.8965268714165264,0.28364254145393836,303.3606438914645,260.0,0.0996026825612704,0.015607990797235271,11.791386942979742,0.000999000999000999,0.18751720706666214,0.004604618058377795,20.875854016248446,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,2,weighted,0,2,0.9581091898907085,0.9815134596526762,0.30462577127032947,311.8061442781941,398.0,0.10024621589034716,0.01580451435570781,12.931720063019243,0.000999000999000999,0.20475642569911348,0.004354995337911497,22.932136046581814,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,3,weighted,3,1,0.9580032745467437,0.6993050324642563,0.22295842100791596,270.04795546652474,170.0,0.09314194868102296,0.01410249140557978,9.205215489479393,0.000999000999000999,0.13807783777548693,0.004350919748962305,19.508652912449847,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,4,weighted,5,0,0.9156929105253209,0.9747334723941821,0.24687781634807954,194.97803600039867,217.0,0.07913778913171589,0.010654673086275471,15.74332932208248,0.000999000999000999,0.2119419944216064,0.0040041329122438496,8.724940628131066,0.000999000999000999
