cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,173,6,61,0.35260115606936415,18,25.665,0.10664739884393062
1,124,2,77,0.6209677419354839,22,24.8825,0.11127016129032258
2,138,6,87,0.6304347826086957,25,25.005,0.1092572463768116
3,186,7,71,0.3817204301075269,6,25.83,0.10756720430107525
4,73,2,72,0.9863013698630136,23,22.475,0.1204794520547945
5,229,12,69,0.30131004366812225,11,26.1425,0.10517467248908297
6,415,13,147,0.3542168674698795,26,26.7825,0.10113855421686747
7,350,25,60,0.17142857142857143,9,26.6375,0.10059285714285714
