k,method_1,feature_1,method_2,feature_2,same_algorithm,same_feature,diagonal_share,null_mean,null_p95,p_value,chance_corrected,n_electrodes,n_perm,run_1,run_2
10,kmeans,concat_hg,kmeans,concat_rawds,True,False,0.3761904761904762,0.13716249999999997,0.14404761904761904,0.000999000999000999,0.27702548416182216,1680,1000,20260915_004134,20260915_004207
10,kmeans,concat_hg,kmeans,concat_bands5z,True,False,0.4607142857142857,0.13819821428571427,0.14583333333333334,0.000999000999000999,0.37423462886104486,1680,1000,20260915_004134,20260915_004310
10,kmeans,concat_hg,hierarchical,concat_hg,False,True,0.6666666666666666,0.14018571428571427,0.14821428571428572,0.000999000999000999,0.6123193823693931,1680,1000,20260915_004134,20260915_003616
10,kmeans,concat_hg,hierarchical,concat_rawds,False,False,0.3494047619047619,0.14007499999999998,0.14761904761904762,0.000999000999000999,0.2434279290691187,1680,1000,20260915_004134,20260915_003626
10,kmeans,concat_hg,hierarchical,concat_bands5z,False,False,0.4113095238095238,0.14030238095238093,0.14702380952380953,0.000999000999000999,0.31523542330775217,1680,1000,20260915_004134,20260915_003657
10,kmeans,concat_hg,cnmf,concat_hg,False,True,0.5988095238095238,0.13510357142857143,0.14226190476190476,0.000999000999000999,0.5361404407078745,1680,1000,20260915_004134,20260914_225554
10,kmeans,concat_hg,cnmf,concat_rawds,False,False,0.3767857142857143,0.1353904761904762,0.14226190476190476,0.000999000999000999,0.279195673246387,1680,1000,20260915_004134,20260914_230430
10,kmeans,concat_hg,cnmf,concat_bands5z,False,False,0.46845238095238095,0.1367255952380952,0.14404761904761904,0.000999000999000999,0.38426574897210997,1680,1000,20260915_004134,20260914_231813
10,kmeans,concat_rawds,kmeans,concat_bands5z,True,False,0.6113095238095239,0.13768511904761901,0.14464285714285716,0.000999000999000999,0.5492476300986617,1680,1000,20260915_004207,20260915_004310
10,kmeans,concat_rawds,hierarchical,concat_hg,False,False,0.3613095238095238,0.1393220238095238,0.14642857142857144,0.000999000999000999,0.25792166889474594,1680,1000,20260915_004207,20260915_003616
10,kmeans,concat_rawds,hierarchical,concat_rawds,False,True,0.6232142857142857,0.1392238095238095,0.14702380952380953,0.000999000999000999,0.5622721464016419,1680,1000,20260915_004207,20260915_003626
10,kmeans,concat_rawds,hierarchical,concat_bands5z,False,False,0.55,0.13922797619047617,0.14583333333333334,0.000999000999000999,0.47721349259420365,1680,1000,20260915_004207,20260915_003657
