k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.23972602739726026
6,6,0,0.0,0.0,0.2309653573353639
7,7,0,0.0,0.0,0.25196850393700787
8,8,1,0.125,0.08318789994182664,0.25140252454417955
9,9,2,0.2222222222222222,0.16579406631762653,0.3371212121212121
10,10,4,0.4,0.3449680046538685,0.45590863952333666
11,11,4,0.36363636363636365,0.29668411867364747,0.41317365269461076
12,12,7,0.5833333333333334,0.5619546247818499,0.528012048192771
13,13,7,0.5384615384615384,0.4758580570098895,0.5614035087719298
14,14,8,0.5714285714285714,0.518324607329843,0.572134786117837
15,15,9,0.6,0.5415939499709134,0.6
16,16,11,0.6875,0.6288539848749273,0.6773913043478261
17,17,10,0.5882352941176471,0.5549738219895288,0.6985294117647058
18,18,12,0.6666666666666666,0.6486329261198371,0.7099111734455353
19,19,11,0.5789473684210527,0.5357766143106457,0.6388888888888888
20,20,14,0.7,0.6783013379872018,0.7438037865748709
21,21,15,0.7142857142857143,0.7550901687027342,0.6056338028169014
22,22,16,0.7272727272727273,0.7521815008726004,0.7638888888888888
23,23,16,0.6956521739130435,0.6910994764397905,0.7638888888888888
24,24,18,0.75,0.7841768470040721,0.802084743468255
25,25,18,0.72,0.7283304246655032,0.7777777777777778
26,26,19,0.7307692307692307,0.7777777777777778,0.811740890688259
27,27,21,0.7777777777777778,0.8115183246073299,0.7647058823529411
28,28,20,0.7142857142857143,0.7515997673065736,0.7306576402321083
29,29,20,0.6896551724137931,0.7376381617219313,0.8333333333333334
30,30,21,0.7,0.7417102966841187,0.7361853832442068
