k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.19262295081967212
6,6,0,0.0,0.0,0.2075052473499785
7,7,0,0.0,0.0,0.2590909090909091
8,8,0,0.0,0.0,0.27145989974937346
9,9,1,0.1111111111111111,0.06547619047619048,0.296969696969697
10,10,1,0.1,0.06904761904761905,0.29470129508425014
11,11,4,0.36363636363636365,0.2851190476190476,0.41964285714285715
12,12,4,0.3333333333333333,0.22023809523809523,0.42021642047406393
13,13,4,0.3076923076923077,0.21904761904761905,0.4388888888888889
14,14,5,0.35714285714285715,0.25297619047619047,0.45620412071350047
15,15,5,0.3333333333333333,0.23809523809523808,0.43373493975903615
16,16,5,0.3125,0.21904761904761905,0.4190566773973271
17,17,6,0.35294117647058826,0.22023809523809523,0.43119266055045874
18,18,10,0.5555555555555556,0.4446428571428571,0.6896551724137931
19,19,8,0.42105263157894735,0.30416666666666664,0.49019607843137253
20,20,10,0.5,0.4773809523809524,0.5138888888888888
21,21,11,0.5238095238095238,0.42083333333333334,0.5114503816793893
22,22,13,0.5909090909090909,0.5398809523809524,0.5408572502819902
23,23,12,0.5217391304347826,0.44583333333333336,0.5238095238095238
24,24,13,0.5416666666666666,0.4851190476190476,0.5384790528233152
25,25,17,0.68,0.6279761904761905,0.6122448979591837
26,26,18,0.6923076923076923,0.6428571428571429,0.5993822674418605
27,27,19,0.7037037037037037,0.6714285714285714,0.6857142857142857
28,28,22,0.7857142857142857,0.6976190476190476,0.6736418511066398
29,29,22,0.7586206896551724,0.7136904761904762,0.7372881355932204
30,30,19,0.6333333333333333,0.5446428571428571,0.6892071952031978
