comparison,axis,method_1,feature_set_1,run_1,k_1,graded_1,method_2,feature_set_2,run_2,k_2,graded_2,n_matched,r_matched_mean,r_matched_min,r_unmatched_mean,r_gap,n_electrodes,diag_share,diag_null_mean,diag_null_sd,diag_z,diag_p,diag_n_draw,diag_share_adj,overlap_hard_mean,n_sig_plain_hard,n_sig_within_hard,overlap_weighted_mean,n_sig_plain_weighted,n_sig_within_weighted
cnmf_vs_kmeans_concat_hg,A algorithms,cnmf,concat_hg,20260914_225554,7,True,kmeans,concat_hg,20260915_004134,7,False,7,0.8752612143415843,0.7307820262769801,-0.14337005461221639,1.0186312689538006,1680,0.6880952380952381,0.14377380952380953,0.10309858935330084,5.2796205261949245,0.009900990099009901,100,0.635721535531054,0.5186831879400697,7,7,0.20435598314264114,7,7
cnmf_vs_hierarchical_concat_hg,A algorithms,cnmf,concat_hg,20260914_225554,7,True,hierarchical,concat_hg,20260915_003616,7,False,7,0.8105491269458444,0.5680439969772515,-0.13016892466203625,0.9407180516078806,1680,0.5422619047619047,0.14570833333333336,0.08252295690060296,4.805372787431881,0.009900990099009901,100,0.46418990949059713,0.3759647494057487,7,7,0.17564045332439618,6,7
kmeans_vs_hierarchical_concat_hg,A algorithms,kmeans,concat_hg,20260915_004134,7,False,hierarchical,concat_hg,20260915_003616,7,False,7,0.9186307645434627,0.8565723892467252,-0.14916339996001743,1.06779416450348,1680,0.6327380952380952,0.15021428571428572,0.09565151670528897,5.044601760058957,0.009900990099009901,100,0.5678182174777955,0.4658972034821434,7,7,0.4658972034821434,7,7
cnmf_concat_hg_vs_concat_bands5,B feature sets,cnmf,concat_hg,20260914_225554,7,True,cnmf,concat_bands5,20260914_231152,7,True,7,0.6218433372867083,-0.0026532792049058537,-0.10099387154515897,0.7228372088318672,1680,0.44345238095238093,0.13631547619047618,0.06395039382856424,4.802736720985106,0.009900990099009901,100,0.3556123749991385,0.2817640448888074,6,5,0.4526059683664428,6,6
cnmf_concat_hg_vs_concat_bands5z,B feature sets,cnmf,concat_hg,20260914_225554,7,True,cnmf,concat_bands5z,20260914_231813,7,True,7,0.6354437815107417,0.09922956808490242,-0.10495704893474453,0.7404008304454862,1680,0.45476190476190476,0.13744047619047622,0.0719574923559355,4.409845565515373,0.009900990099009901,100,0.3678835139051825,0.28561553512268206,5,5,0.47568814378666097,6,6
cnmf_concat_hg_vs_concat_rawds,B feature sets,cnmf,concat_hg,20260914_225554,7,True,cnmf,concat_rawds,20260914_230430,7,True,7,0.6109067848967064,0.40391587627030356,-0.10088867472281184,0.7117954596195182,1680,0.37797619047619047,0.14892261904761905,0.0594409412938683,3.8534647406769733,0.009900990099009901,100,0.26913366111581255,0.2500129803625983,7,7,0.4154598622308256,6,7
