k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.1848906560636183
6,6,0,0.0,0.0,0.21013521639778018
7,7,0,0.0,0.0,0.20202020202020202
8,8,0,0.0,0.0,0.24378212629801355
9,9,0,0.0,0.0,0.2717391304347826
10,10,1,0.1,0.030805687203791468,0.27436634439508756
11,11,2,0.18181818181818182,0.06338862559241706,0.2921686746987952
12,12,2,0.16666666666666666,0.07286729857819906,0.3645104895104895
13,13,3,0.23076923076923078,0.16943127962085308,0.3392857142857143
14,14,5,0.35714285714285715,0.2553317535545024,0.38343108504398826
15,15,5,0.3333333333333333,0.22985781990521326,0.39669421487603307
16,16,6,0.375,0.2713270142180095,0.3953814456590168
17,17,6,0.35294117647058826,0.2411137440758294,0.42948717948717946
18,18,7,0.3888888888888889,0.23104265402843602,0.44478764478764476
19,19,6,0.3157894736842105,0.1966824644549763,0.4098360655737705
20,20,8,0.4,0.23163507109004738,0.4689024390243902
21,21,10,0.47619047619047616,0.39040284360189575,0.4897959183673469
22,22,9,0.4090909090909091,0.3003554502369668,0.462290008841733
23,23,11,0.4782608695652174,0.4395734597156398,0.46534653465346537
24,24,11,0.4583333333333333,0.3181279620853081,0.48844519966015293
25,25,10,0.4,0.3068720379146919,0.4507042253521127
26,26,13,0.5,0.42298578199052134,0.502808988764045
27,27,14,0.5185185185185185,0.45260663507109006,0.5053763440860215
28,28,13,0.4642857142857143,0.35604265402843605,0.4956140350877193
29,29,16,0.5517241379310345,0.403436018957346,0.5538461538461539
30,30,15,0.5,0.4158767772511848,0.5277777777777778
