k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.2517985611510791
6,6,0,0.0,0.0,0.2653002112724051
7,7,1,0.14285714285714285,0.041884816753926704,0.2764976958525346
8,8,3,0.375,0.15474112856311809,0.2866170681587482
9,9,3,0.3333333333333333,0.16812100058173357,0.32550335570469796
10,10,4,0.4,0.23502036067481094,0.35143135075041687
11,11,5,0.45454545454545453,0.2716695753344968,0.3619402985074627
12,12,6,0.5,0.3205351948807446,0.5283333333333333
13,13,7,0.5384615384615384,0.3699825479930192,0.5275590551181102
14,14,6,0.42857142857142855,0.2961023851076207,0.4821574725814372
15,15,6,0.4,0.27515997673065734,0.4855072463768116
16,16,8,0.5,0.38801628853984876,0.49625187406296856
17,17,10,0.5882352941176471,0.4618964514252472,0.6421052631578947
18,18,11,0.6111111111111112,0.5247236765561373,0.6358695652173914
19,19,14,0.7368421052631579,0.6422338568935427,0.6904761904761905
20,20,12,0.6,0.5212332751599767,0.6705306888233717
21,21,13,0.6190476190476191,0.5549738219895288,0.7
22,22,12,0.5454545454545454,0.5148342059336823,0.5157945736434109
23,23,16,0.6956521739130435,0.6969168121000582,0.6666666666666666
24,24,18,0.75,0.7196044211751018,0.6861912846632712
25,25,16,0.64,0.5817335660267597,0.6853932584269663
26,26,19,0.7307692307692307,0.7265852239674229,0.794296788482835
27,27,20,0.7407407407407407,0.7452006980802792,0.6329113924050633
28,28,18,0.6428571428571429,0.6492146596858639,0.7241912798874824
29,29,21,0.7241379310344828,0.7347294938917975,0.7142857142857143
30,30,21,0.7,0.7265852239674229,0.7621951219512195
