cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,296,15,83,0.28040540540540543,25,26.4675,0.09874155405405405
1,150,4,140,0.9333333333333333,22,25.1725,0.10715
2,47,1,47,1.0,17,19.7675,0.13388297872340427
3,147,10,87,0.5918367346938775,26,25.2175,0.10785714285714286
4,435,21,76,0.17471264367816092,23,26.79,0.0968793103448276
5,207,8,59,0.28502415458937197,18,26.03,0.10324879227053142
6,179,8,66,0.3687150837988827,1,25.735,0.10558659217877092
7,258,22,45,0.1744186046511628,8,26.29,0.10156007751937983
