cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,171,10,46,0.26900584795321636,19,25.7325,0.10447368421052632
1,36,2,33,0.9166666666666666,18,17.84,0.1391666666666667
2,111,11,50,0.45045045045045046,1,24.335,0.11247747747747748
3,62,2,45,0.7258064516129032,26,21.65,0.12229838709677417
4,86,5,55,0.6395348837209303,10,23.41,0.11677325581395348
5,110,8,43,0.39090909090909093,25,24.38,0.1125
6,177,17,42,0.23728813559322035,8,25.7475,0.10576271186440678
7,940,26,128,0.13617021276595745,22,26.9925,0.0945531914893617
