comparison,axis,method_1,feature_set_1,run_1,k_1,graded_1,method_2,feature_set_2,run_2,k_2,graded_2,n_matched,r_matched_mean,r_matched_min,r_unmatched_mean,r_gap,n_electrodes,diag_share,diag_null_mean,diag_null_sd,diag_z,diag_p,diag_n_draw,diag_share_adj,overlap_hard_mean,n_sig_plain_hard,n_sig_within_hard,overlap_weighted_mean,n_sig_plain_weighted,n_sig_within_weighted
cnmf_vs_kmeans_concat_hg,A algorithms,cnmf,concat_hg,20260914_225554,10,True,kmeans,concat_hg,20260915_004134,10,False,10,0.7799575340779665,0.10441194839139792,-0.0859567990916731,0.8659143331696396,1680,0.5988095238095238,0.10567857142857143,0.06313829903628071,7.810330020097439,0.009900990099009901,100,0.551402366785139,0.43804959767573753,10,10,0.17032447340696838,10,10
cnmf_vs_hierarchical_concat_hg,A algorithms,cnmf,concat_hg,20260914_225554,10,True,hierarchical,concat_hg,20260915_003616,10,False,10,0.7365163918938066,0.014613266792247377,-0.08125962874002483,0.8177760206338314,1680,0.5041666666666667,0.09688690476190479,0.05710563355655592,7.132041736327165,0.009900990099009901,100,0.45097315502593543,0.3468019708319214,10,8,0.15255071673336382,10,9
kmeans_vs_hierarchical_concat_hg,A algorithms,kmeans,concat_hg,20260915_004134,10,False,hierarchical,concat_hg,20260915_003616,10,False,10,0.9388454110181572,0.8819475853128083,-0.10025701104172412,1.0391024220598812,1680,0.6666666666666666,0.10742261904761903,0.06708918020061684,8.335830695005358,0.009900990099009901,100,0.6265496522243635,0.5086477556625193,10,9,0.5086477556625193,10,9
cnmf_concat_hg_vs_concat_bands5,B feature sets,cnmf,concat_hg,20260914_225554,10,True,cnmf,concat_bands5,20260914_231152,10,True,10,0.6744368070736187,0.16350579139652122,-0.0734195554348582,0.747856362508477,1680,0.37976190476190474,0.10314285714285713,0.04106808060191442,6.735621523206828,0.009900990099009901,100,0.30843155994478066,0.2575571044478924,9,7,0.399284863977922,9,8
cnmf_concat_hg_vs_concat_bands5z,B feature sets,cnmf,concat_hg,20260914_225554,10,True,cnmf,concat_bands5z,20260914_231813,10,True,10,0.6964688287873992,-0.1842078720704124,-0.07674518559087366,0.7732140143782729,1680,0.41845238095238096,0.09844642857142855,0.046204248277244994,6.925898901347375,0.009900990099009901,100,0.354949458936624,0.2904218207236585,9,9,0.4172606795682632,9,9
cnmf_concat_hg_vs_concat_rawds,B feature sets,cnmf,concat_hg,20260914_225554,10,True,cnmf,concat_rawds,20260914_230430,10,True,10,0.5504125558163262,-0.2773171264025931,-0.05953811848095537,0.6099506742972816,1680,0.3755952380952381,0.1085297619047619,0.03900678735615011,6.846641169190484,0.009900990099009901,100,0.29957867888119544,0.23780730117941923,9,8,0.37238489736556185,9,8
