k,method_1,feature_1,method_2,feature_2,same_algorithm,same_feature,diagonal_share,null_mean,null_p95,p_value,chance_corrected,n_electrodes,n_perm,run_1,run_2
9,kmeans,concat_hg,kmeans,concat_rawds,True,False,0.41564039408866993,0.1475307881773399,0.15517241379310345,0.000999000999000999,0.3145094300098959,1624,1000,20260924_014902,20260924_014931
9,kmeans,concat_hg,kmeans,concat_bands5z,True,False,0.43657635467980294,0.14650123152709357,0.1539408866995074,0.000999000999000999,0.339865895379927,1624,1000,20260924_014902,20260924_015027
9,kmeans,concat_hg,hierarchical,concat_hg,False,True,0.520935960591133,0.15125,0.16009852216748768,0.000999000999000999,0.4355651965727635,1624,1000,20260924_014902,20260924_014907
9,kmeans,concat_hg,hierarchical,concat_rawds,False,False,0.375,0.14830911330049265,0.15578817733990147,0.000999000999000999,0.2661656831599845,1624,1000,20260924_014902,20260924_014916
9,kmeans,concat_hg,hierarchical,concat_bands5z,False,False,0.4408866995073892,0.14811637931034483,0.1564039408866995,0.000999000999000999,0.3436740806919468,1624,1000,20260924_014902,20260924_014937
9,kmeans,concat_hg,cnmf,concat_hg,False,True,0.6311576354679803,0.14833805418719212,0.1564039408866995,0.000999000999000999,0.5669145881820463,1624,1000,20260924_014902,20260924_021756
9,kmeans,concat_hg,cnmf,concat_rawds,False,False,0.36514778325123154,0.14670135467980297,0.1545566502463054,0.000999000999000999,0.2560023149801877,1624,1000,20260924_014902,20260924_022631
9,kmeans,concat_hg,cnmf,concat_bands5z,False,False,0.437192118226601,0.14538854679802954,0.15332512315270935,0.000999000999000999,0.34144589372781253,1624,1000,20260924_014902,20260924_024006
9,kmeans,concat_rawds,kmeans,concat_bands5z,True,False,0.6447044334975369,0.14711576354679803,0.15517241379310345,0.000999000999000999,0.5834187673816172,1624,1000,20260924_014931,20260924_015027
9,kmeans,concat_rawds,hierarchical,concat_hg,False,False,0.3947044334975369,0.15313362068965516,0.16194581280788178,0.000999000999000999,0.2852525719637231,1624,1000,20260924_014931,20260924_014907
9,kmeans,concat_rawds,hierarchical,concat_rawds,False,True,0.6502463054187192,0.14957204433497537,0.15701970443349753,0.000999000999000999,0.5887321292163102,1624,1000,20260924_014931,20260924_014916
9,kmeans,concat_rawds,hierarchical,concat_bands5z,False,False,0.5523399014778325,0.14978817733990146,0.15763546798029557,0.000999000999000999,0.4734722729195275,1624,1000,20260924_014931,20260924_014937
9,kmeans,concat_rawds,cnmf,concat_hg,False,False,0.38854679802955666,0.14887007389162563,0.15701970443349753,0.000999000999000999,0.2815982810448296,1624,1000,20260924_014931,20260924_021756
9,kmeans,concat_rawds,cnmf,concat_rawds,False,True,0.7124384236453202,0.14748953201970444,0.15578817733990147,0.000999000999000999,0.6626885098127308,1624,1000,20260924_014931,20260924_022631
9,kmeans,concat_rawds,cnmf,concat_bands5z,False,False,0.5788177339901478,0.14607204433497536,0.1539408866995074,0.000999000999000999,0.5067707255445894,1624,1000,20260924_014931,20260924_024006
9,kmeans,concat_bands5z,hierarchical,concat_hg,False,False,0.4858374384236453,0.1505726600985222,0.15825123152709358,0.000999000999000999,0.39469506404633664,1624,1000,20260924_015027,20260924_014907
9,kmeans,concat_bands5z,hierarchical,concat_rawds,False,False,0.5689655172413793,0.1485049261083744,0.15578817733990147,0.000999000999000999,0.49379098485133366,1624,1000,20260924_015027,20260924_014916
9,kmeans,concat_bands5z,hierarchical,concat_bands5z,False,True,0.603448275862069,0.14857512315270935,0.1564039408866995,0.000999000999000999,0.5342493096909411,1624,1000,20260924_015027,20260924_014937
9,kmeans,concat_bands5z,cnmf,concat_hg,False,False,0.40763546798029554,0.14710344827586205,0.15458743842364528,0.000999000999000999,0.30546731508969727,1624,1000,20260924_015027,20260924_021756
9,kmeans,concat_bands5z,cnmf,concat_rawds,False,False,0.5252463054187192,0.14638977832512312,0.1539408866995074,0.000999000999000999,0.44382847987719504,1624,1000,20260924_015027,20260924_022631
9,kmeans,concat_bands5z,cnmf,concat_bands5z,False,True,0.7733990147783252,0.1452900246305419,0.15270935960591134,0.000999000999000999,0.7348796764379356,1624,1000,20260924_015027,20260924_024006
9,hierarchical,concat_hg,hierarchical,concat_rawds,True,False,0.4291871921182266,0.15367056650246305,0.16194581280788178,0.000999000999000999,0.3255430033635541,1624,1000,20260924_014907,20260924_014916
9,hierarchical,concat_hg,hierarchical,concat_bands5z,True,False,0.45566502463054187,0.1534396551724138,0.16133004926108374,0.000999000999000999,0.35700392925879426,1624,1000,20260924_014907,20260924_014937
9,hierarchical,concat_hg,cnmf,concat_hg,False,True,0.5357142857142857,0.15520566502463054,0.1644088669950739,0.000999000999000999,0.4504156869147911,1624,1000,20260924_014907,20260924_021756
9,hierarchical,concat_hg,cnmf,concat_rawds,False,False,0.37807881773399016,0.15087561576354683,0.15948275862068967,0.000999000999000999,0.26757352184008737,1624,1000,20260924_014907,20260924_022631
