cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,255,22,58,0.22745098039215686,26,26.2925,0.10199019607843138
1,315,25,33,0.10476190476190476,8,26.5325,0.10171428571428573
2,156,11,51,0.3269230769230769,26,25.43,0.10722756410256411
3,160,11,54,0.3375,25,25.62,0.10964062499999999
4,141,9,54,0.3829787234042553,18,25.255,0.10962765957446809
5,401,24,84,0.20947630922693267,22,26.7625,0.09933291770573566
6,63,10,45,0.7142857142857143,1,21.7625,0.12376984126984127
7,202,20,54,0.26732673267326734,23,26.06,0.10647277227722775
