comparison,axis,rank,weighting,cluster_1,cluster_2,r_centred,r_plain,overlap,n_1,n_2,null_plain_mean,null_plain_sd,z_plain,p_plain,null_within_mean,null_within_sd,z_within,p_within
cnmf_vs_kmeans_concat_hg,A algorithms,1,hard,3,4,0.9821738343420623,0.9045529697895772,0.7183098591549296,236.0,252.0,0.0763298475538261,0.01760967274919418,36.45610118623474,0.000999000999000999,0.28644415146789665,0.016311554360862263,26.476060964689307,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,2,hard,2,6,0.959273358463333,0.8191501771322205,0.5885167464114832,159.0,173.0,0.06360172708836934,0.014324757449223978,36.6439027804656,0.000999000999000999,0.23792378564641228,0.01570209635037781,22.32778050407488,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,3,hard,1,5,0.9526529172923645,0.9862467449941017,0.5642201834862385,321.0,361.0,0.08847581632472971,0.021456558857964072,22.17244481329893,0.000999000999000999,0.27230283821451423,0.013368624317882832,21.83600483717944,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,4,hard,5,1,0.9460235286662793,0.939309699418608,0.5940959409594095,203.0,229.0,0.07233717654719259,0.01708734075855637,30.53481356664288,0.000999000999000999,0.17274810713895988,0.013739042517511754,30.66791832716149,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,5,hard,0,3,0.8405460535642465,0.7215419993625273,0.4444444444444444,248.0,194.0,0.0771964355211732,0.01807857751801218,20.313988119771704,0.000999000999000999,0.16086066897411655,0.014966761317574705,18.94757118477796,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,6,hard,6,7,0.8367034077581617,0.8323064142260063,0.6439393939393939,126.0,91.0,0.055498623104871726,0.012930872797900067,45.50665527620712,0.000999000999000999,0.5161111173134325,0.01734660382553727,7.369066470393218,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,7,hard,4,2,0.8224751703768871,0.9562786110860664,0.38831615120274915,216.0,188.0,0.07397986850451951,0.016677074320749236,18.848406899952447,0.000999000999000999,0.18364252402753292,0.01472537300907154,13.899384894978715,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,8,hard,7,0,0.7156850558765788,0.6570552915814674,0.39556962025316456,210.0,231.0,0.07201979549196176,0.017573155503739626,18.41159515673496,0.000999000999000999,0.11078827439518517,0.013278346949821962,21.447048110291902,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,1,weighted,3,4,0.9821738343420623,0.9045529697895772,0.2531816573529998,222.20827695012724,252.0,0.0697823021428407,0.013718013302771113,13.36923584795704,0.000999000999000999,0.15536235201854348,0.004330169765999636,22.59017789614869,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,2,weighted,2,6,0.959273358463333,0.8191501771322205,0.20801142339717343,209.2104097128574,173.0,0.06875804900255725,0.012871394900185686,10.818825424477287,0.000999000999000999,0.13113352831955355,0.004087114383569439,18.809822251776414,0.000999000999000999
cnmf_vs_kmeans_concat_hg,A algorithms,3,weighted,1,5,0.9526529172923645,0.9862467449941017,0.23882459966395334,232.3025650024419,361.0,0.07238447639239516,0.014473120112487772,11.499947625526126,0.000999000999000999,0.15291287408573243,0.0041009905548994715,20.94901815259774,0.000999000999000999
