cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,174,18,51,0.29310344827586204,11,25.5675,0.10293103448275862
1,184,15,132,0.717391304347826,22,25.775,0.1041711956521739
2,319,26,36,0.11285266457680251,0,26.545,0.09980407523510972
3,216,19,45,0.20833333333333334,17,26.05,0.1026736111111111
4,203,11,61,0.30049261083743845,18,25.8875,0.10459359605911331
5,256,20,71,0.27734375,25,26.2975,0.10140625
6,269,16,86,0.31970260223048325,26,26.345,0.1016542750929368
7,98,12,61,0.6224489795918368,8,23.905,0.11224489795918366
