cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,166,22,44,0.26506024096385544,17,25.5175,0.10596385542168674
1,345,20,65,0.18840579710144928,26,26.5725,0.09782608695652172
2,254,24,33,0.12992125984251968,8,26.305,0.10053149606299215
3,250,12,63,0.252,18,26.25,0.10172
4,223,18,77,0.3452914798206278,25,26.11,0.10323991031390137
5,198,16,116,0.5858585858585859,22,25.8825,0.10386363636363637
6,152,21,36,0.23684210526315788,26,25.345,0.10810855263157894
7,131,14,68,0.5190839694656488,8,24.855,0.1078435114503817
