cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,165,18,43,0.2606060606060606,11,25.6325,0.10636363636363637
1,436,20,82,0.18807339449541285,26,26.7825,0.09905963302752294
2,185,22,45,0.24324324324324326,22,25.875,0.10535135135135136
3,199,18,78,0.39195979899497485,8,25.96,0.1062814070351759
4,228,22,49,0.2149122807017544,18,26.1575,0.10341008771929826
5,162,18,47,0.29012345679012347,17,25.56,0.1086111111111111
6,175,20,33,0.18857142857142858,25,25.73,0.10641428571428571
7,143,15,66,0.46153846153846156,23,25.265,0.1112062937062937
