k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.24031007751937986
6,6,0,0.0,0.0,0.2687349303881154
7,7,1,0.14285714285714285,0.09537914691943128,0.24899598393574296
8,8,2,0.25,0.14040284360189573,0.2855540134166088
9,9,3,0.3333333333333333,0.19312796208530805,0.33905579399141633
10,10,3,0.3,0.18246445497630331,0.32668177065179504
11,11,5,0.45454545454545453,0.2618483412322275,0.4603174603174603
12,12,6,0.5,0.3809241706161137,0.5296512387338355
13,13,8,0.6153846153846154,0.4484597156398104,0.6404494382022472
14,14,8,0.5714285714285714,0.42417061611374407,0.5432447942285621
15,15,8,0.5333333333333333,0.365521327014218,0.5742574257425742
16,16,9,0.5625,0.4745260663507109,0.5406130268199234
17,17,10,0.5882352941176471,0.4928909952606635,0.5925925925925926
18,18,10,0.5555555555555556,0.46267772511848343,0.5510387008330697
19,19,12,0.631578947368421,0.5414691943127962,0.5959595959595959
20,20,16,0.8,0.768957345971564,0.6740491377273801
21,21,16,0.7619047619047619,0.6783175355450237,0.7096774193548387
22,22,16,0.7272727272727273,0.667654028436019,0.7275985663082437
23,23,14,0.6086956521739131,0.544431279620853,0.6160714285714286
24,24,17,0.7083333333333334,0.6800947867298578,0.7571109456440803
25,25,17,0.68,0.6575829383886256,0.8082191780821918
26,26,16,0.6153846153846154,0.6184834123222749,0.678479876954627
27,27,18,0.6666666666666666,0.6273696682464455,0.7530864197530864
28,28,19,0.6785714285714286,0.6712085308056872,0.730593607305936
29,29,19,0.6551724137931034,0.634478672985782,0.7894736842105263
30,30,21,0.7,0.6972748815165877,0.7220044792833147
