comparison,axis,method_1,feature_set_1,run_1,k_1,graded_1,method_2,feature_set_2,run_2,k_2,graded_2,n_matched,r_matched_mean,r_matched_min,r_unmatched_mean,r_gap,n_electrodes,diag_share,diag_null_mean,diag_null_sd,diag_z,diag_p,diag_n_draw,diag_share_adj,overlap_hard_mean,n_sig_plain_hard,n_sig_within_hard,overlap_weighted_mean,n_sig_plain_weighted,n_sig_within_weighted
cnmf_vs_kmeans_concat_hg,A algorithms,cnmf,concat_hg,20260914_225554,6,True,kmeans,concat_hg,20260915_004134,6,False,6,0.9212544306036765,0.7346378162101561,-0.18354967694182564,1.1048041075455022,1680,0.7375,0.14900595238095238,0.11712963300763267,5.024296862440428,0.009900990099009901,100,0.6915372078871348,0.5812567976693775,6,6,0.230145523803872,6,6
cnmf_vs_hierarchical_concat_hg,A algorithms,cnmf,concat_hg,20260914_225554,6,True,hierarchical,concat_hg,20260915_003616,6,False,6,0.7230641447967403,0.19605259973293124,-0.14305324861786523,0.8661173934146056,1680,0.5452380952380952,0.17986904761904765,0.10946920562529525,3.3376422669008665,0.009900990099009901,100,0.4455008636832096,0.37459251608313554,6,6,0.18723735872726835,6,5
kmeans_vs_hierarchical_concat_hg,A algorithms,kmeans,concat_hg,20260915_004134,6,False,hierarchical,concat_hg,20260915_003616,6,False,6,0.7584036860089914,0.12796985951708226,-0.14709131557698102,0.9054950015859724,1680,0.5529761904761905,0.17292261904761905,0.0871523836104066,4.360793769307652,0.009900990099009901,100,0.45951392237439637,0.40341704963805275,6,6,0.40341704963805275,6,6
cnmf_concat_hg_vs_concat_bands5,B feature sets,cnmf,concat_hg,20260914_225554,6,True,cnmf,concat_bands5,20260914_231152,6,True,6,0.5452451159110229,-0.044355414353123936,-0.10892679913219867,0.6541719150432216,1680,0.41309523809523807,0.15850595238095236,0.06957611177943375,3.659147934586662,0.009900990099009901,100,0.3025443690714503,0.25889680313617286,5,5,0.46133062296355365,5,4
cnmf_concat_hg_vs_concat_bands5z,B feature sets,cnmf,concat_hg,20260914_225554,6,True,cnmf,concat_bands5z,20260914_231813,6,True,6,0.6069793390020148,0.04945984127726196,-0.12136947773726003,0.7283488167392749,1680,0.43154761904761907,0.18555952380952376,0.08176278128043302,3.0085583120563895,0.009900990099009901,100,0.302033239296625,0.2650189352030878,4,4,0.47807746919057625,5,4
cnmf_concat_hg_vs_concat_rawds,B feature sets,cnmf,concat_hg,20260914_225554,6,True,cnmf,concat_rawds,20260914_230430,6,True,6,0.4680070682867816,-0.1496399615524492,-0.09380322746977691,0.5618102957565585,1680,0.30892857142857144,0.15833928571428574,0.04908047069618093,3.068211929882804,0.0297029702970297,100,0.1789192285659729,0.19692593913288792,4,4,0.41013649008296804,4,5
