k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,1,0.2,0.08886255924170616,0.26273458445040215
6,6,2,0.3333333333333333,0.15995260663507108,0.3251579022070825
7,7,2,0.2857142857142857,0.15995260663507108,0.3575757575757576
8,8,3,0.375,0.1877962085308057,0.35941615103918767
9,9,3,0.3333333333333333,0.1877962085308057,0.3575757575757576
10,10,4,0.4,0.1877962085308057,0.35941615103918767
11,11,5,0.45454545454545453,0.2790284360189573,0.3612565445026178
12,12,7,0.5833333333333334,0.3921800947867299,0.5930927479600046
13,13,7,0.5384615384615384,0.3921800947867299,0.5844155844155844
14,14,8,0.5714285714285714,0.42713270142180093,0.5930927479600046
15,15,9,0.6,0.4834123222748815,0.5844155844155844
16,16,10,0.625,0.518957345971564,0.5838744588744589
17,17,11,0.6470588235294118,0.5645734597156398,0.5844155844155844
18,18,12,0.6666666666666666,0.5645734597156398,0.5930927479600046
19,19,13,0.6842105263157895,0.5888625592417062,0.6017699115044248
20,20,14,0.7,0.6149289099526066,0.7239618788291355
21,21,15,0.7142857142857143,0.6149289099526066,0.8461538461538461
22,22,17,0.7727272727272727,0.693127962085308,0.8618524332810047
23,23,18,0.782608695652174,0.693127962085308,0.8461538461538461
24,24,19,0.7916666666666666,0.693127962085308,0.8449519230769231
25,25,19,0.76,0.693127962085308,0.84375
26,26,21,0.8076923076923077,0.7648104265402843,0.8449519230769231
27,27,22,0.8148148148148148,0.7819905213270142,0.84375
28,28,23,0.8214285714285714,0.8056872037914692,0.821875
29,29,24,0.8275862068965517,0.8287914691943128,0.8
30,30,24,0.8,0.794431279620853,0.821875
