k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.20149253731343283
6,6,0,0.0,0.0,0.24574443340170435
7,7,1,0.14285714285714285,0.13095238095238096,0.2692307692307692
8,8,2,0.25,0.19226190476190477,0.27260832665377904
9,9,3,0.3333333333333333,0.21845238095238095,0.3741935483870968
10,10,3,0.3,0.20476190476190476,0.35152005548491505
11,11,5,0.45454545454545453,0.37083333333333335,0.4827586206896552
12,12,5,0.4166666666666667,0.3619047619047619,0.4615253411306043
13,13,6,0.46153846153846156,0.3773809523809524,0.3463687150837989
14,14,6,0.42857142857142855,0.3541666666666667,0.41894559460760716
15,15,8,0.5333333333333333,0.47559523809523807,0.5089285714285714
16,16,9,0.5625,0.5160714285714286,0.571640820874733
17,17,10,0.5882352941176471,0.5886904761904762,0.5465116279069767
18,18,11,0.6111111111111112,0.5601190476190476,0.5609215346057451
19,19,13,0.6842105263157895,0.6529761904761905,0.6065573770491803
20,20,11,0.55,0.5380952380952381,0.5564753004005341
21,21,14,0.6666666666666666,0.6761904761904762,0.6428571428571429
22,22,16,0.7272727272727273,0.7172619047619048,0.7565835065835066
23,23,16,0.6956521739130435,0.6666666666666666,0.7204301075268817
24,24,17,0.7083333333333334,0.7113095238095238,0.7700578990901572
25,25,18,0.72,0.7285714285714285,0.7972972972972973
26,26,19,0.7307692307692307,0.7422619047619048,0.7211879432624113
27,27,21,0.7777777777777778,0.7773809523809524,0.7311827956989247
28,28,22,0.7857142857142857,0.7886904761904762,0.7727459016393443
29,29,23,0.7931034482758621,0.8095238095238095,0.7954545454545454
30,30,19,0.6333333333333333,0.7035714285714286,0.7411674347158218
