k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.26609442060085836
6,6,0,0.0,0.0,0.26171321823495736
7,7,1,0.14285714285714285,0.09004739336492891,0.30952380952380953
8,8,1,0.125,0.08886255924170616,0.28846153846153844
9,9,3,0.3333333333333333,0.1895734597156398,0.35064935064935066
10,10,2,0.2,0.12618483412322276,0.3249602332979852
11,11,4,0.36363636363636365,0.26895734597156395,0.38323353293413176
12,12,4,0.3333333333333333,0.2079383886255924,0.4075034314473083
13,13,6,0.46153846153846156,0.32760663507109006,0.43790849673202614
14,14,6,0.42857142857142855,0.3187203791469194,0.40446704997788585
15,15,9,0.6,0.4484597156398104,0.5189873417721519
16,16,9,0.5625,0.4703791469194313,0.5389679478654077
17,17,9,0.5294117647058824,0.408175355450237,0.5955056179775281
18,18,9,0.5,0.3678909952606635,0.5870192307692308
19,19,10,0.5263157894736842,0.4099526066350711,0.524390243902439
20,20,13,0.65,0.49644549763033174,0.7737418831168832
21,21,11,0.5238095238095238,0.4840047393364929,0.5247524752475248
22,22,13,0.5909090909090909,0.47334123222748814,0.6705827067669172
23,23,17,0.7391304347826086,0.6771327014218009,0.6986301369863014
24,24,15,0.625,0.5936018957345972,0.6614906832298137
25,25,16,0.64,0.5657582938388626,0.7037037037037037
26,26,16,0.6153846153846154,0.5479857819905213,0.7536231884057971
27,27,21,0.7777777777777778,0.7186018957345972,0.7702702702702703
28,28,19,0.6785714285714286,0.6030805687203792,0.7208498023715415
29,29,21,0.7241379310344828,0.6421800947867299,0.7761194029850746
30,30,20,0.6666666666666666,0.6178909952606635,0.7187612856626941
