k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.1857707509881423
6,6,0,0.0,0.0,0.2387741200022243
7,7,1,0.14285714285714285,0.1256544502617801,0.24615384615384617
8,8,2,0.25,0.19139034322280396,0.2585301204819277
9,9,2,0.2222222222222222,0.17102966841186737,0.3150684931506849
10,10,4,0.4,0.27108784176847006,0.35143581846181715
11,11,4,0.36363636363636365,0.2716695753344968,0.36585365853658536
12,12,5,0.4166666666666667,0.3368237347294939,0.46924019607843137
13,13,6,0.46153846153846156,0.387434554973822,0.5
14,14,7,0.5,0.39267015706806285,0.5595112517580872
15,15,7,0.4666666666666667,0.43571844095404305,0.44554455445544555
16,16,9,0.5625,0.5317044793484584,0.5523038605230386
17,17,11,0.6470588235294118,0.6428155904595695,0.5478260869565217
18,18,11,0.6111111111111112,0.5799883653286795,0.6056951992753623
19,19,12,0.631578947368421,0.6201279813845259,0.5360824742268041
20,20,13,0.65,0.6695753344968005,0.6029869891881986
21,21,15,0.7142857142857143,0.7120418848167539,0.7282608695652174
22,22,15,0.6818181818181818,0.6922629435718441,0.6698142414860682
23,23,16,0.6956521739130435,0.7120418848167539,0.7555555555555555
24,24,17,0.7083333333333334,0.7329842931937173,0.7368035190615836
25,25,17,0.68,0.7062245491564864,0.7384615384615385
26,26,17,0.6538461538461539,0.6817917393833625,0.6908411949685535
27,27,19,0.7037037037037037,0.7719604421175101,0.7708333333333334
28,28,19,0.6785714285714286,0.7155322862129145,0.8138550135501355
29,29,21,0.7241379310344828,0.779522978475858,0.7564102564102564
30,30,23,0.7666666666666667,0.7853403141361257,0.7876404494382023
