comparison,axis,method_1,feature_set_1,run_1,k_1,graded_1,method_2,feature_set_2,run_2,k_2,graded_2,n_matched,r_matched_mean,r_matched_min,r_unmatched_mean,r_gap,n_electrodes,diag_share,diag_null_mean,diag_null_sd,diag_z,diag_p,diag_n_draw,diag_share_adj,overlap_hard_mean,n_sig_plain_hard,n_sig_within_hard,overlap_weighted_mean,n_sig_plain_weighted,n_sig_within_weighted
cnmf_vs_kmeans_concat_hg,A algorithms,cnmf,concat_hg,20260914_225554,9,True,kmeans,concat_hg,20260915_004134,9,False,9,0.7879565863383268,0.0718866596476217,-0.09719590892748019,0.885152495265807,1680,0.6053571428571428,0.10838690476190474,0.07064764176634515,7.034491536729296,0.009900990099009901,100,0.5573832873804166,0.42573453151626883,8,8,0.16763989434375393,8,8
cnmf_vs_hierarchical_concat_hg,A algorithms,cnmf,concat_hg,20260914_225554,9,True,hierarchical,concat_hg,20260915_003616,9,False,9,0.8258669481087364,0.4879592023163022,-0.10135318090024599,0.9272201290089824,1680,0.5696428571428571,0.10491666666666667,0.0648248916050911,7.168946664921113,0.009900990099009901,100,0.5191987976644898,0.3866866689850256,9,8,0.16634604514329573,9,8
kmeans_vs_hierarchical_concat_hg,A algorithms,kmeans,concat_hg,20260915_004134,9,False,hierarchical,concat_hg,20260915_003616,9,False,9,0.9005722716517144,0.7266137562287898,-0.10613853338849091,1.0067108050402054,1680,0.6196428571428572,0.10624404761904761,0.06621794931758111,7.753166849996369,0.009900990099009901,100,0.5744284087352066,0.46080901832205395,9,8,0.46080901832205395,9,8
cnmf_concat_hg_vs_concat_bands5,B feature sets,cnmf,concat_hg,20260914_225554,9,True,cnmf,concat_bands5,20260914_231152,9,True,9,0.5375589975704209,-0.008262845777184849,-0.06648399733862971,0.6040429949090507,1680,0.33690476190476193,0.11580952380952379,0.05173156097736082,4.273894580370301,0.009900990099009901,100,0.25005385609651015,0.2197135932020583,7,6,0.3767889351101792,9,6
cnmf_concat_hg_vs_concat_bands5z,B feature sets,cnmf,concat_hg,20260914_225554,9,True,cnmf,concat_bands5z,20260914_231813,9,True,9,0.6691777140905473,0.04090794292304525,-0.08281346407214746,0.7519911781626947,1680,0.45357142857142857,0.1037797619047619,0.05185787455298224,6.745198673911923,0.009900990099009901,100,0.39029654966293625,0.2884120669108167,8,8,0.41918727656190546,8,9
cnmf_concat_hg_vs_concat_rawds,B feature sets,cnmf,concat_hg,20260914_225554,9,True,cnmf,concat_rawds,20260914_230430,9,True,9,0.5240632257292889,-0.22507332130642657,-0.06442264412526318,0.5884858698545521,1680,0.3357142857142857,0.12142857142857144,0.050045717091641885,4.281799257533309,0.009900990099009901,100,0.2439024390243902,0.21615691132644538,7,4,0.36047420833918353,8,7
