cluster_1,cluster_2,r_centred,r_plain,matched
0,0,0.016416121598572954,0.15493704168160466,False
0,1,0.08221982805332634,0.22553151638974103,False
0,2,0.48155961944999115,0.48342873736952213,False
0,3,0.05138647671186553,-0.210619169317323,False
0,4,0.11367340911650092,0.03638618441662838,False
0,5,0.9034306520372487,0.8880008179521602,True
0,6,-0.0002751523082898319,0.1992642608418075,False
0,7,-0.18656030313045857,0.2654045367738931,False
0,8,-0.5482142640878211,0.0374654818238996,False
0,9,-0.4828165999487337,0.13094063623764118,False
1,0,-0.25059353708082455,0.44036826490542125,False
1,1,-0.33293447254826847,0.18736669035230422,False
1,2,-0.43951080788725405,0.16341052776977544,False
1,3,-0.05510127701385793,0.314456102126496,False
1,4,0.30788330274453984,0.32596746903438684,False
1,5,-0.29900354583220207,0.38406802100656684,False
1,6,-0.026344541231518935,0.48277050068540933,False
1,7,-0.11791701026009875,0.4881638801442338,True
1,8,0.19847735736249095,0.6278484945092366,False
1,9,0.7390227921960539,0.912008362285282,False
2,0,-0.2762318149505196,0.39553491287558107,False
2,1,-0.3768170387524403,0.10775345637188888,False
2,2,-0.19916179136290682,0.27230350856734964,False
2,3,-0.21916783658569725,0.24193089183808766,False
2,4,-0.26573034496794135,-0.0009231369051024389,False
2,5,-0.36508431204831576,0.3592753450902873,False
2,6,0.3895947670176505,0.6905528440287959,False
2,7,0.6739332876081244,0.8075672311882127,False
2,8,0.13235923985284284,0.5339797238605499,False
2,9,0.7749995525892331,0.9293965306287545,True
3,0,0.7002172589641431,0.8306952431927068,False
3,1,0.59467642018913,0.6894203446622165,False
3,2,0.8221508008096485,0.8831453829821128,True
3,3,-0.40153692778422434,-0.1854133818070984,False
3,4,-0.7848727082354503,-0.6004830954451867,False
3,5,-0.12541518399873858,0.24132117944504097,False
3,6,-0.0028775912113433513,0.34650122251667326,False
3,7,0.6309500604057761,0.7904910709588281,False
3,8,-0.31253899457349066,0.19402185525549026,False
3,9,-0.42459661785149266,0.251496639451167,False
4,0,-0.410327092810606,-0.2930259168610115,False
4,1,-0.39009057127321034,-0.3134433265604933,False
4,2,-0.5702326387956269,-0.5614184647211923,False
4,3,0.31455767295122067,0.2322261203259802,False
4,4,0.9946836097679549,0.9954190366213136,True
4,5,0.2545591490962581,0.13035325056252553,False
4,6,-0.2099688327754465,-0.12496778321513005,False
4,7,-0.7571773390990983,-0.4228751797905367,False
4,8,-0.04331287690783687,0.16346092647275146,False
4,9,0.08804135012020745,0.22234178930116866,False
5,0,-0.03352708911487341,0.2976311015840576,False
5,1,-0.12648105533116705,0.11932735770378944,False
5,2,0.34977626364079595,0.45349740966275004,False
5,3,-0.020353567961197035,0.08930999128530745,False
5,4,-0.37841887170492783,-0.28100982850193856,False
5,5,0.11608274644538698,0.3264386599482171,False
5,6,0.9257769667586452,0.9618086126199,True
5,7,0.3747090150722777,0.6276334584545624,False
5,8,-0.45930051345982326,0.11809638082435023,False
5,9,0.03829386641901423,0.49947315611850834,False
6,0,0.4474206408130341,0.6326994274111932,False
6,1,0.9897857758124607,0.993962233154281,True
6,2,0.6095895011797093,0.709361512958012,False
6,3,-0.5460715260993773,-0.3870370782321196,False
6,4,-0.46606887404484676,-0.3501839151501038,False
6,5,-0.08926438240818363,0.22178109996472029,False
6,6,-0.3309853700522863,0.059739461500241904,False
6,7,0.1850112226500264,0.4664631533979072,False
6,8,-0.14814539010628974,0.25288580399668403,False
6,9,-0.6492561022534802,0.051361420219496766,False
7,0,0.4807715700402726,0.5349657650334909,True
7,1,-0.03270320973545532,0.10592601048263085,False
7,2,0.09500205693688966,0.10802160343608501,False
7,3,0.6737565164721067,0.6596796205398987,False
7,4,-0.12944048518320883,-0.18893415207967965,False
7,5,0.15059627954856797,0.06326698422839015,False
7,6,-0.12019634438799283,0.09446158969689983,False
7,7,-0.08053461525631647,0.2947865905716448,False
7,8,-0.26770072137648715,0.22778321619580882,False
7,9,-0.3175379628973557,0.2122734207757636,False
8,0,-0.27139706395408825,0.3257982496990917,False
8,1,-0.06180086161348782,0.25119285390047263,False
8,2,-0.4640308195746029,0.04420294637291995,False
8,3,-0.24743680562330156,0.18991625071784665,False
8,4,-0.031113193487484314,0.15756164458631167,False
8,5,-0.47146849450375716,0.21538572000651401,False
8,6,-0.3445649113597921,0.20420805944472467,False
8,7,-0.07188322193327548,0.35980767916338385,False
8,8,0.9983834756078452,0.9999999999999998,True
8,9,0.1677321943037806,0.5924282251951973,False
9,0,-0.3048684706269682,-0.00654442072535019,False
9,1,-0.7309098752473281,-0.42847296466332685,False
9,2,-0.4494584968282487,-0.2973220360897127,False
9,3,0.8286632611816931,0.811912850751875,True
9,4,0.42592027105286334,0.3840752595075558,False
9,5,0.23093207740687272,0.22074434181015115,False
9,6,0.2773916981279189,0.4289945568448679,False
9,7,-0.3523671616362899,0.11699692888824222,False
9,8,-0.17912765027851968,0.29500033433667994,False
9,9,0.45202659758977665,0.6832499077276789,False
