cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,292,26,35,0.11986301369863013,0,26.45,0.10136986301369863
1,159,13,53,0.3333333333333333,25,25.4275,0.10709119496855346
2,234,20,135,0.5769230769230769,22,26.245,0.10298076923076924
3,162,10,54,0.3333333333333333,18,25.5025,0.10774691358024692
4,225,18,119,0.5288888888888889,26,26.1825,0.10464444444444444
5,435,26,56,0.12873563218390804,25,26.79,0.09909770114942529
6,110,11,43,0.39090909090909093,1,24.32,0.1138181818181818
7,76,6,58,0.7631578947368421,8,22.78,0.12115131578947366
