k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,0,0.0,0.0,0.24161073825503357
6,6,0,0.0,0.0,0.24148025489007496
7,7,0,0.0,0.0,0.25
8,8,0,0.0,0.0,0.2947063224841003
9,9,3,0.3333333333333333,0.2262256349675133,0.37554585152838427
10,10,3,0.3,0.22681630242173656,0.4116707021791768
11,11,4,0.36363636363636365,0.2575310100413467,0.47959183673469385
12,12,6,0.5,0.4494979326639102,0.49629032258064515
13,13,7,0.5384615384615384,0.4459539279385706,0.5402298850574713
14,14,7,0.5,0.431777909037212,0.48752151462994836
15,15,7,0.4666666666666667,0.396928529238039,0.432258064516129
16,16,10,0.625,0.5233313644418193,0.6362151679085435
17,17,10,0.5882352941176471,0.5634967513290018,0.6451612903225806
18,18,10,0.5555555555555556,0.5280567040756055,0.676510989010989
19,19,13,0.6842105263157895,0.6432368576491435,0.6826923076923077
20,20,14,0.7,0.6845835794447725,0.6774193548387097
21,21,14,0.6666666666666666,0.6958062610750148,0.654320987654321
22,22,15,0.6818181818181818,0.6881275841701122,0.6988372093023256
23,23,16,0.6956521739130435,0.735380980507974,0.7368421052631579
24,24,16,0.6666666666666666,0.7011222681630243,0.7473404255319149
25,25,19,0.76,0.7649143532191376,0.7027027027027027
26,26,20,0.7692307692307693,0.8009450679267572,0.8187341772151899
27,27,19,0.7037037037037037,0.7365623154164206,0.71875
28,28,19,0.6785714285714286,0.7637330183106911,0.7625815470643057
29,29,21,0.7241379310344828,0.7554636739515652,0.782608695652174
30,30,24,0.8,0.8328411104548139,0.7995180722891566
