cluster_1,cluster_2,r_centred,r_plain,matched
0,0,-0.2748906532236676,0.42235492091181226,False
0,1,-0.4607282257537246,0.1672915562121493,False
0,2,0.7711975028297917,0.5614037500546967,True
0,3,0.4376265295252787,0.37741854082606774,False
0,4,0.0901574579969401,0.6267866334004628,False
0,5,-0.2455490538979314,0.6772022068067932,False
0,6,-0.20546062109779895,0.5673420554984459,False
0,7,0.10323211451816898,0.8464068425848567,False
1,0,0.6123170786904018,0.7677528665812277,True
1,1,0.09798964113516125,0.41400810563587354,False
1,2,0.6286679490784912,0.48951168026543335,False
1,3,0.09084791108367131,0.15234684687029998,False
1,4,-0.17842711311522785,0.537019414271966,False
1,5,-0.2524860121164403,0.6972398573385279,False
1,6,-0.35663793684332623,0.526757776284059,False
1,7,-0.3667949183567529,0.7308475190678508,False
2,0,0.4688904986554274,0.7534640610226055,False
2,1,0.9068103442295671,0.8734236485395458,True
2,2,-0.5331799764126325,-0.10890370066351569,False
2,3,-0.30584201877081857,0.07219124209661548,False
2,4,-0.38567647103330716,0.3604925656988883,False
2,5,0.285902625238002,0.7428833525461863,False
2,6,-0.06680770736499494,0.48735955783695195,False
2,7,-0.5923583540591163,0.4755383977152154,False
3,0,-0.051496190329663745,0.5041016245412584,False
3,1,0.0605746464848235,0.39567059597448206,False
3,2,-0.12024208973683856,0.15247433797394938,False
3,3,-0.15276136908174764,0.14121553305834705,False
3,4,0.9157638526591821,0.9335248472733828,True
3,5,0.2838952695771895,0.7609863264518446,False
3,6,-0.5250757291335142,0.3430359128966065,False
3,7,-0.08875586971093906,0.7021019314708847,False
4,0,-0.3396039551227783,0.4532143469267808,False
4,1,-0.40564703869525354,0.2201050967811986,False
4,2,-0.11512147302267717,0.3266162214047325,False
4,3,-0.1679167659190349,0.3407664178161227,False
4,4,-0.4227414595037421,0.39726034220028167,False
4,5,-0.32656957743107873,0.49410319096956506,False
4,6,0.9668890717882761,0.9434547015136618,True
4,7,0.21599305813584477,0.7865965828594542,False
5,0,-0.4783384285071649,0.469872387422556,False
5,1,-0.5211056145130403,0.2444169552371403,False
5,2,-0.2915583554965139,0.2712567532776826,False
5,3,-0.3529058576559,0.28663559424454854,False
5,4,0.23640883850130057,0.6956643670206857,False
5,5,0.5399594760543324,0.8076505914687246,False
5,6,0.1331685005643201,0.579703413480671,False
5,7,0.7839367736243766,0.949620164691462,True
6,0,0.435316830295512,0.7113703220929605,False
6,1,0.6184720924513384,0.6639581314371821,False
6,2,-0.3045418299895094,0.01642355706445496,False
6,3,-0.15286049535180365,0.1125543442699507,False
6,4,0.08714657292677365,0.6189686698481695,False
6,5,0.4877762844846389,0.877720914074001,True
6,6,-0.5233553826532863,0.38021669095232813,False
6,7,-0.47469639829569954,0.6226762522372749,False
7,0,-0.20062456811121304,0.26508993839996875,False
7,1,-0.4053768040150527,-0.005549003238661804,False
7,2,0.535433436152497,0.4310885717948095,False
7,3,0.8546895665624025,0.7249005059217646,True
7,4,-0.0257510935762513,0.45552636104311206,False
7,5,-0.7651340223805905,0.28127319294190534,False
7,6,-0.061615775254317176,0.5365181491496444,False
7,7,0.3324210735574745,0.8419548211535387,False
