cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,150,11,131,0.8733333333333333,22,25.2725,0.10818333333333334
1,306,26,33,0.10784313725490197,0,26.42,0.10201797385620916
2,207,20,47,0.22705314009661837,25,26.0,0.10543478260869567
3,260,14,72,0.27692307692307694,26,26.3325,0.10396153846153848
4,197,19,54,0.27411167512690354,11,25.945,0.1057233502538071
5,194,20,61,0.31443298969072164,8,25.885,0.10713917525773196
6,200,11,60,0.3,18,25.945,0.1056125
7,174,19,70,0.40229885057471265,25,25.705,0.1082183908045977
