k,n_clusters,n_dominated,frac_clusters,frac_electrodes,median_share
5,5,1,0.2,0.07345971563981042,0.35260115606936415
6,6,1,0.16666666666666666,0.07345971563981042,0.3105598372939413
7,7,2,0.2857142857142857,0.11670616113744076,0.35260115606936415
8,8,3,0.375,0.19845971563981044,0.36796864878870317
9,9,3,0.3333333333333333,0.19845971563981044,0.3542168674698795
10,10,4,0.4,0.19845971563981044,0.36796864878870317
11,11,5,0.45454545454545453,0.31101895734597157,0.3817204301075269
12,12,6,0.5,0.3459715639810427,0.5060776063581113
13,13,8,0.6153846153846154,0.4561611374407583,0.6304347826086957
14,14,8,0.5714285714285714,0.4561611374407583,0.5669904409497379
15,15,9,0.6,0.48104265402843605,0.6304347826086957
16,16,11,0.6875,0.6143364928909952,0.6630434782608696
17,17,12,0.7058823529411765,0.6143364928909952,0.7473684210526316
18,18,13,0.7222222222222222,0.6356635071090048,0.83978590544157
19,19,14,0.7368421052631579,0.6356635071090048,0.9322033898305084
20,20,15,0.75,0.6629146919431279,0.9362509486465975
21,21,15,0.7142857142857143,0.6332938388625592,0.9322033898305084
22,22,15,0.6818181818181818,0.6332938388625592,0.9094979213303486
23,23,16,0.6956521739130435,0.6332938388625592,0.8867924528301887
24,24,16,0.6666666666666666,0.6084123222748815,0.8419469510527755
25,25,17,0.68,0.6232227488151659,0.8867924528301887
26,26,19,0.7307692307692307,0.6984597156398105,0.8854252119223407
27,27,20,0.7407407407407407,0.7286729857819905,0.8840579710144928
28,28,20,0.7142857142857143,0.7286729857819905,0.8635976129582268
29,29,21,0.7241379310344828,0.7286729857819905,0.8840579710144928
30,30,22,0.7333333333333333,0.7286729857819905,0.8854252119223407
