cluster,n,n_patients,top_n,top_share,top_patient,null_patients,null_share
0,257,24,30,0.11673151750972763,0,26.35,0.10162451361867703
1,218,20,52,0.23853211009174313,8,26.1075,0.10419724770642202
2,235,16,62,0.26382978723404255,25,26.205,0.1046595744680851
3,153,14,61,0.39869281045751637,26,25.535,0.10877450980392159
4,45,6,35,0.7777777777777778,18,19.455,0.13572222222222222
5,524,25,98,0.18702290076335878,22,26.89,0.09729484732824428
6,165,12,39,0.23636363636363636,19,25.5475,0.10683333333333334
7,96,11,44,0.4583333333333333,1,23.89,0.11588541666666669
