channel,0.5-4.0Hz_dB,4.0-8.0Hz_dB,8.0-12.0Hz_dB,12.0-30.0Hz_dB,30.0-70.0Hz_dB,70.0-150.0Hz_dB
FIG1,25.862204964314646,17.750578961643903,14.041668988604123,8.241785215073818,-1.8443920317938265,-13.323518566459086
FIG2,25.583935339007553,17.267858376103057,13.442227100652381,7.726829940936657,-2.226812698284186,-13.735705900773656
FIG3,25.401105887954053,17.017349355578464,13.175356309035887,7.625760053231667,-2.38041808203059,-13.728594846321968
FIG4,25.332831662329816,16.852128851693635,12.935217544758967,7.383042825384488,-2.545531373627592,-14.127541693307544
FIG5,25.294862645124958,16.805623997967118,12.895574183905765,7.380046293173038,-2.682087562733476,-14.146374577526984
FIG6,25.274024888760692,16.796459897233774,12.906702914279911,7.436075785103976,-2.7030609775120027,-14.059865960391203
FIG7,25.302860363835652,16.903708799815018,13.095545986340287,7.807202709176544,-2.3550776497209296,-13.696319425828758
FIG8,25.414695561355412,16.966516441187625,13.119015167536542,7.899756855954193,-2.379338118877148,-13.811625084478148
FIG9,25.992492053600415,17.177006197707648,13.26372439666127,8.160837618131017,-2.2281934963603818,-13.797662283188577
FIG10,27.213993268757367,17.430138707264007,13.32817600219579,8.235783190182822,-2.0839649230073136,-13.79179593434976
FIG11,28.007682628607338,17.58144407564815,13.501023437948657,8.457477068152008,-1.9833049161702998,-13.612099452144793
FIG12,28.10541947758989,17.548106953835592,13.548909424697989,8.532672504566936,-1.9158091500265964,-13.49448903613442
FOG1,25.76516337882941,17.451661234542364,13.353054010160179,7.825026650720424,-1.6156779387561975,-13.331799646564889
FOG2,25.602752851537286,17.17915193109709,13.30135088744261,7.683104060048793,-2.2509568839253555,-13.76004611018784
FOG3,25.445145626492017,16.96155342635987,13.027850335433687,7.362517326656509,-2.5386443377857653,-14.145236356955039
FOG4,25.370185892979862,16.915433893085996,13.03048147573641,7.456959618314561,-2.556239799097523,-14.04944758781598
FOG5,25.325916929969825,16.856877656558677,12.955036364554378,7.392568545753924,-2.6188547779768143,-14.171464613791517
FOG6,25.29499547547064,16.79985039272904,12.858313281752437,7.307657646391618,-2.5671276815537114,-14.299520308413047
FOG7,25.265851846462073,16.827884334264148,12.934994758308068,7.47082974501571,-2.6771135728972153,-14.233878929167489
FOG8,25.280730418325646,16.84340379236431,12.932250030885491,7.527815397649058,-2.4880814462843417,-14.250134208242505
FOG9,25.34436932192699,16.987982427043438,13.147418784974228,7.884736210592269,-2.352303826620256,-14.039529130618206
FOG10,25.51125141094028,17.318094401501796,13.593806072194772,8.522352645255314,-2.0317618676312437,-13.75096590340308
FOG11,25.677797895512406,17.6247654976205,13.966564834830882,8.997215290483272,-1.8831835032312205,-13.71953539566847
FOG12,25.7208358393703,17.722001592338316,14.090357768870756,9.155254080058944,-1.8577527047064337,-13.589973509326864
FOG13,25.44293415156493,17.18060452522655,13.883728528667568,8.833312852980326,-1.575493185613338,-13.415085117115751
FOG14,25.25285425225689,16.790964340566045,13.45507695066027,8.355567594488797,-1.854588643865473,-13.860477908187459
FOG15,25.1668442214783,16.631623635430543,13.179719238761216,7.848906852789174,-1.7376524446107808,-11.164027601433741
CAG1,25.59415381242196,17.262368072526662,13.231047507666954,7.596920857398781,-2.184926312088018,-13.924535042796084
CAG2,25.376044995669094,16.95847860984678,13.008877671815887,7.502558066942831,-2.093270561221906,-14.001132579984116
CAG3,25.285572363989143,16.826056003821883,12.860975817911395,7.369415715212887,-2.424546164801704,-14.261302894488574
CAG4,25.275144866146185,16.803035666307714,12.813038744190386,7.318681727620984,-2.5646686426273733,-14.366329954143035
CAG5,25.306567719506056,16.89187455454294,12.929675212788457,7.531944550465847,-2.4958151449484847,-14.176351772427035
CAG6,25.39327551979184,16.991419348042562,12.969778973033588,7.653939793509726,-2.5150571498771233,-14.270032457043726
CAG7,25.524291619205112,17.233574070443204,13.217202166775492,8.137371520076899,-2.183466204420552,-14.06646754927974
CAG8,25.691886575967626,17.542723659261956,13.5161743117024,8.627933838065408,-2.0098409593015587,-13.790798215773364
CAG9,26.002732275648793,17.84891001880544,13.72463745349598,8.883747892773274,-1.8673284539762112,-13.778843984693427
CAG10,26.566690289522096,18.1554405621439,14.023744550523016,9.129370045678831,-1.712423717679591,-13.600951078484133
CAG11,27.201210384505462,18.305540075427135,14.18380124099013,9.175528970383777,-1.6785190446037475,-13.491154728623485
CAG12,27.130764546012266,17.897473829877477,13.90536438112083,8.994122469081885,-1.5195235968578502,-13.480269722002646
IAG1,28.30372866836841,19.37522060381336,13.687464498622607,7.842044552543787,-2.0693599684656405,-13.394313629797413
IAG2,27.558072576506,18.909457650812257,13.544419657915412,7.7563505279088485,-2.1642493644188874,-13.483110293284176
IAG3,27.033493015979783,18.6125454603738,13.638733512420213,7.897808279988786,-2.01046013573448,-13.508865352058118
