cluster_id,n_total,n_unknown,entropy_bits,purity,top_region,top_proportion,top_3_json
0,73,30,3.4519891037816075,0.27906976744186046,lateraloccipital,0.279,"[[""lateraloccipital"", 0.279], [""insula"", 0.14], [""precentral"", 0.116]]"
1,575,272,4.223547457680591,0.132013201320132,middletemporal,0.132,"[[""middletemporal"", 0.132], [""rostralmiddlefrontal"", 0.112], [""inferiortemporal"", 0.079]]"
2,130,60,3.222506775877897,0.3142857142857143,middletemporal,0.314,"[[""middletemporal"", 0.314], [""inferiortemporal"", 0.186], [""superiortemporal"", 0.1]]"
3,175,123,2.4707989632510476,0.28846153846153844,middletemporal,0.288,"[[""middletemporal"", 0.288], [""inferiortemporal"", 0.231], [""postcentral"", 0.212]]"
4,74,36,2.359266865673025,0.34210526315789475,superiortemporal,0.342,"[[""superiortemporal"", 0.342], [""insula"", 0.289], [""postcentral"", 0.132]]"
