sample_idx,patient_id,condition,task,electrode,file_path,cluster_hierarchical_hg,silhouette
5012,PAT_3975,audio,LM,FOG15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG15_TN.npy,11,0.061651643
5013,PAT_3975,audio,LM,FOG2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG2_TN.npy,11,-0.014931887
5014,PAT_3975,audio,LM,FOG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG3_TN.npy,11,-0.012233712
5015,PAT_3975,audio,LM,FOG4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG4_TN.npy,11,-0.09194875
5016,PAT_3975,audio,LM,FOG5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG5_TN.npy,11,-0.07946747
5017,PAT_3975,audio,LM,FOG6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG6_TN.npy,11,-0.12358543
5018,PAT_3975,audio,LM,FOG7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG7_TN.npy,11,-0.14220603
5019,PAT_3975,audio,LM,HAD10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD10_TN.npy,11,0.11074933
5020,PAT_3975,audio,LM,HAD12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD12_TN.npy,11,0.12574254
5021,PAT_3975,audio,LM,HAD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD1_TN.npy,11,0.056675225
5022,PAT_3975,audio,LM,HAD2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD2_TN.npy,11,0.011135693
5023,PAT_3975,audio,LM,HAD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD3_TN.npy,11,-0.033236634
5024,PAT_3975,audio,LM,HAD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD4_TN.npy,11,0.067831285
5025,PAT_3975,audio,LM,HAD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD5_TN.npy,11,-0.041186288
5026,PAT_3975,audio,LM,HAD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD6_TN.npy,11,0.066948436
5027,PAT_3975,audio,LM,HAD7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD7_TN.npy,11,0.06792733
5028,PAT_3975,audio,LM,HAD8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD8_TN.npy,11,0.061131615
5029,PAT_3975,audio,LM,HAD9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAD9_TN.npy,11,0.041129608
5030,PAT_3975,audio,LM,HAG10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG10_TN.npy,11,0.022429079
5031,PAT_3975,audio,LM,HAG11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG11_TN.npy,10,0.06706289
5032,PAT_3975,audio,LM,HAG12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG12_TN.npy,5,-0.0646357
5033,PAT_3975,audio,LM,HAG1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG1_TN.npy,10,0.09019984
5034,PAT_3975,audio,LM,HAG2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG2_TN.npy,10,0.10438146
5035,PAT_3975,audio,LM,HAG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG3_TN.npy,10,0.0153057575
5036,PAT_3975,audio,LM,HAG4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG4_TN.npy,11,-0.1309466
5037,PAT_3975,audio,LM,HAG6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG6_TN.npy,11,-0.1458843
5038,PAT_3975,audio,LM,HAG8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG8_TN.npy,11,-0.22682622
5039,PAT_3975,audio,LM,HAG9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG9_TN.npy,11,0.05346458
5040,PAT_3975,audio,LM,IAD10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD10_TN.npy,11,-0.06127277
5041,PAT_3975,audio,LM,IAD12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD12_TN.npy,11,-0.16404659
5042,PAT_3975,audio,LM,IAD13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD13_TN.npy,11,-0.05321779
5043,PAT_3975,audio,LM,IAD14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD14_TN.npy,11,-0.04313573
5044,PAT_3975,audio,LM,IAD15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD15_TN.npy,11,-0.1299166
5045,PAT_3975,audio,LM,IAD16,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD16_TN.npy,11,-0.06332434
5046,PAT_3975,audio,LM,IAD17,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD17_TN.npy,11,-0.01788505
5047,PAT_3975,audio,LM,IAD18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD18_TN.npy,11,-0.03859514
5048,PAT_3975,audio,LM,IAD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD1_TN.npy,11,0.10931245
5049,PAT_3975,audio,LM,IAD2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD2_TN.npy,11,0.09231666
5050,PAT_3975,audio,LM,IAD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD3_TN.npy,11,-0.008110765
5051,PAT_3975,audio,LM,IAD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD4_TN.npy,11,0.04471554
5052,PAT_3975,audio,LM,IAD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD5_TN.npy,11,0.049780667
5053,PAT_3975,audio,LM,IAD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD6_TN.npy,10,0.04505305
5054,PAT_3975,audio,LM,IAD7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD7_TN.npy,11,0.035779223
5055,PAT_3975,audio,LM,IAD8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD8_TN.npy,11,-0.03993288
5056,PAT_3975,audio,LM,IAD9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD9_TN.npy,11,0.050477013
5057,PAT_3975,audio,LM,IAG10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG10_TN.npy,11,-0.19657204
5058,PAT_3975,audio,LM,IAG11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG11_TN.npy,11,-0.039023895
5059,PAT_3975,audio,LM,IAG12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG12_TN.npy,11,-0.1049373
5060,PAT_3975,audio,LM,IAG13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG13_TN.npy,11,-0.16773318
5061,PAT_3975,audio,LM,IAG14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG14_TN.npy,11,-0.19674301
5062,PAT_3975,audio,LM,IAG15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG15_TN.npy,11,-0.20746116
5063,PAT_3975,audio,LM,IAG16,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG16_TN.npy,11,-0.021882273
5064,PAT_3975,audio,LM,IAG17,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG17_TN.npy,11,-0.068826795
5065,PAT_3975,audio,LM,IAG18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG18_TN.npy,11,-0.015070748
5066,PAT_3975,audio,LM,IAG5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG5_TN.npy,10,0.1700706
5067,PAT_3975,audio,LM,IAG7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG7_TN.npy,11,-0.18209821
5068,PAT_3975,audio,LM,IAG8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG8_TN.npy,11,-0.20203452
5069,PAT_3975,audio,LM,IAG9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG9_TN.npy,11,-0.097424954
5070,PAT_3975,audio,LM,IMD10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD10_TN.npy,1,0.06899596
5071,PAT_3975,audio,LM,IMD11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD11_TN.npy,1,0.07225291
5072,PAT_3975,audio,LM,IMD13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD13_TN.npy,5,0.05734802
5073,PAT_3975,audio,LM,IMD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD1_TN.npy,10,0.07020812
5074,PAT_3975,audio,LM,IMD2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD2_TN.npy,10,0.02352604
5075,PAT_3975,audio,LM,IMD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD3_TN.npy,5,0.048509322
5076,PAT_3975,audio,LM,IMD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD4_TN.npy,5,0.035655245
5077,PAT_3975,audio,LM,IMD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD5_TN.npy,10,0.1159989
5078,PAT_3975,audio,LM,IMD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD6_TN.npy,5,0.064986974
5079,PAT_3975,audio,LM,IMD8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD8_TN.npy,5,0.13723013
5080,PAT_3975,audio,LM,IMD9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD9_TN.npy,1,-0.10473484
5081,PAT_3975,audio,LM,IMG16,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG16_TN.npy,10,0.06833118
5082,PAT_3975,audio,LM,IMG17,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG17_TN.npy,10,0.15123828
5083,PAT_3975,audio,LM,IMG18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG18_TN.npy,11,-0.17315301
5084,PAT_3975,audio,LM,IMG1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG1_TN.npy,5,0.013443671
5085,PAT_3975,audio,LM,IMG2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG2_TN.npy,10,0.092793345
5086,PAT_3975,audio,LM,IMG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG3_TN.npy,5,0.057220146
5087,PAT_3975,audio,LM,IMG6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG6_TN.npy,10,0.112018056
5088,PAT_3975,audio,LM,IMG7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG7_TN.npy,4,0.13480027
5089,PAT_3975,audio,LM,IMG9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG9_TN.npy,11,-0.2576861
5090,PAT_3975,audio,LM,PHD10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD10_TN.npy,11,0.031889107
5091,PAT_3975,audio,LM,PHD12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD12_TN.npy,11,0.1204997
5092,PAT_3975,audio,LM,PHD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD1_TN.npy,11,-0.020081537
5093,PAT_3975,audio,LM,PHD2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD2_TN.npy,11,-0.064715065
5094,PAT_3975,audio,LM,PHD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD3_TN.npy,11,-0.063614644
5095,PAT_3975,audio,LM,PHD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD4_TN.npy,11,-0.07295129
5096,PAT_3975,audio,LM,PHD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD5_TN.npy,11,-0.07630967
5097,PAT_3975,audio,LM,PHD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD6_TN.npy,11,-0.03253233
5098,PAT_3975,audio,LM,PHD8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD8_TN.npy,11,0.06727077
5099,PAT_3975,audio,LM,PHD9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD9_TN.npy,11,0.118277915
5100,PAT_3975,audio,LM,PHG10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG10_TN.npy,11,-0.11223419
5101,PAT_3975,audio,LM,PHG11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG11_TN.npy,11,-0.11643786
5102,PAT_3975,audio,LM,PHG12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG12_TN.npy,11,0.08175423
5103,PAT_3975,audio,LM,PHG1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG1_TN.npy,11,-0.120772354
5104,PAT_3975,audio,LM,PHG2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG2_TN.npy,11,-0.0809698
5105,PAT_3975,audio,LM,PHG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG3_TN.npy,11,0.0010351732
5106,PAT_3975,audio,LM,PHG5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG5_TN.npy,11,-0.030478569
5107,PAT_3975,audio,LM,PHG6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG6_TN.npy,11,-0.06300821
5108,PAT_3975,audio,LM,PHG7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG7_TN.npy,11,-0.12058533
5109,PAT_3975,audio,LM,PHG8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG8_TN.npy,11,-0.20251778
5110,PAT_3975,audio,LM,PHG9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG9_TN.npy,11,-0.2084558
5111,PAT_3975,audio,LM,TPD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_TPD1_TN.npy,5,0.090266764
5112,PAT_3975,audio,LM,TPD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_TPD3_TN.npy,5,0.09182454
5113,PAT_3975,audio,LM,TPD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_TPD4_TN.npy,11,0.048131082
5114,PAT_3975,audio,LM,TPD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_TPD5_TN.npy,11,0.07871414
5115,PAT_3975,audio,LM,TPG2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_TPG2_TN.npy,11,-0.11041265
5116,PAT_3975,audio,LM,TPG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_TPG3_TN.npy,11,0.0086555835
5117,PAT_3975,audio,LM,TPG4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_TPG4_TN.npy,11,0.018972393
5118,PAT_3975,audio,LM,TPG5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_TPG5_TN.npy,11,0.08059335
5119,PAT_3975,picture,LM,AD10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD10_TN.npy,10,-0.015237111
5120,PAT_3975,picture,LM,AD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD1_TN.npy,4,0.0754232
5121,PAT_3975,picture,LM,AD2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD2_TN.npy,4,0.058478944
5122,PAT_3975,picture,LM,AD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD3_TN.npy,4,0.057062652
5123,PAT_3975,picture,LM,AD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD4_TN.npy,4,0.157873
5124,PAT_3975,picture,LM,AD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD5_TN.npy,4,0.15241024
5125,PAT_3975,picture,LM,AD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD6_TN.npy,4,0.12673557
5126,PAT_3975,picture,LM,AD8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD8_TN.npy,4,0.09857636
5127,PAT_3975,picture,LM,AD9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD9_TN.npy,4,0.0845011
5128,PAT_3975,picture,LM,AG10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG10_TN.npy,10,0.015340696
5129,PAT_3975,picture,LM,AG11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG11_TN.npy,10,-0.0031156517
5130,PAT_3975,picture,LM,AG12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG12_TN.npy,10,0.10632268
5131,PAT_3975,picture,LM,AG1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG1_TN.npy,4,0.10082546
5132,PAT_3975,picture,LM,AG2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG2_TN.npy,4,0.18137015
5133,PAT_3975,picture,LM,AG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG3_TN.npy,4,-0.00842787
5134,PAT_3975,picture,LM,AG4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG4_TN.npy,10,0.049884755
