sample_idx,patient_id,condition,task,electrode,file_path,cluster_hierarchical_minus101,silhouette,contact_name,patient,name,hemi,x,y,z,is_wm
1623,EL042,audio,LM,STG_R5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R5_TN.npy,4,0.37391844,STGR5,EL042,STGR5,R,50.68310546875,-20.66184425354004,-7.635391235351562,0.0
1624,EL042,audio,LM,STG_R6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R6_TN.npy,4,0.7103249,STGR6,EL042,STGR6,R,55.188697814941406,-18.630077362060547,-6.383102416992188,0.0
1625,EL042,audio,LM,STG_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\audio\EL042_audio_WM_ERSP_STG_R9_TN.npy,4,0.681088,STGR9,EL042,STGR9,R,68.3993911743164,-15.753835678100586,2.6499876976013184,0.0
1649,EL042,picture,LM,A_R8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_A_R8_TN.npy,7,0.2777108,AR8,,,,,,,
1650,EL042,picture,LM,A_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_A_R9_TN.npy,7,0.3522993,AR9,EL042,AR9,R,50.65079879760742,-4.220525741577148,-32.39495086669922,0.0
1663,EL042,picture,LM,aH_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aH_R10_TN.npy,7,0.32207122,AHR10,EL042,AHR10,R,57.77927780151367,-24.97152137756348,-23.094465255737305,0.0
1664,EL042,picture,LM,aH_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aH_R11_TN.npy,7,0.33487797,AHR11,EL042,AHR11,R,58.70964431762695,-24.546161651611328,-21.53651428222656,0.0
1665,EL042,picture,LM,aH_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aH_R12_TN.npy,4,-0.34463295,AHR12,EL042,AHR12,R,64.81608581542969,-23.02212142944336,-20.34012222290039,0.0
1681,EL042,picture,LM,aI_R16,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R16_TN.npy,6,0.49781728,AIR16,,,,,,,
1682,EL042,picture,LM,aI_R17,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R17_TN.npy,6,0.4144484,AIR17,,,,,,,
1683,EL042,picture,LM,aI_R18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R18_TN.npy,4,0.081845164,AIR18,,,,,,,
1693,EL042,picture,LM,EntG_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R10_TN.npy,4,-0.04437201,ENTGR10,EL042,ENTGR10,R,54.475563049316406,3.5659000873565674,-36.253700256347656,0.0
1699,EL042,picture,LM,EntG_R6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R6_TN.npy,4,0.18024558,ENTGR6,EL042,ENTGR6,R,41.914180755615234,2.6398768424987797,-38.84741973876953,0.0
1700,EL042,picture,LM,EntG_R7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R7_TN.npy,4,0.7520953,ENTGR7,EL042,ENTGR7,R,43.96727752685547,2.415855884552002,-37.674598693847656,0.0
1701,EL042,picture,LM,EntG_R8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R8_TN.npy,4,0.28602418,ENTGR8,EL042,ENTGR8,R,47.477237701416016,1.3660476207733154,-36.61894607543945,0.0
1702,EL042,picture,LM,EntG_R9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R9_TN.npy,9,0.079707466,ENTGR9,EL042,ENTGR9,R,49.129371643066406,2.196029663085937,-37.143463134765625,0.0
1720,EL042,picture,LM,pH_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_pH_R12_TN.npy,9,0.003935967,PHR12,EL042,PHR12,R,55.54041290283203,-53.319602966308594,-4.869793891906738,0.0
1725,EL042,picture,LM,pH_R5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_pH_R5_TN.npy,9,-0.14927883,PHR5,EL042,PHR5,R,40.92194747924805,-36.375518798828125,-25.373367309570312,0.0
1808,EL042,reading,LM,EntG_R7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_EntG_R7_TN.npy,8,0.35560942,ENTGR7,EL042,ENTGR7,R,43.96727752685547,2.415855884552002,-37.674598693847656,0.0
1826,EL042,reading,LM,pH_R10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R10_TN.npy,8,0.3922753,PHR10,EL042,PHR10,R,57.22886276245117,-48.30538177490234,-11.341259956359863,0.0
1827,EL042,reading,LM,pH_R11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R11_TN.npy,8,0.32735974,PHR11,EL042,PHR11,R,58.59886932373047,-49.297584533691406,-13.001924514770508,0.0
1828,EL042,reading,LM,pH_R12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R12_TN.npy,9,0.35437444,PHR12,EL042,PHR12,R,55.54041290283203,-53.319602966308594,-4.869793891906738,0.0
1852,EL043,audio,LM,Hip_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L7_TN.npy,9,0.34271854,HIPL7,,,,,,,
1853,EL043,audio,LM,Hip_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L8_TN.npy,9,0.36470157,HIPL8,,,,,,,
1854,EL043,audio,LM,Hip_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L9_TN.npy,9,0.39641452,HIPL9,,,,,,,
1874,EL043,audio,LM,iSMG_L2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L2_TN.npy,9,0.33452892,ISMGL2,,,,,,,
1875,EL043,audio,LM,iSMG_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L3_TN.npy,9,0.34321618,ISMGL3,,,,,,,
1879,EL043,audio,LM,ITG_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_ITG_L10_TN.npy,9,0.2197831,ITGL10,,,,,,,
1921,EL043,audio,LM,STG_L2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_STG_L2_TN.npy,9,0.28182253,STGL2,,,,,,,
1922,EL043,audio,LM,STG_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_STG_L3_TN.npy,9,0.10792902,STGL3,,,,,,,
1941,EL043,picture,LM,IOG_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L11_TN.npy,4,0.6259675,IOGL11,,,,,,,
1946,EL043,picture,LM,IOG_L4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L4_TN.npy,9,-0.30616578,IOGL4,,,,,,,
1947,EL043,picture,LM,IOG_L5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L5_TN.npy,9,0.0071152584,IOGL5,,,,,,,
1948,EL043,picture,LM,IOG_L6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L6_TN.npy,9,0.22759327,IOGL6,,,,,,,
1949,EL043,picture,LM,IOG_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L7_TN.npy,9,0.32062215,IOGL7,,,,,,,
1950,EL043,picture,LM,IOG_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L8_TN.npy,9,0.31089354,IOGL8,,,,,,,
1960,EL043,picture,LM,iSMG_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_iSMG_L3_TN.npy,4,0.6007632,ISMGL3,,,,,,,
2017,EL043,reading,LM,A_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_A_L8_TN.npy,4,0.635956,AL8,,,,,,,
2018,EL043,reading,LM,A_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_A_L9_TN.npy,4,0.73438114,AL9,,,,,,,
2022,EL043,reading,LM,Hip_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_Hip_L7_TN.npy,4,0.7438807,HIPL7,,,,,,,
2023,EL043,reading,LM,Hip_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_Hip_L8_TN.npy,4,0.7333282,HIPL8,,,,,,,
2024,EL043,reading,LM,Hip_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_Hip_L9_TN.npy,4,0.73065954,HIPL9,,,,,,,
2025,EL043,reading,LM,IOG_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L10_TN.npy,4,0.68654174,IOGL10,,,,,,,
2026,EL043,reading,LM,IOG_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L11_TN.npy,4,0.6714196,IOGL11,,,,,,,
2031,EL043,reading,LM,IOG_L4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L4_TN.npy,9,0.12160667,IOGL4,,,,,,,
2032,EL043,reading,LM,IOG_L5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L5_TN.npy,8,0.28240588,IOGL5,,,,,,,
2033,EL043,reading,LM,IOG_L6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L6_TN.npy,8,0.35014588,IOGL6,,,,,,,
2034,EL043,reading,LM,IOG_L7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L7_TN.npy,4,0.2171971,IOGL7,,,,,,,
2035,EL043,reading,LM,IOG_L8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L8_TN.npy,9,0.1806444,IOGL8,,,,,,,
2044,EL043,reading,LM,iSMG_L2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_iSMG_L2_TN.npy,4,0.29966116,ISMGL2,,,,,,,
2045,EL043,reading,LM,iSMG_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_iSMG_L3_TN.npy,9,0.36126247,ISMGL3,,,,,,,
2049,EL043,reading,LM,ITG_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_ITG_L10_TN.npy,9,0.3696792,ITGL10,,,,,,,
2053,EL043,reading,LM,ITG_L4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_ITG_L4_TN.npy,9,0.05840518,ITGL4,,,,,,,
2097,EL045,audio,LM,A_L10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L10_TN.npy,9,0.15735088,AL10,EL045,AL10,L,-57.3615837097168,-12.236967086791992,-28.1146297454834,0.0
2098,EL045,audio,LM,A_L11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L11_TN.npy,9,0.07463667,AL11,EL045,AL11,L,-61.54560470581055,-8.869102478027344,-27.469463348388672,0.0
2099,EL045,audio,LM,A_L12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L12_TN.npy,9,0.34795266,AL12,EL045,AL12,L,-61.8146858215332,-7.954176425933838,-27.26358985900879,0.0
2102,EL045,audio,LM,A_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L3_TN.npy,4,0.38731787,AL3,EL045,AL3,L,-31.007022857666016,-12.186193466186523,-23.90969467163086,0.0
2103,EL045,audio,LM,A_L4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L4_TN.npy,4,0.43371797,AL4,EL045,AL4,L,-35.4900016784668,-13.1752290725708,-22.751953125,0.0
2286,EL045,picture,LM,TTG_L3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_TTG_L3_TN.npy,4,0.30237684,TTGL3,EL045,TTGL3,L,-51.93186569213867,-23.08782386779785,2.438995838165283,0.0
2352,EL045,reading,LM,EntG_L9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L9_TN.npy,9,0.21208988,ENTGL9,EL045,ENTGL9,L,-52.81233978271485,-2.941513061523437,-35.22919845581055,0.0
2440,PAT_2868,picture,LM,IDP4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_2868\LM\ERSP_matrix\picture\PAT_2868_picture_WM_ERSP_IDP4_TN.npy,9,0.25990292,IDP4,,,,,,,
2499,PAT_2868,reading,LM,PPI1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_2868\LM\ERSP_matrix\reading\PAT_2868_reading_WM_ERSP_PPI1_TN.npy,9,0.31413817,PPI1,,,,,,,
2500,PAT_2868,reading,LM,PPI3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_2868\LM\ERSP_matrix\reading\PAT_2868_reading_WM_ERSP_PPI3_TN.npy,4,0.7345567,PPI3,PAT_2868,PPI3,L,-39.73353576660156,-50.557254791259766,38.26206588745117,0.0
2593,PAT_3066,audio,LM,HAG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\audio\PAT_3066_audio_WM_ERSP_HAG1_TN.npy,4,0.7317733,HAG1,PAT_3066,HAG1,L,-30.635177612304688,-21.45437240600586,-18.63860511779785,0.0
2594,PAT_3066,audio,LM,HAG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\audio\PAT_3066_audio_WM_ERSP_HAG2_TN.npy,4,0.6298026,HAG2,PAT_3066,HAG2,L,-30.14923095703125,-28.233102798461918,-25.061771392822266,0.0
2653,PAT_3066,audio,LM,STG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\audio\PAT_3066_audio_WM_ERSP_STG3_TN.npy,4,0.6874471,STG3,PAT_3066,STG3,L,-50.589942932128906,-38.92311477661133,-0.050840325653553,0.0
2654,PAT_3066,audio,LM,STG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\audio\PAT_3066_audio_WM_ERSP_STG4_TN.npy,4,0.7400035,STG4,PAT_3066,STG4,L,-52.34953689575195,-36.26044464111328,-1.404496431350708,0.0
2659,PAT_3066,audio,LM,TIG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\audio\PAT_3066_audio_WM_ERSP_TIG2_TN.npy,4,0.72983193,TIG2,PAT_3066,TIG2,L,-45.47694396972656,-42.67713165283203,-21.43268203735352,0.0
2660,PAT_3066,audio,LM,TIG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\audio\PAT_3066_audio_WM_ERSP_TIG4_TN.npy,4,0.7623727,TIG4,PAT_3066,TIG4,L,-57.21297073364258,-40.001441955566406,-18.695255279541016,0.0
2673,PAT_3066,picture,LM,AD9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_AD9_TN.npy,4,0.56407475,AD9,PAT_3066,AD9,R,49.22769546508789,-5.568273067474365,-32.22338104248047,0.0
2674,PAT_3066,picture,LM,AG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_AG10_TN.npy,4,0.54198116,AG10,PAT_3066,AG10,L,-57.86468505859375,0.6006012558937073,-31.83233070373535,0.0
2687,PAT_3066,picture,LM,CAD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_CAD1_TN.npy,4,0.5684968,CAD1,PAT_3066,CAD1,R,2.484096050262451,24.389142990112305,17.54059600830078,0.0
2688,PAT_3066,picture,LM,CAD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_CAD4_TN.npy,4,0.41872695,CAD4,PAT_3066,CAD4,R,10.12087345123291,31.2883358001709,25.088275909423828,0.0
2689,PAT_3066,picture,LM,CAD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_CAD5_TN.npy,4,0.4730748,CAD5,,,,,,,
