sample_idx,patient_id,condition,task,electrode,file_path,cluster_hierarchical_minus101,silhouette,contact_name,patient,name,hemi,x,y,z,is_wm
4982,PAT_3975,audio,LM,CPG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_CPG7_TN.npy,4,0.6482502,CPG7,,,,,,,
4983,PAT_3975,audio,LM,CPG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_CPG8_TN.npy,4,0.5486484,CPG8,,,,,,,
4984,PAT_3975,audio,LM,CPG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_CPG9_TN.npy,4,0.54179865,CPG9,,,,,,,
4985,PAT_3975,audio,LM,FOD10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOD10_TN.npy,4,0.743889,FOD10,,,,,,,
4986,PAT_3975,audio,LM,FOD15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOD15_TN.npy,4,0.78006494,FOD15,PAT_3975,FOD15,R,57.91968536376953,4.416566371917725,35.490081787109375,0.0
4987,PAT_3975,audio,LM,FOD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOD1_TN.npy,4,0.76971865,FOD1,PAT_3975,FOD1,R,52.0632209777832,-5.49666690826416,-18.30292510986328,0.0
4991,PAT_3975,audio,LM,FOD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOD8_TN.npy,4,0.75268555,FOD8,,,,,,,
4992,PAT_3975,audio,LM,FOG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG11_TN.npy,4,0.7618953,FOG11,PAT_3975,FOG11,L,-27.25922203063965,2.9437367916107178,-14.944343566894531,0.0
4993,PAT_3975,audio,LM,FOG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG12_TN.npy,4,0.6844714,FOG12,PAT_3975,FOG12,L,-5.270453453063965,1.5201843976974487,-13.959426879882812,0.0
4994,PAT_3975,audio,LM,FOG13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG13_TN.npy,4,0.38974538,FOG13,PAT_3975,FOG13,L,-46.40899658203125,3.4063103199005127,-37.14634323120117,0.0
4995,PAT_3975,audio,LM,FOG14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG14_TN.npy,4,0.5069701,FOG14,PAT_3975,FOG14,L,-48.481101989746094,7.126977443695068,-1.9567058086395264,0.0
5000,PAT_3975,audio,LM,FOG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG5_TN.npy,4,0.77203023,FOG5,,,,,,,
5001,PAT_3975,audio,LM,FOG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_FOG6_TN.npy,4,0.72084886,FOG6,,,,,,,
5021,PAT_3975,audio,LM,HAG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG6_TN.npy,4,0.73274654,HAG6,,,,,,,
5022,PAT_3975,audio,LM,HAG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_HAG8_TN.npy,4,0.75310993,HAG8,PAT_3975,HAG8,L,-65.55242156982422,-32.80518341064453,26.33481979370117,0.0
5027,PAT_3975,audio,LM,IAD14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD14_TN.npy,4,0.7770437,IAD14,,,,,,,
5028,PAT_3975,audio,LM,IAD15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD15_TN.npy,4,0.77366406,IAD15,PAT_3975,IAD15,R,2.579819202423096,16.311296463012695,32.055965423583984,0.0
5029,PAT_3975,audio,LM,IAD16,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD16_TN.npy,4,0.7516553,IAD16,PAT_3975,IAD16,R,53.2790412902832,5.120224952697754,-1.5886529684066772,0.0
5030,PAT_3975,audio,LM,IAD17,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD17_TN.npy,4,0.7103874,IAD17,PAT_3975,IAD17,R,38.399696350097656,2.392632246017456,6.693303108215332,0.0
5031,PAT_3975,audio,LM,IAD18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD18_TN.npy,4,0.48295256,IAD18,PAT_3975,IAD18,R,63.24837493896485,-2.490775346755981,9.16032600402832,0.0
5032,PAT_3975,audio,LM,IAD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD1_TN.npy,4,0.58623683,IAD1,PAT_3975,IAD1,R,52.51793670654297,-12.037193298339844,-28.7138671875,0.0
5037,PAT_3975,audio,LM,IAD6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD6_TN.npy,4,0.7779434,IAD6,PAT_3975,IAD6,R,41.86750030517578,-2.30027437210083,5.963738918304443,0.0
5038,PAT_3975,audio,LM,IAD7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD7_TN.npy,4,0.7766006,IAD7,PAT_3975,IAD7,R,64.15314483642578,-4.927165985107422,8.728189468383789,0.0
5039,PAT_3975,audio,LM,IAD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD8_TN.npy,4,0.67825955,IAD8,,,,,,,
5040,PAT_3975,audio,LM,IAD9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAD9_TN.npy,4,0.7044003,IAD9,,,,,,,
5045,PAT_3975,audio,LM,IAG14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG14_TN.npy,4,0.68374056,IAG14,,,,,,,
5046,PAT_3975,audio,LM,IAG15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG15_TN.npy,4,0.77826834,IAG15,,,,,,,
5047,PAT_3975,audio,LM,IAG16,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG16_TN.npy,4,0.7761866,IAG16,PAT_3975,IAG16,L,-24.983497619628903,11.280797004699709,51.27645111083984,0.0
5048,PAT_3975,audio,LM,IAG17,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG17_TN.npy,4,0.7767293,IAG17,PAT_3975,IAG17,L,0.6193059682846069,-10.253798484802246,21.03363037109375,0.0
5049,PAT_3975,audio,LM,IAG18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IAG18_TN.npy,4,0.75834227,IAG18,PAT_3975,IAG18,L,-49.67171859741211,-8.206960678100586,25.92864990234375,0.0
5056,PAT_3975,audio,LM,IMD13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD13_TN.npy,4,0.77060354,IMD13,,,,,,,
5057,PAT_3975,audio,LM,IMD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMD1_TN.npy,4,0.73959917,IMD1,PAT_3975,IMD1,R,33.642127990722656,-9.348955154418944,58.658241271972656,0.0
5068,PAT_3975,audio,LM,IMG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG1_TN.npy,4,0.75455135,IMG1,PAT_3975,IMG1,L,-21.41748046875,-1.136255145072937,60.26038360595703,0.0
5069,PAT_3975,audio,LM,IMG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG2_TN.npy,4,0.50815535,IMG2,PAT_3975,IMG2,L,-65.162353515625,-13.13342571258545,0.2175666987895965,0.0
5071,PAT_3975,audio,LM,IMG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_IMG6_TN.npy,4,-0.07411757,IMG6,,,,,,,
5080,PAT_3975,audio,LM,PHD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHD5_TN.npy,4,0.7515022,PHD5,,,,,,,
5090,PAT_3975,audio,LM,PHG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG5_TN.npy,4,0.7379308,PHG5,PAT_3975,PHG5,L,-27.580495834350582,-27.86773109436035,51.44612503051758,0.0
5091,PAT_3975,audio,LM,PHG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG6_TN.npy,4,0.7648156,PHG6,PAT_3975,PHG6,L,-38.75897979736328,-35.910682678222656,46.38238906860352,0.0
5092,PAT_3975,audio,LM,PHG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\audio\PAT_3975_audio_WM_ERSP_PHG7_TN.npy,4,0.752798,PHG7,PAT_3975,PHG7,L,-5.145060062408447,-36.11463165283203,51.93376541137695,0.0
5103,PAT_3975,picture,LM,AD10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD10_TN.npy,4,0.7577966,AD10,PAT_3975,AD10,R,44.795928955078125,-7.0937700271606445,57.84206008911133,0.0
5110,PAT_3975,picture,LM,AD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD8_TN.npy,4,0.74611354,AD8,,,,,,,
5111,PAT_3975,picture,LM,AD9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AD9_TN.npy,4,0.63763857,AD9,PAT_3975,AD9,R,44.795928955078125,-7.0937700271606445,57.84206008911133,0.0
5117,PAT_3975,picture,LM,AG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG3_TN.npy,4,0.72563505,AG3,PAT_3975,AG3,L,-35.39628601074219,-16.231950759887695,-18.58853912353516,0.0
5118,PAT_3975,picture,LM,AG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG4_TN.npy,4,0.7815239,AG4,PAT_3975,AG4,L,-59.8709716796875,-13.192540168762209,-7.808754920959473,0.0
5119,PAT_3975,picture,LM,AG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG5_TN.npy,4,0.7754561,AG5,PAT_3975,AG5,L,-9.79759407043457,-2.4025912284851074,42.215065002441406,0.0
5120,PAT_3975,picture,LM,AG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG7_TN.npy,4,0.7357703,AG7,PAT_3975,AG7,L,-16.573278427124023,-16.487430572509766,-27.10148048400879,0.0
5121,PAT_3975,picture,LM,AG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_AG8_TN.npy,4,0.74471843,AG8,,,,,,,
5126,PAT_3975,picture,LM,CPD13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPD13_TN.npy,4,0.77301866,CPD13,PAT_3975,CPD13,R,21.002609252929688,-50.7286262512207,-2.312415599822998,0.0
5127,PAT_3975,picture,LM,CPD14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPD14_TN.npy,4,0.73529994,CPD14,PAT_3975,CPD14,R,45.98892974853516,-63.64986038208008,-4.255753993988037,0.0
5128,PAT_3975,picture,LM,CPD15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPD15_TN.npy,4,0.7265564,CPD15,PAT_3975,CPD15,R,27.025537490844727,-55.58124542236328,-8.033266067504883,0.0
5129,PAT_3975,picture,LM,CPD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPD1_TN.npy,4,0.7458269,CPD1,,,,,,,
5130,PAT_3975,picture,LM,CPD2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPD2_TN.npy,4,0.28653672,CPD2,,,,,,,
5131,PAT_3975,picture,LM,CPD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPD3_TN.npy,4,0.75115585,CPD3,,,,,,,
5132,PAT_3975,picture,LM,CPD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPD4_TN.npy,4,0.7589361,CPD4,,,,,,,
5133,PAT_3975,picture,LM,CPD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPD5_TN.npy,4,0.7377367,CPD5,,,,,,,
5134,PAT_3975,picture,LM,CPD9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPD9_TN.npy,4,0.75705826,CPD9,PAT_3975,CPD9,R,4.903626441955566,-54.51915740966797,22.15882682800293,0.0
5135,PAT_3975,picture,LM,CPG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPG11_TN.npy,4,0.7638119,CPG11,PAT_3975,CPG11,L,-7.669192314147949,-43.263938903808594,61.91267776489258,0.0
5136,PAT_3975,picture,LM,CPG13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPG13_TN.npy,4,0.7780795,CPG13,PAT_3975,CPG13,L,-11.646894454956056,-42.4255485534668,61.29252243041992,0.0
5137,PAT_3975,picture,LM,CPG14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPG14_TN.npy,4,0.47720233,CPG14,PAT_3975,CPG14,L,-15.140602111816406,-42.4898681640625,57.38239288330078,0.0
5138,PAT_3975,picture,LM,CPG15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\picture\PAT_3975_picture_WM_ERSP_CPG15_TN.npy,4,0.61022305,CPG15,PAT_3975,CPG15,L,-33.37206268310547,-38.60151290893555,47.43830490112305,0.0
5361,PAT_3975,reading,LM,IAD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_IAD4_TN.npy,4,0.69907826,IAD4,PAT_3975,IAD4,R,23.953144073486328,17.58279037475586,53.83830642700195,0.0
5395,PAT_3975,reading,LM,IMG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_IMG2_TN.npy,4,0.76777804,IMG2,PAT_3975,IMG2,L,-65.162353515625,-13.13342571258545,0.2175666987895965,0.0
5586,PAT_5515,picture,LM,CMD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5515\LM\ERSP_matrix\picture\PAT_5515_picture_WM_ERSP_CMD1_TN.npy,4,0.7724792,CMD1,,,,,,,
5600,PAT_5515,picture,LM,FMD7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5515\LM\ERSP_matrix\picture\PAT_5515_picture_WM_ERSP_FMD7_TN.npy,4,0.75385374,FMD7,PAT_5515,FMD7,R,50.71274566650391,31.09450912475586,24.27744674682617,0.0
5601,PAT_5515,picture,LM,FMD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5515\LM\ERSP_matrix\picture\PAT_5515_picture_WM_ERSP_FMD8_TN.npy,4,0.75035816,FMD8,PAT_5515,FMD8,R,51.19884490966797,30.6852970123291,26.947025299072266,0.0
5618,PAT_5515,picture,LM,FPD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5515\LM\ERSP_matrix\picture\PAT_5515_picture_WM_ERSP_FPD5_TN.npy,4,0.755456,FPD5,PAT_5515,FPD5,R,31.59731674194336,52.83343505859375,2.9000415802001958,0.0
5625,PAT_5515,picture,LM,HAD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5515\LM\ERSP_matrix\picture\PAT_5515_picture_WM_ERSP_HAD3_TN.npy,4,0.53749675,HAD3,PAT_5515,HAD3,R,33.39035415649414,-25.09231185913086,-24.54530334472656,0.0
5626,PAT_5515,picture,LM,HAD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5515\LM\ERSP_matrix\picture\PAT_5515_picture_WM_ERSP_HAD4_TN.npy,4,0.77760637,HAD4,PAT_5515,HAD4,R,36.10792922973633,-24.134206771850582,-25.219884872436523,0.0
5627,PAT_5515,picture,LM,HAG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5515\LM\ERSP_matrix\picture\PAT_5515_picture_WM_ERSP_HAG1_TN.npy,4,0.68807817,HAG1,PAT_5515,HAG1,L,-30.314584732055664,-16.82427406311035,-21.047969818115234,0.0
5631,PAT_5515,picture,LM,HAG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5515\LM\ERSP_matrix\picture\PAT_5515_picture_WM_ERSP_HAG5_TN.npy,4,0.74041265,HAG5,PAT_5515,HAG5,L,-52.4713134765625,-16.580944061279297,-15.399490356445312,0.0
