sample_idx,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
0,1,2,1,4,12,6,1,14,14,0,9
1,1,2,1,4,12,6,1,14,14,0,9
2,1,2,1,4,12,6,1,14,14,0,9
3,1,2,1,4,12,6,1,14,14,0,9
4,1,2,1,4,12,6,1,14,14,0,9
5,1,2,1,4,12,6,1,14,14,0,9
6,3,9,3,9,6,5,4,9,10,12,10
7,1,2,1,4,0,10,1,16,14,3,15
8,1,2,1,4,12,6,1,14,14,0,9
9,1,2,1,4,12,6,1,14,14,0,15
10,1,2,1,4,12,6,1,14,14,0,9
11,1,2,1,4,12,6,1,14,14,0,9
12,1,2,1,4,12,6,1,14,14,0,9
13,1,2,1,4,12,6,1,14,14,0,9
14,3,2,1,4,0,10,1,16,14,3,15
15,3,2,1,4,0,10,1,16,14,3,15
16,5,2,1,4,0,10,1,16,14,3,15
17,5,6,1,4,8,3,10,2,12,4,18
18,5,6,1,4,8,3,10,2,12,4,18
19,1,2,1,4,12,6,1,14,14,0,9
20,1,2,1,4,12,6,1,14,14,0,9
21,1,2,1,4,12,6,1,14,14,0,9
22,3,5,3,9,1,5,4,9,10,12,10
23,3,9,3,9,6,5,4,9,10,12,10
24,3,9,3,9,6,5,4,9,10,12,10
25,1,2,1,4,12,6,1,14,14,0,9
26,1,2,1,4,12,6,1,14,14,0,9
27,1,2,1,4,12,6,1,14,14,0,9
28,1,2,1,4,12,6,1,14,14,0,9
29,1,2,1,4,12,6,1,14,14,0,9
30,1,2,1,4,12,6,1,14,14,0,9
31,2,0,4,12,11,7,15,4,8,2,11
32,3,2,1,4,0,10,1,16,14,3,15
33,1,2,1,4,0,10,1,16,14,3,15
34,1,2,1,4,0,10,1,16,14,3,15
35,2,0,4,1,11,7,15,4,8,2,17
36,3,0,4,12,0,10,15,16,8,3,15
37,3,2,1,4,0,10,1,16,14,3,15
38,3,2,1,4,0,10,1,16,14,3,15
39,3,2,1,4,0,10,1,16,14,3,15
40,3,2,3,9,0,10,4,9,10,3,10
41,3,2,3,9,0,5,4,9,10,12,10
42,1,2,1,4,12,6,1,14,14,0,9
43,1,2,1,4,12,6,1,14,14,0,9
44,1,2,1,4,12,6,1,14,14,0,9
45,1,2,1,4,12,6,1,14,14,0,9
46,7,8,2,2,5,11,14,6,5,6,1
47,7,8,2,11,5,2,7,6,5,6,6
48,1,8,2,11,12,11,7,14,5,0,6
49,1,8,2,2,12,11,14,14,5,0,1
50,1,8,2,2,12,11,14,14,5,0,1
51,1,8,2,2,12,11,14,14,5,0,1
52,7,5,2,1,1,1,0,4,2,16,12
53,7,5,2,2,1,1,0,6,13,6,12
54,7,5,2,2,1,1,0,3,13,10,12
55,7,8,2,2,5,11,14,6,13,6,12
56,7,8,2,2,5,11,14,6,1,6,1
57,7,8,2,2,5,11,14,6,1,6,1
58,7,8,2,2,5,11,14,6,1,6,1
59,7,8,2,2,5,11,14,6,5,6,1
60,5,6,5,6,3,9,12,15,17,15,0
61,5,6,5,6,3,9,12,15,17,15,0
62,5,6,5,6,3,9,12,15,17,15,0
63,2,5,6,7,1,1,0,3,13,10,12
64,2,5,6,1,1,1,0,3,2,10,12
65,7,8,4,2,5,11,14,6,1,6,1
66,7,8,2,2,5,11,14,6,1,6,1
67,7,8,2,2,5,11,14,6,1,6,1
68,7,5,6,7,1,1,0,3,13,10,12
69,2,5,4,12,1,1,0,4,2,16,12
70,7,8,2,2,5,1,0,6,13,6,12
71,2,0,4,12,1,7,15,10,13,10,12
72,7,8,2,2,5,11,14,6,13,10,12
73,7,8,2,2,5,11,14,6,1,6,1
74,7,8,2,2,5,11,14,6,1,6,12
75,7,8,2,11,6,2,7,1,7,5,6
76,2,0,4,12,11,7,15,4,8,2,11
77,2,0,4,12,11,7,15,10,8,2,11
78,2,0,4,12,11,7,15,10,8,2,11
79,2,0,4,12,11,7,15,10,8,2,11
80,2,5,4,12,1,7,15,3,8,10,12
81,2,0,4,12,11,7,15,10,8,2,11
82,2,5,4,1,1,1,15,4,2,16,12
83,2,5,6,7,1,1,6,3,13,10,12
84,2,5,6,12,1,1,0,3,13,10,12
85,2,5,6,12,1,1,0,3,13,10,12
86,0,1,6,7,1,1,6,3,13,10,12
87,0,1,0,10,2,13,8,12,9,9,16
88,0,1,0,10,2,13,8,12,9,9,16
89,2,0,4,12,11,7,15,10,8,2,11
90,2,0,4,12,11,7,15,10,8,2,11
91,2,0,4,12,11,7,15,10,8,2,11
92,8,7,7,0,7,12,13,11,4,18,3
93,8,7,7,0,7,12,13,11,4,18,3
94,8,9,2,0,7,12,13,11,4,18,3
95,7,8,2,11,5,2,7,11,7,6,3
96,7,8,2,11,5,2,7,6,7,6,6
97,0,1,0,7,2,13,8,12,9,9,16
98,0,1,0,10,2,13,8,12,9,9,16
99,0,1,0,7,2,13,8,12,9,9,16
100,9,7,6,7,9,8,8,13,6,17,16
101,2,5,9,1,13,1,8,5,2,16,17
102,9,5,6,3,1,1,8,3,6,17,14
103,1,9,2,11,12,6,7,14,5,0,6
104,1,9,2,11,12,6,7,14,5,0,9
105,1,9,2,11,12,6,7,14,5,0,9
106,1,9,2,11,12,6,7,14,5,0,9
107,1,8,2,11,12,6,7,14,5,0,9
108,1,8,2,11,12,6,7,14,5,0,9
109,8,9,3,11,6,2,7,1,7,5,6
110,7,9,2,11,6,2,7,1,7,5,6
111,7,9,2,11,6,2,7,1,7,5,6
112,7,9,2,11,6,2,7,1,7,5,6
113,7,9,2,11,6,2,7,1,7,5,6
114,7,9,2,11,6,2,7,1,5,5,6
115,7,9,2,11,6,2,7,1,5,5,6
116,1,9,3,11,12,2,7,14,5,12,6
117,1,9,2,11,12,6,7,14,5,0,6
118,2,5,9,1,13,1,0,4,2,16,17
119,2,5,9,1,13,1,0,4,2,16,17
120,2,0,4,12,11,7,15,10,8,2,11
121,2,0,4,12,11,7,15,10,8,2,11
122,2,0,4,12,11,7,15,10,8,2,11
123,8,7,7,0,7,12,13,11,4,18,3
124,9,7,6,3,9,8,3,13,6,7,14
125,1,9,3,11,12,2,7,14,5,12,6
126,1,9,3,11,12,6,7,14,5,0,9
127,1,8,2,11,12,6,7,14,5,0,9
128,7,5,6,7,1,8,6,3,13,10,12
129,7,9,3,11,6,2,7,1,7,5,6
130,3,9,3,9,6,5,4,9,10,12,10
131,3,9,3,9,6,5,4,9,10,12,10
132,3,9,3,9,6,5,4,9,10,12,10
133,7,9,2,11,6,2,7,1,5,5,6
134,1,9,2,11,12,2,7,14,5,0,6
135,1,9,2,11,6,2,7,1,5,5,6
136,1,9,3,11,6,2,7,9,10,12,6
137,2,0,4,12,11,7,15,10,8,2,11
138,2,0,4,12,11,7,15,10,8,2,11
139,2,0,4,12,11,7,15,10,8,2,11
140,2,0,4,12,11,7,15,10,8,2,11
141,1,0,4,12,11,7,15,10,8,2,11
142,1,0,4,11,12,7,7,10,5,2,6
143,2,0,4,12,11,7,15,10,8,2,11
144,2,0,4,12,11,7,15,10,8,2,11
145,2,0,4,12,11,7,15,10,8,2,11
146,2,0,4,12,11,7,15,10,8,2,11
147,2,0,4,12,11,7,15,10,8,2,11
148,2,0,4,12,11,7,15,10,8,2,11
149,7,9,2,11,6,2,7,1,5,5,6
150,7,8,2,11,6,2,7,6,5,6,6
151,2,0,4,12,11,7,15,4,8,2,12
152,2,5,4,12,1,1,0,3,13,10,12
153,7,5,6,1,1,1,0,3,13,10,12
154,2,5,4,12,1,1,0,3,13,10,12
155,2,5,6,3,1,1,0,3,2,10,12
156,2,5,6,3,1,1,0,3,2,10,12
157,2,5,6,1,1,1,0,4,2,16,12
158,2,0,4,12,11,7,15,10,8,2,11
159,1,9,2,11,6,2,7,1,5,5,6
160,1,9,2,11,12,2,7,1,5,5,6
161,2,5,9,1,13,1,15,4,2,16,17
162,2,0,4,12,1,7,15,10,8,2,11
163,2,0,4,12,11,7,15,10,8,2,11
164,9,7,7,0,9,12,13,13,6,7,14
165,8,9,7,0,7,12,13,11,4,18,2
166,1,9,3,11,12,6,7,14,5,0,9
167,1,9,2,11,12,6,7,14,5,0,9
168,1,9,2,11,12,6,7,14,5,0,9
169,1,9,2,11,12,6,7,14,5,0,9
170,8,7,6,3,13,1,3,5,2,7,3
171,5,10,8,8,0,14,2,0,15,8,5
172,2,10,8,8,1,14,2,0,15,8,5
173,3,10,8,8,0,14,2,0,15,8,5
174,3,10,8,8,0,14,2,0,15,8,5
175,3,10,8,8,0,14,2,0,15,8,5
176,3,10,8,8,0,14,2,0,15,8,5
177,3,10,8,8,0,14,2,0,15,8,5
178,3,10,8,8,0,14,2,0,15,8,5
179,3,10,8,8,0,14,2,0,15,8,5
180,2,10,8,8,11,14,2,0,15,8,5
181,3,10,8,8,0,14,2,0,15,8,5
182,3,10,8,8,0,14,2,0,15,8,5
183,3,10,8,8,0,14,2,0,15,8,5
184,3,10,8,8,0,14,2,0,15,8,5
185,3,10,8,8,0,14,2,0,15,8,5
186,3,10,8,8,0,14,2,0,15,8,5
187,3,10,8,8,0,14,2,0,15,8,5
188,2,10,8,8,11,14,2,0,15,8,5
189,2,10,8,8,11,14,2,0,15,8,5
190,3,10,8,8,0,14,2,0,15,8,5
191,2,10,8,8,11,14,2,0,15,8,5
192,3,10,8,8,0,14,2,0,15,8,5
193,3,10,8,8,0,14,2,0,15,8,5
194,3,10,8,8,0,14,2,0,15,8,5
195,7,8,2,2,5,11,14,6,1,6,1
196,7,8,2,2,5,11,14,6,1,6,1
197,0,8,0,2,5,11,14,6,13,6,1
198,7,8,2,2,5,11,14,6,1,6,1
199,7,8,2,2,5,11,14,6,1,6,1
200,7,8,2,2,5,11,14,6,1,6,1
201,7,8,2,2,5,11,14,6,1,6,1
202,7,8,2,2,5,11,14,6,1,6,1
203,7,8,2,2,5,11,14,6,1,6,1
204,7,8,2,2,5,11,14,6,1,6,1
205,2,0,4,12,1,7,15,10,13,10,12
206,7,5,2,1,5,1,0,4,2,6,17
207,7,8,2,2,5,11,14,6,1,6,1
208,2,0,4,12,1,7,15,4,8,10,12
209,2,0,4,12,11,7,15,4,8,10,12
210,2,8,4,12,5,1,0,6,1,6,12
211,7,5,2,2,5,1,0,6,13,6,12
212,7,8,2,2,5,11,14,6,1,6,1
213,7,8,2,2,5,11,14,6,1,6,3
214,7,8,2,2,5,11,14,6,1,6,1
215,7,8,2,2,5,11,14,6,1,6,1
216,7,8,2,2,5,11,14,6,1,6,1
217,7,8,2,2,5,11,14,6,1,6,1
218,2,0,4,12,1,7,15,10,13,10,12
219,7,8,4,2,5,11,14,6,1,6,12
220,7,8,2,2,5,11,14,6,1,6,1
221,7,8,2,2,5,11,14,6,1,6,1
222,7,8,2,2,5,11,14,6,1,6,1
223,7,8,2,2,5,11,14,6,1,6,1
224,7,8,2,2,5,11,14,6,1,6,1
225,7,8,2,2,5,11,14,6,1,6,1
226,7,8,2,2,5,11,14,6,1,6,1
227,2,0,4,12,11,7,15,10,8,2,11
228,2,0,4,12,11,7,15,10,8,2,11
229,7,8,2,2,5,11,14,6,1,6,1
230,7,5,6,7,1,1,0,3,13,7,12
231,9,7,7,0,9,8,13,13,6,7,3
232,7,5,6,7,1,1,6,3,13,10,12
233,2,0,4,12,5,11,15,6,1,6,12
234,2,0,4,12,11,7,15,10,8,2,11
235,2,0,4,12,5,7,15,6,8,6,11
236,7,8,2,2,5,11,14,6,1,6,1
237,7,5,2,7,1,1,0,3,13,6,12
238,7,5,6,12,1,1,0,3,13,10,12
239,7,5,6,7,1,1,0,3,13,10,12
240,8,7,7,0,9,1,0,5,4,7,3
241,7,8,4,2,5,11,14,6,1,6,12
242,7,8,4,2,5,11,14,6,1,6,1
243,2,0,4,2,5,11,15,6,1,6,11
244,2,0,4,12,11,7,15,10,8,2,11
245,9,7,6,3,9,8,3,13,6,7,14
246,9,7,7,3,9,8,13,13,6,7,3
247,8,7,7,0,9,8,13,11,4,7,3
248,8,7,7,0,9,8,13,11,4,7,3
249,7,5,9,1,13,1,0,4,2,16,17
250,7,8,2,2,5,11,14,6,1,6,1
251,7,8,2,2,5,11,14,6,1,6,1
252,8,7,6,7,9,1,0,3,4,17,3
253,7,8,9,2,5,1,0,6,1,6,1
254,7,8,9,2,5,1,0,6,1,6,17
255,2,5,4,1,13,1,0,4,2,16,17
256,7,8,2,2,5,11,0,6,1,6,3
257,7,8,2,2,5,11,0,6,1,6,17
258,7,8,2,2,5,11,14,6,1,6,1
259,7,8,2,2,5,11,14,6,1,6,1
260,0,8,0,2,5,11,14,6,1,10,1
261,7,8,4,2,5,11,14,6,1,10,12
262,2,5,4,2,1,11,14,6,1,10,12
263,7,8,2,2,5,11,14,6,1,6,1
264,7,8,4,2,5,11,14,6,1,6,1
265,7,8,2,2,5,11,14,6,1,6,1
266,7,8,2,2,5,11,14,6,1,6,1
267,2,8,4,2,5,11,14,6,1,6,1
268,2,0,4,12,11,7,15,10,8,2,11
269,2,0,4,12,11,7,15,4,8,2,11
270,7,8,2,2,5,11,14,6,1,6,1
271,2,5,4,1,1,1,0,4,2,10,12
272,2,5,6,7,1,1,0,3,13,10,12
273,7,8,4,2,5,11,14,6,1,10,12
274,7,8,2,2,5,11,14,6,1,6,1
275,7,8,2,2,5,11,14,6,1,6,1
276,2,5,4,12,11,7,15,4,8,16,17
277,7,8,2,2,5,11,14,6,1,6,1
278,1,8,2,2,5,11,14,6,1,6,1
279,2,0,4,12,1,7,15,4,8,10,12
280,2,0,4,12,5,7,15,6,8,10,12
281,7,8,4,2,5,11,14,6,1,6,1
282,7,8,2,2,5,11,14,6,1,6,1
283,7,8,2,2,5,11,14,6,1,6,1
284,7,8,2,2,5,11,14,6,1,6,1
285,7,8,2,2,5,11,14,6,1,6,1
286,7,8,2,2,5,11,14,6,1,6,1
287,7,8,2,2,5,11,14,6,1,6,1
288,2,0,4,12,11,7,15,10,8,2,11
289,2,0,4,12,11,7,15,10,8,2,11
290,7,8,2,2,5,11,14,6,1,6,1
291,2,5,4,1,1,1,0,4,2,16,17
292,2,0,4,12,11,7,15,4,8,2,11
293,2,0,4,12,1,7,15,4,8,10,12
294,2,0,4,12,11,7,15,10,8,2,11
295,7,9,2,11,6,2,7,1,7,5,6
296,7,8,2,2,5,11,14,6,1,6,1
297,2,5,4,12,1,7,15,3,8,10,12
298,2,5,4,12,1,7,15,4,8,10,12
299,2,5,4,12,1,1,0,3,13,10,12
300,2,0,4,12,11,7,15,4,8,2,11
301,2,0,4,12,11,7,15,10,8,2,11
302,2,0,4,12,11,7,15,10,8,2,11
303,2,0,4,12,1,7,15,10,8,10,11
304,2,5,4,12,11,7,15,4,8,16,17
305,7,8,2,2,5,11,14,6,1,6,1
306,7,8,2,2,5,11,14,6,1,6,1
307,2,0,4,12,11,7,15,10,8,2,11
308,2,0,4,12,11,7,15,4,8,2,17
309,2,0,4,12,11,7,15,10,8,2,11
310,2,0,4,12,11,7,15,10,8,2,11
311,2,5,9,1,13,1,0,6,2,16,17
312,2,0,4,1,11,7,15,4,8,16,17
313,2,5,6,7,1,1,0,3,13,10,12
314,6,3,6,7,1,0,6,3,13,10,12
