sample_idx,patient_id,condition,task,electrode,file_path,cluster_kmeans_hg,silhouette
6191,PAT_5533,reading,LM,IAD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IAD3_TN.npy,7,-0.04749725
6192,PAT_5533,reading,LM,IAD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IAD4_TN.npy,7,-0.029350527
6193,PAT_5533,reading,LM,IAD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IAD5_TN.npy,1,0.20496553
6194,PAT_5533,reading,LM,IAD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IAD6_TN.npy,7,-0.17563155
6195,PAT_5533,reading,LM,IAD8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IAD8_TN.npy,1,0.1479375
6196,PAT_5533,reading,LM,IAD9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IAD9_TN.npy,1,0.14315365
6197,PAT_5533,reading,LM,IMD11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD11_TN.npy,1,0.1167494
6198,PAT_5533,reading,LM,IMD12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD12_TN.npy,1,0.1994096
6199,PAT_5533,reading,LM,IMD13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD13_TN.npy,6,0.19108059
6200,PAT_5533,reading,LM,IMD15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD15_TN.npy,6,0.0029483351
6201,PAT_5533,reading,LM,IMD17,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD17_TN.npy,1,0.1600928
6202,PAT_5533,reading,LM,IMD18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD18_TN.npy,1,0.17137593
6203,PAT_5533,reading,LM,IMD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD1_TN.npy,1,0.120834015
6204,PAT_5533,reading,LM,IMD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD3_TN.npy,1,0.11603807
6205,PAT_5533,reading,LM,IMD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD4_TN.npy,6,0.094402276
6206,PAT_5533,reading,LM,IMD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD5_TN.npy,6,-0.0035365669
6207,PAT_5533,reading,LM,IMD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD6_TN.npy,1,0.15386003
6208,PAT_5533,reading,LM,IMD7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD7_TN.npy,1,0.050251964
6209,PAT_5533,reading,LM,IMD8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD8_TN.npy,1,0.03246862
6210,PAT_5533,reading,LM,IMD9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IMD9_TN.npy,1,0.14502114
6211,PAT_5533,reading,LM,IPD10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD10_TN.npy,1,0.059702024
6212,PAT_5533,reading,LM,IPD11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD11_TN.npy,1,0.05326931
6213,PAT_5533,reading,LM,IPD13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD13_TN.npy,6,0.1076179
6214,PAT_5533,reading,LM,IPD14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD14_TN.npy,6,0.116151735
6215,PAT_5533,reading,LM,IPD15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD15_TN.npy,6,0.20834993
6216,PAT_5533,reading,LM,IPD16,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD16_TN.npy,6,0.09936036
6217,PAT_5533,reading,LM,IPD17,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD17_TN.npy,6,0.18434735
6218,PAT_5533,reading,LM,IPD18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD18_TN.npy,1,0.08819077
6219,PAT_5533,reading,LM,IPD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD1_TN.npy,4,0.02593899
6220,PAT_5533,reading,LM,IPD2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD2_TN.npy,3,0.05837378
6221,PAT_5533,reading,LM,IPD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD3_TN.npy,3,0.22340289
6222,PAT_5533,reading,LM,IPD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD4_TN.npy,3,0.15775858
6223,PAT_5533,reading,LM,IPD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD5_TN.npy,9,0.0057283505
6224,PAT_5533,reading,LM,IPD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD6_TN.npy,4,0.1000905
6225,PAT_5533,reading,LM,IPD7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD7_TN.npy,9,-0.0073069176
6226,PAT_5533,reading,LM,IPD9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD9_TN.npy,1,0.13077992
6227,PAT_5533,reading,LM,OFD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_OFD1_TN.npy,6,0.17453608
6228,PAT_5533,reading,LM,OFD2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_OFD2_TN.npy,1,0.06521101
6229,PAT_5533,reading,LM,OFD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_OFD3_TN.npy,9,-0.04836456
6230,PAT_5533,reading,LM,OFD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_OFD5_TN.npy,2,0.052379854
6231,PAT_5533,reading,LM,PCD10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD10_TN.npy,1,0.06158836
6232,PAT_5533,reading,LM,PCD11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD11_TN.npy,1,0.0877533
6233,PAT_5533,reading,LM,PCD12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD12_TN.npy,6,0.068015896
6234,PAT_5533,reading,LM,PCD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD1_TN.npy,6,0.025831072
6235,PAT_5533,reading,LM,PCD2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD2_TN.npy,1,0.15504473
6236,PAT_5533,reading,LM,PCD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD3_TN.npy,1,0.13075095
6237,PAT_5533,reading,LM,PCD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD4_TN.npy,1,0.09644438
6238,PAT_5533,reading,LM,PCD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD6_TN.npy,7,-0.09599399
6239,PAT_5533,reading,LM,PCD7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD7_TN.npy,4,-0.047633115
6240,PAT_5533,reading,LM,PCD8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD8_TN.npy,4,0.008830109
6241,PAT_5533,reading,LM,PCD9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_PCD9_TN.npy,1,0.108436964
6242,PAT_5533,reading,LM,SMD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_SMD3_TN.npy,4,0.15050338
6243,PAT_5533,reading,LM,TOD10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TOD10_TN.npy,6,0.12780514
6244,PAT_5533,reading,LM,TOD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TOD1_TN.npy,6,0.09641567
6245,PAT_5533,reading,LM,TOD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TOD3_TN.npy,6,0.065396294
6246,PAT_5533,reading,LM,TOD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TOD4_TN.npy,1,0.049751338
6247,PAT_5533,reading,LM,TOD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TOD5_TN.npy,6,0.107728645
6248,PAT_5533,reading,LM,TOD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TOD6_TN.npy,6,0.14351387
6249,PAT_5533,reading,LM,TOD7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TOD7_TN.npy,6,0.119762495
6250,PAT_5533,reading,LM,TOD8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TOD8_TN.npy,6,0.13907999
6251,PAT_5533,reading,LM,TPD10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD10_TN.npy,5,0.077285245
6252,PAT_5533,reading,LM,TPD1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD1_TN.npy,4,0.13716018
6253,PAT_5533,reading,LM,TPD2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD2_TN.npy,4,0.114658
6254,PAT_5533,reading,LM,TPD3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD3_TN.npy,1,0.0469481
6255,PAT_5533,reading,LM,TPD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD4_TN.npy,9,-0.042475663
6256,PAT_5533,reading,LM,TPD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD5_TN.npy,6,0.19798997
6257,PAT_5533,reading,LM,TPD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD6_TN.npy,6,0.08567993
6258,PAT_5533,reading,LM,TPD7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD7_TN.npy,6,0.038837414
6259,PAT_5533,reading,LM,TPD8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD8_TN.npy,6,0.0781226
6260,PAT_5533,reading,LM,TPD9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD9_TN.npy,6,0.0754604
6261,PAT_6684,audio,LM,AG1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_AG1_TN.npy,1,0.069061324
6262,PAT_6684,audio,LM,AG2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_AG2_TN.npy,6,0.0429639
6263,PAT_6684,audio,LM,AG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_AG3_TN.npy,6,0.030310487
6264,PAT_6684,audio,LM,AG6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_AG6_TN.npy,0,0.22559781
6265,PAT_6684,audio,LM,CAG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_CAG3_TN.npy,6,0.16763818
6266,PAT_6684,audio,LM,CAG4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_CAG4_TN.npy,2,0.07423076
6267,PAT_6684,audio,LM,FMG11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG11_TN.npy,6,0.16823518
6268,PAT_6684,audio,LM,FMG12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG12_TN.npy,1,0.043214776
6269,PAT_6684,audio,LM,FMG13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG13_TN.npy,6,0.038969282
6270,PAT_6684,audio,LM,FMG14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG14_TN.npy,6,0.081719935
6271,PAT_6684,audio,LM,FMG15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG15_TN.npy,6,0.11518512
6272,PAT_6684,audio,LM,FMG1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG1_TN.npy,4,0.011298125
6273,PAT_6684,audio,LM,FMG2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG2_TN.npy,9,0.013132871
6274,PAT_6684,audio,LM,FMG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG3_TN.npy,9,0.112793945
6275,PAT_6684,audio,LM,FMG4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG4_TN.npy,9,0.027529743
6276,PAT_6684,audio,LM,FMG5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG5_TN.npy,9,-0.010043138
6277,PAT_6684,audio,LM,FMG6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG6_TN.npy,9,-0.013727156
6278,PAT_6684,audio,LM,FMG7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG7_TN.npy,9,-0.04611455
6279,PAT_6684,audio,LM,FMG8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG8_TN.npy,9,-0.03464
6280,PAT_6684,audio,LM,FMG9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG9_TN.npy,6,0.015677163
6281,PAT_6684,audio,LM,FOL10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOL10_TN.npy,6,0.16111769
6282,PAT_6684,audio,LM,FOL12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOL12_TN.npy,2,-0.060978107
6283,PAT_6684,audio,LM,FOL1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOL1_TN.npy,9,0.068696104
6284,PAT_6684,audio,LM,FOL3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOL3_TN.npy,9,0.02372147
6285,PAT_6684,audio,LM,FOL4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOL4_TN.npy,9,-0.03244841
6286,PAT_6684,audio,LM,FOL5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOL5_TN.npy,9,-0.021695524
6287,PAT_6684,audio,LM,FOL6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOL6_TN.npy,6,-0.00082071003
6288,PAT_6684,audio,LM,FOL7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOL7_TN.npy,2,-0.06911721
6289,PAT_6684,audio,LM,FOM11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM11_TN.npy,6,0.07725781
6290,PAT_6684,audio,LM,FOM12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM12_TN.npy,6,0.06525904
6291,PAT_6684,audio,LM,FOM13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM13_TN.npy,6,0.07578597
6292,PAT_6684,audio,LM,FOM14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM14_TN.npy,6,0.11367812
6293,PAT_6684,audio,LM,FOM15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM15_TN.npy,6,0.14421225
6294,PAT_6684,audio,LM,FOM1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM1_TN.npy,9,0.06894975
6295,PAT_6684,audio,LM,FOM2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM2_TN.npy,9,0.09342158
6296,PAT_6684,audio,LM,FOM3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM3_TN.npy,9,0.053797327
6297,PAT_6684,audio,LM,FOM4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM4_TN.npy,9,0.00832771
6298,PAT_6684,audio,LM,FOM5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM5_TN.npy,9,-0.049213994
6299,PAT_6684,audio,LM,FOM8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM8_TN.npy,6,0.05518308
6300,PAT_6684,audio,LM,FOM9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FOM9_TN.npy,6,0.050314594
6301,PAT_6684,audio,LM,FPG11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FPG11_TN.npy,6,0.14945334
6302,PAT_6684,audio,LM,FPG12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FPG12_TN.npy,6,0.10194139
6303,PAT_6684,audio,LM,FPG1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FPG1_TN.npy,6,0.04424208
6304,PAT_6684,audio,LM,FPG2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FPG2_TN.npy,1,0.112278216
6305,PAT_6684,audio,LM,FPG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FPG3_TN.npy,1,0.07900499
6306,PAT_6684,audio,LM,FPG4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FPG4_TN.npy,6,0.00031086334
6307,PAT_6684,audio,LM,FPG6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FPG6_TN.npy,6,0.062189125
6308,PAT_6684,audio,LM,FPG7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FPG7_TN.npy,6,0.11346189
6309,PAT_6684,audio,LM,HAG1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_HAG1_TN.npy,6,0.1011784
6310,PAT_6684,audio,LM,HAG2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_HAG2_TN.npy,2,-0.047395818
6311,PAT_6684,audio,LM,HAG3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_HAG3_TN.npy,2,-0.031943228
6312,PAT_6684,audio,LM,HAG4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_HAG4_TN.npy,2,0.0252083
6313,PAT_6684,audio,LM,HAG7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_HAG7_TN.npy,2,0.067797
