band_idx,band_lo,band_hi,band,time_bin,kind,coef[audio],coef[picture],coef[reading],importance
0,1.0,4.0,1-4Hz,0,ersp,0.01407104155199853,0.063764673939065,-0.07783571549106379,0.05189047699404244
0,1.0,4.0,1-4Hz,1,ersp,0.13289998613039783,-0.1406840843992216,0.007784098268824066,0.09378938959948117
0,1.0,4.0,1-4Hz,2,ersp,0.09142070032604321,-0.07815264747246879,-0.013268052853574798,0.06094713355069561
0,1.0,4.0,1-4Hz,3,ersp,-0.007388187295126392,-0.07633151818846555,0.08371970548359173,0.05581313698906123
0,1.0,4.0,1-4Hz,4,ersp,0.0007517164603243005,0.055363767938777696,-0.05611548439910182,0.03741032293273461
0,1.0,4.0,1-4Hz,5,ersp,0.04260742540855562,0.025120509683098445,-0.06772793509165392,0.04515195672776933
0,1.0,4.0,1-4Hz,6,ersp,0.0491375249294139,-0.011928598535375595,-0.037208926394038416,0.03275834995294264
0,1.0,4.0,1-4Hz,7,ersp,-0.06040572984482904,0.04295000204717215,0.017455727797656743,0.040270486563219306
0,1.0,4.0,1-4Hz,8,ersp,-0.00039811088913785223,-0.015720163513652168,0.016118274402790223,0.010745516268526748
0,1.0,4.0,1-4Hz,9,ersp,0.0017495169563643868,-0.028823890312782968,0.027074373356418685,0.01921592687518868
0,1.0,4.0,1-4Hz,10,ersp,-0.005478585865972416,-0.007810681414869536,0.013289267280841748,0.008859511520561233
0,1.0,4.0,1-4Hz,11,ersp,-0.04677991535930811,0.04517112815945636,0.0016087871998518362,0.031186610239538767
0,1.0,4.0,1-4Hz,12,ersp,0.06246775640141209,-0.025831003331625167,-0.036636753069787274,0.04164517093427484
0,1.0,4.0,1-4Hz,13,ersp,-0.04668614863998867,0.02199568557020069,0.024690463069788022,0.031124099093325794
0,1.0,4.0,1-4Hz,14,ersp,-0.016364781469731075,-0.014943778523141205,0.03130855999287222,0.020872373328581505
0,1.0,4.0,1-4Hz,15,ersp,-0.021502578309099876,0.026264392913730405,-0.004761814604630598,0.017509595275820293
0,1.0,4.0,1-4Hz,16,ersp,-0.007091855026536255,0.024265226956125242,-0.01717337192958905,0.01617681797075018
0,1.0,4.0,1-4Hz,17,ersp,-0.05290389851519547,-0.030819179059155214,0.0837230775743508,0.05581538504956716
