condition,band_idx,band_lo,band_hi,band,time_bin,kind,coef[7Networks_1],coef[7Networks_2],coef[7Networks_3],coef[7Networks_4],coef[7Networks_5],coef[7Networks_6],coef[7Networks_7],importance
audio,0,1.0,4.0,1-4Hz,0,ersp,0.06349087689899782,-0.030149966767718195,0.019485091840281656,-0.03674493363484038,-0.018993371048523056,0.0052765269488968276,-0.0023642242370947356,0.025214998768050383
audio,0,1.0,4.0,1-4Hz,1,ersp,0.027553285685436604,0.043537891263235116,-0.03871894351507126,-0.010657709716371241,-0.011756799670196548,0.014503080913444896,-0.024460804960477433,0.02445550224631901
audio,0,1.0,4.0,1-4Hz,2,ersp,0.015335343226584,-0.0032013127728250153,-0.022851676451148804,-0.012690414028340362,0.03191450469058683,0.0034736965994782367,-0.011980141264334884,0.014492441290471161
audio,0,1.0,4.0,1-4Hz,3,ersp,0.001334611054323021,-0.016997604014319982,-0.005431070498781402,-0.041942826310897775,0.020354214970636053,0.021657504223370785,0.021025170575669213,0.018391857378285463
audio,0,1.0,4.0,1-4Hz,4,ersp,0.00999602509654815,-0.055643810111910136,-0.029451453006709656,-0.016500861738624487,0.014555732572556096,0.058515192540339114,0.018529174647801135,0.029027464244926963
audio,0,1.0,4.0,1-4Hz,5,ersp,-0.0009827723513206306,-0.06213885975193045,0.03780401375289243,-0.044658451626603396,0.02217904588129231,0.04155974815289458,0.006237275942775123,0.03079430963710128
audio,0,1.0,4.0,1-4Hz,6,ersp,0.009793342937418894,-0.014382127052235974,0.02108518143090522,-0.039959125445893785,0.01992427656229367,0.006652078627282464,-0.0031136270597706835,0.016415679873685814
audio,0,1.0,4.0,1-4Hz,7,ersp,0.008634562326230968,-0.012104366799255886,-0.01768514453455786,-0.004341582860590553,0.024101528479567723,0.0198842173429011,-0.018489213954295678,0.015034373756771397
audio,0,1.0,4.0,1-4Hz,8,ersp,0.02032342659877495,0.0004848841637883978,-0.038366040518781286,0.013840231598007064,-0.007943790113933043,0.017055352017030186,-0.005394063744886386,0.014772541250743041
audio,0,1.0,4.0,1-4Hz,9,ersp,0.018285180743830863,-0.005554933390836801,-0.01022886912832426,-0.008739156495534578,0.0172163082211454,0.004642159531141932,-0.015620689481422631,0.01146961385603378
audio,0,1.0,4.0,1-4Hz,10,ersp,-0.01376918432755026,0.014411307351722412,0.013575542135000363,-0.018107150660755363,0.0022882051796266137,-0.003110476249303594,0.004711756571259752,0.00999623178217405
audio,0,1.0,4.0,1-4Hz,11,ersp,0.00160675315707254,0.030802040245199048,-0.011070368620551968,0.0017580153770087544,-0.014208841823598531,-0.04898742391268498,0.04009982557755524,0.021219038387667293
audio,0,1.0,4.0,1-4Hz,12,ersp,0.010321423381476359,0.02359071559803874,-0.03468480886458224,0.022063489147555453,0.01243306616670946,-0.037582684399452095,0.003858798970254414,0.020647855218295538
audio,0,1.0,4.0,1-4Hz,13,ersp,0.029626900060019976,0.0021528435908113644,-0.027217958121326574,0.02880829975535007,-0.004936704464239235,-0.027328790853996185,-0.0011045899666194043,0.017310869544623256
audio,0,1.0,4.0,1-4Hz,14,ersp,0.01684924139243547,0.0507637175070156,-0.027991339942892286,-0.0032260907884997135,-0.019061197938258896,-0.023355653565697694,0.006021323335897587,0.021038366352956746
audio,0,1.0,4.0,1-4Hz,15,ersp,0.0009666438885466603,0.047480747949703105,-0.025063183013308444,-0.0017007520757732564,-0.018657177901590237,0.001430083406336839,-0.00445636225391469,0.014250707212739033
audio,0,1.0,4.0,1-4Hz,16,ersp,-0.033886151569943186,0.02483954175497484,0.01365378026433121,0.008068269489205145,-0.01516901879353942,0.03078117092323841,-0.02828759206826705,0.022097932123357037
audio,0,1.0,4.0,1-4Hz,17,ersp,-0.019478366103420783,-0.007060920573772735,-0.018189137799894128,0.046835729419430414,-0.025482919066368005,0.0014277178899372398,0.021947896234088125,0.020060383869558777
audio,0,1.0,4.0,1-4Hz,18,ersp,0.01564293112051622,0.01123478709512527,-0.017790525043845717,-0.024906472254296243,-0.005810767539953316,-0.018143960507357268,0.03977400712981094,0.019043350098700708
audio,0,1.0,4.0,1-4Hz,19,ersp,0.034405763188577645,0.02178160238367124,-0.013108672636514159,-0.04438987867731875,0.012898959718887234,-0.01874484633298031,0.007157072355677464,0.021783827899089548
audio,0,1.0,4.0,1-4Hz,20,ersp,0.01269237375576536,0.015595517788517244,0.004897907570374715,-0.020721541808129264,0.0242243488962599,-0.042676876798742984,0.005988270595955215,0.018113833887677813
audio,0,1.0,4.0,1-4Hz,21,ersp,-0.008524798582857897,0.005048250327418715,-0.006942800240157802,-0.017242266384598182,0.0073958164357538,-0.008657590029359868,0.02892338847380126,0.011819272924849647
audio,0,1.0,4.0,1-4Hz,22,ersp,0.001748751732235888,0.027045876979733936,0.010427314808953387,-0.03909690869606202,-0.0549315942156444,0.05997765461945011,-0.005171095228667062,0.028342742325820968
audio,0,1.0,4.0,1-4Hz,23,ersp,-0.010838131731836393,-0.008375174820572106,0.014485310422551282,-0.008971393806959205,-0.03375262992964301,0.04101666675505314,0.006435353111406405,0.017696380082574504
audio,0,1.0,4.0,1-4Hz,24,ersp,-0.007783585496575126,-0.03597485797877393,0.024785226117799788,-0.0031600854542825035,-0.004015772400610219,-0.00583927016030434,0.03198834537274648,0.016221020425870338
audio,0,1.0,4.0,1-4Hz,25,ersp,0.01597543887617319,-0.05673292791890089,0.015615769452581793,0.03260324911071982,0.01309033932996436,-0.0157289901331359,-0.004822878717402371,0.022081370505554043
audio,0,1.0,4.0,1-4Hz,26,ersp,0.00891768621786689,-0.005709148569928701,0.006048382753033286,-0.03472150544973256,-0.011621959340446608,0.04471377271159849,-0.007627228322391021,0.017051383337856794
audio,0,1.0,4.0,1-4Hz,27,ersp,0.020543094457583327,-0.002984874229586033,0.0075240968104929055,-0.029943604112485263,0.010682828821877887,0.030478233626810448,-0.03629977537469327,0.019779501061932735
audio,0,1.0,4.0,1-4Hz,28,ersp,-0.002142709087671848,-0.004772555657826877,-0.04133815911348192,0.005752566673156352,0.028376029664390408,0.005047768658605554,0.009077058862828443,0.013786692531137344
