condition,band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,perm_importance,perm_importance_std,importance
audio,-1,70.0,150.0,HG 70-150Hz,15,hg_ds,0.011554726019493734,0.001031853396721638,0.0005152471163919847,0.001031853396721638
audio,-1,70.0,150.0,HG 70-150Hz,16,hg_ds,0.011238507873017245,0.0007202881152461149,0.00039207518892087447,0.0007202881152461149
audio,-1,70.0,150.0,HG 70-150Hz,17,hg_ds,0.007020150283663271,3.3306690738754695e-17,0.0003099626527576892,3.3306690738754695e-17
audio,-1,70.0,150.0,HG 70-150Hz,18,hg_ds,0.0083044325594267,0.00044017607042819986,0.00033239791368217,0.00044017607042819986
audio,-1,70.0,150.0,HG 70-150Hz,19,hg_ds,0.008467251542526874,0.0008337036472047754,0.0005743863729660006,0.0008337036472047754
audio,-1,70.0,150.0,HG 70-150Hz,20,hg_ds,0.009317731046179643,0.0012683526449253856,0.0005815077717755945,0.0012683526449253856
audio,-1,70.0,150.0,HG 70-150Hz,21,hg_ds,0.00894957535410091,0.0014717489205627432,0.0005639010279106833,0.0014717489205627432
audio,-1,70.0,150.0,HG 70-150Hz,22,hg_ds,0.009508200403261885,0.00044017607042817763,0.00033239791368218607,0.00044017607042817763
audio,-1,70.0,150.0,HG 70-150Hz,23,hg_ds,0.00868129541908316,0.0003590386430815662,0.00045147944750971724,0.0003590386430815662
audio,-1,70.0,150.0,HG 70-150Hz,24,hg_ds,0.008239578054654976,0.0003524061558325631,0.00048420912153296033,0.0003524061558325631
audio,-1,70.0,150.0,HG 70-150Hz,25,hg_ds,0.008491211230574506,0.00015895861106876019,0.00031792683095038376,0.00015895861106876019
audio,-1,70.0,150.0,HG 70-150Hz,26,hg_ds,0.009804404834416684,0.0011082886193151341,0.0006081307670235515,0.0011082886193151341
audio,-1,70.0,150.0,HG 70-150Hz,27,hg_ds,0.009069491444406372,0.0017041070571875206,0.0005622610845371305,0.0017041070571875206
audio,-1,70.0,150.0,HG 70-150Hz,28,hg_ds,0.010527301393149266,0.0014306274996186419,0.0005633541730806049,0.0014306274996186419
audio,-1,70.0,150.0,HG 70-150Hz,29,hg_ds,0.014035622140579514,0.0020419799207848422,0.00050756410565937,0.0020419799207848422
picture,-1,70.0,150.0,HG 70-150Hz,0,hg_ds,0.008610415924730974,0.0010782213437861565,0.0005345856496475051,0.0010782213437861565
picture,-1,70.0,150.0,HG 70-150Hz,1,hg_ds,0.010841234773987615,0.0015917969397704068,0.0002513684472839052,0.0015917969397704068
picture,-1,70.0,150.0,HG 70-150Hz,2,hg_ds,0.022376905970799516,0.002278335003672949,0.0004442006122753233,0.002278335003672949
picture,-1,70.0,150.0,HG 70-150Hz,3,hg_ds,0.019361571045274327,0.000711444798914096,0.0003891559102840709,0.000711444798914096
picture,-1,70.0,150.0,HG 70-150Hz,4,hg_ds,0.022027769046538494,0.00024009603841537163,0.0003201280512204863,0.00024009603841537163
picture,-1,70.0,150.0,HG 70-150Hz,5,hg_ds,0.023149773201033653,0.0015495701042848476,0.00045449446545020843,0.0015495701042848476
picture,-1,70.0,150.0,HG 70-150Hz,6,hg_ds,0.020025109216118116,0.0016722478465070357,0.0007713034896007329,0.0016722478465070357
picture,-1,70.0,150.0,HG 70-150Hz,7,hg_ds,0.017245413292918343,0.0011527262838837316,0.0007180949834684397,0.0011527262838837316
picture,-1,70.0,150.0,HG 70-150Hz,8,hg_ds,0.01103688719435138,0.000759198707107156,0.00048565348438148523,0.000759198707107156
picture,-1,70.0,150.0,HG 70-150Hz,9,hg_ds,0.010578994023057437,0.0009559624954954659,0.000507801211962529,0.0009559624954954659
picture,-1,70.0,150.0,HG 70-150Hz,10,hg_ds,0.011035094498977058,0.0009104194163853885,0.00025399491691165094,0.0009104194163853885
picture,-1,70.0,150.0,HG 70-150Hz,11,hg_ds,0.010426398134042511,0.0002767958011934524,0.0005343430741231227,0.0002767958011934524
picture,-1,70.0,150.0,HG 70-150Hz,12,hg_ds,0.008901789205083034,0.0011494100402592577,0.0002154927894011428,0.0011494100402592577
picture,-1,70.0,150.0,HG 70-150Hz,13,hg_ds,0.013634483350949708,0.0004790866622892742,0.00023677979479085342,0.0004790866622892742
picture,-1,70.0,150.0,HG 70-150Hz,14,hg_ds,0.011291138111648736,0.0006002400960384291,0.0002000800320127727,0.0006002400960384291
picture,-1,70.0,150.0,HG 70-150Hz,15,hg_ds,0.009536511165448822,0.0019519409973934975,0.00045080257902731355,0.0019519409973934975
picture,-1,70.0,150.0,HG 70-150Hz,16,hg_ds,0.008791721137029132,0.0011104994483982166,0.00023677979479085347,0.0011104994483982166
picture,-1,70.0,150.0,HG 70-150Hz,17,hg_ds,0.009513669326606014,0.0011116048629396969,0.0004975129833618402,0.0011116048629396969
picture,-1,70.0,150.0,HG 70-150Hz,18,hg_ds,0.01030109621036285,0.0007947930553437122,0.0004343333958058744,0.0007947930553437122
picture,-1,70.0,150.0,HG 70-150Hz,19,hg_ds,0.008781432153217928,0.000437965241345184,0.00037424112551759484,0.000437965241345184
picture,-1,70.0,150.0,HG 70-150Hz,20,hg_ds,0.008431017418272794,0.0011505154548007602,0.0003298764435784609,0.0011505154548007602
picture,-1,70.0,150.0,HG 70-150Hz,21,hg_ds,0.009483760901689162,0.000714761042538603,0.0006361213030556071,0.000714761042538603
picture,-1,70.0,150.0,HG 70-150Hz,22,hg_ds,0.009275808938467751,0.00031902263667900056,0.00029769295909349246,0.00031902263667900056
picture,-1,70.0,150.0,HG 70-150Hz,23,hg_ds,0.012454826550895089,0.0011494100402592467,0.0002801120448179246,0.0011494100402592467
picture,-1,70.0,150.0,HG 70-150Hz,24,hg_ds,0.012096874077174373,0.000711444798914096,0.0004632589640125698,0.000711444798914096
picture,-1,70.0,150.0,HG 70-150Hz,25,hg_ds,0.013752533910661375,0.0009587551217056123,0.0006674444598309612,0.0009587551217056123
picture,-1,70.0,150.0,HG 70-150Hz,26,hg_ds,0.012824969586016992,0.00020839973093051968,0.0006426571932872162,0.00020839973093051968
picture,-1,70.0,150.0,HG 70-150Hz,27,hg_ds,0.011747964013668113,0.0006703233779700279,0.0003580653213456717,0.0006703233779700279
picture,-1,70.0,150.0,HG 70-150Hz,28,hg_ds,0.01000750653356044,3.3306690738754695e-17,0.0003099626527576892,3.3306690738754695e-17
picture,-1,70.0,150.0,HG 70-150Hz,29,hg_ds,0.008825705900407524,0.000911524830926902,0.0005345856496475084,0.000911524830926902
reading,-1,70.0,150.0,HG 70-150Hz,0,hg_ds,0.01286064242335003,0.001238285369396397,0.0003286803989599634,0.001238285369396397
reading,-1,70.0,150.0,HG 70-150Hz,1,hg_ds,0.013912035108382993,0.0012771959612574713,0.0007067416153235879,0.0012771959612574713
reading,-1,70.0,150.0,HG 70-150Hz,2,hg_ds,0.008271649679456637,0.0012294420530643778,0.00021549278940112836,0.0012294420530643778
reading,-1,70.0,150.0,HG 70-150Hz,3,hg_ds,0.005975948102024859,0.0006002400960384291,0.0002000800320127727,0.0006002400960384291
reading,-1,70.0,150.0,HG 70-150Hz,4,hg_ds,0.007614475559685475,-0.00016006402561021815,0.00019603759446040666,0.0
reading,-1,70.0,150.0,HG 70-150Hz,5,hg_ds,0.0072763922902452415,0.001029362021051572,0.00019603759446046103,0.001029362021051572
reading,-1,70.0,150.0,HG 70-150Hz,6,hg_ds,0.008712754801572237,0.0009104194163853885,0.00025399491691165094,0.0009104194163853885
reading,-1,70.0,150.0,HG 70-150Hz,7,hg_ds,0.006924177740371629,0.0006747450361360263,0.00047098837787695345,0.0006747450361360263
reading,-1,70.0,150.0,HG 70-150Hz,8,hg_ds,0.006193568068047659,0.0007580932925656647,0.00037376803745865756,0.0007580932925656647
reading,-1,70.0,150.0,HG 70-150Hz,9,hg_ds,0.007489682047078074,0.0008314928181217707,0.0004504099144720415,0.0008314928181217707
reading,-1,70.0,150.0,HG 70-150Hz,10,hg_ds,0.008156349076693827,0.001109394033856681,0.0002994523718906705,0.001109394033856681
reading,-1,70.0,150.0,HG 70-150Hz,11,hg_ds,0.007815377474371402,0.000600240096038418,0.0002684355315125611,0.000600240096038418
reading,-1,70.0,150.0,HG 70-150Hz,12,hg_ds,0.00729116413035254,2.2204460492503132e-17,0.000438353387359046,2.2204460492503132e-17
reading,-1,70.0,150.0,HG 70-150Hz,13,hg_ds,0.009481989324003962,0.0015095540978822708,0.00016006402561021815,0.0015095540978822708
reading,-1,70.0,150.0,HG 70-150Hz,14,hg_ds,0.007657024512670657,0.0002000800320128282,0.0003226193576750079,0.0002000800320128282
reading,-1,70.0,150.0,HG 70-150Hz,15,hg_ds,0.009023629163096231,0.00016006402561026257,0.00019603759446046103,0.00016006402561026257
reading,-1,70.0,150.0,HG 70-150Hz,16,hg_ds,0.009548396418501874,0.00044017607042818875,0.0002801120448179167,0.00044017607042818875
reading,-1,70.0,150.0,HG 70-150Hz,17,hg_ds,0.009071246072144157,0.0013406467559399448,0.00047669925192280783,0.0013406467559399448
reading,-1,70.0,150.0,HG 70-150Hz,18,hg_ds,0.00917289823175898,0.0012716688885499373,0.00042750460754392336,0.0012716688885499373
reading,-1,70.0,150.0,HG 70-150Hz,19,hg_ds,0.008798079407271259,0.0010726942710786447,0.00039765287349206256,0.0010726942710786447
reading,-1,70.0,150.0,HG 70-150Hz,20,hg_ds,0.008776793250869398,0.0003924221622351287,0.00046975123875857305,0.0003924221622351287
reading,-1,70.0,150.0,HG 70-150Hz,21,hg_ds,0.009245523196831104,0.0013094740658694981,0.0003125350010366728,0.0013094740658694981
reading,-1,70.0,150.0,HG 70-150Hz,22,hg_ds,0.010860531678003247,0.00023677979479089784,0.0005675267155690249,0.00023677979479089784
reading,-1,70.0,150.0,HG 70-150Hz,23,hg_ds,0.012194310266744083,0.000909314001843875,0.0003125350010366743,0.000909314001843875
reading,-1,70.0,150.0,HG 70-150Hz,24,hg_ds,0.013402045027165858,0.0005913967797064213,0.00026681922744053413,0.0005913967797064213
reading,-1,70.0,150.0,HG 70-150Hz,25,hg_ds,0.012210344775052508,0.0008704034099828228,0.00042976498693868444,0.0008704034099828228
reading,-1,70.0,150.0,HG 70-150Hz,26,hg_ds,0.009211780314784422,0.0003513007412910607,0.0004137600148509334,0.0003513007412910607
reading,-1,70.0,150.0,HG 70-150Hz,27,hg_ds,0.009413224327324176,0.0011104994483982166,0.00023677979479085344,0.0011104994483982166
reading,-1,70.0,150.0,HG 70-150Hz,28,hg_ds,0.012537521934110946,0.0011850043884957472,0.0006879942391147003,0.0011850043884957472
reading,-1,70.0,150.0,HG 70-150Hz,29,hg_ds,0.014228676075321868,0.000632518200650467,0.000506600714727569,0.000632518200650467
