cluster_id,size,jaccard_stability,n_runs
0,265,0.637313961982727,50
1,60,0.6634329557418823,50
2,279,0.3622308671474457,50
3,159,0.8538416624069214,50
4,73,0.9459945559501648,50
5,169,0.651296854019165,50
6,295,0.6970517635345459,50
7,129,0.5678716897964478,50
8,142,0.9338817000389099,50
9,122,0.8122272491455078,50
