k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator
5,0.4964028000831604,0.3656667470932007,0.7068333625793457,50,0.8,kmeans
6,0.4690694709618886,0.3343695402145386,0.6710599660873413,50,0.8,kmeans
7,0.44279548100062777,0.31398117542266846,0.6371163129806519,50,0.8,kmeans
8,0.4306268095970154,0.2842809557914734,0.705718994140625,50,0.8,kmeans
9,0.37513164679209393,0.2592899203300476,0.6015369892120361,50,0.8,kmeans
10,0.36315845102071764,0.2494582086801529,0.6399884819984436,50,0.8,kmeans
11,0.3323536081747575,0.24192208051681519,0.46654024720191956,50,0.8,kmeans
12,0.3318445235490799,0.23404595255851746,0.49444594979286194,50,0.8,kmeans
